4499 4902
174 1095 28
451 734 60
3736 1320 76
701 3965 51
4088 3136 92
3858 4472 51
2038 2438 17
3846 3679 93
1184 3406 57
4040 74 23
411 4405 72
2 516 68
2111 3250 76
1646 342 29
2905 4013 100
957 1752 18
3025 4242 43
3069 3478 33
1109 4213 40
900 3398 50
1830 1590 45
3030 285 75
1458 4081 87
3859 229 79
994 1380 76
1738 1201 23
1096 1062 11
2884 4106 71
783 3369 98
1229 1571 64
3908 1604 38
960 3877 30
2724 2358 14
850 4174 50
4114 325 31
1673 3442 89
1509 4342 86
420 2652 68
1534 611 98
659 1479 57
3061 3842 78
678 1575 57
3424 2255 85
1506 2666 50
2450 1171 25
2308 575 18
3719 2087 34
3384 1204 41
2405 589 21
2120 366 31
1566 282 66
1661 1653 41
315 4264 87
1605 369 45
1892 1499 64
1187 1414 63
3694 410 73
2360 601 94
2972 1962 99
4147 123 15
813 1615 77
3848 505 37
1740 2340 85
1931 2483 18
4126 2842 66
3499 3805 24
2474 3879 64
509 31 22
3576 2487 28
479 2951 75
2593 3366 43
1619 2876 64
3009 1110 10
4401 3367 66
3600 4081 70
278 3831 45
822 2065 49
2095 1457 90
2635 3010 55
2233 3562 30
1896 76 19
1916 984 15
357 2268 78
2541 2971 22
3137 2266 13
1667 3533 15
3978 1451 51
2692 2362 73
3450 2288 30
1124 1828 66
3952 60 29
290 636 28
588 2117 17
3378 1091 29
4276 2532 26
1681 1642 99
1486 1942 19
788 2639 12
4413 3342 51
511 2674 18
4254 4154 100
410 1870 10
4330 1046 77
1636 3742 51
4393 3673 72
3006 2475 50
940 1724 47
4262 4057 23
238 2698 68
3326 3668 24
1656 3793 96
2174 2553 49
687 1327 35
3583 4019 14
4144 4299 53
3432 2528 95
3930 4311 62
121 1545 53
1470 3072 70
2402 1970 30
2587 1489 68
924 1608 14
2528 2634 65
1611 2740 14
2562 3671 15
2238 3360 84
1542 4040 28
3022 3709 25
1511 208 97
2642 3951 92
1243 496 69
1920 109 12
4038 4360 80
2088 4299 88
4267 2655 95
2680 3625 89
552 1301 100
2946 686 54
4134 655 62
4164 1137 56
1467 2876 80
4335 80 49
931 848 97
305 2445 67
3889 928 77
3179 2624 95
1527 616 60
1095 1071 59
3723 2510 72
4221 552 63
14 3523 61
552 1109 94
1145 2460 12
1711 3509 39
2811 967 69
2492 1224 78
3157 2522 85
450 935 63
3766 4430 93
176 2292 18
1230 3778 42
151 4257 78
1739 2527 96
1185 3407 53
1641 3884 91
1471 2651 79
378 4349 39
1589 716 91
3727 316 44
2397 4452 28
1779 18 49
3248 1067 83
362 1796 85
4099 2533 79
1301 1958 95
1965 17 18
3240 2639 13
2984 2024 10
3029 958 99
85 1289 18
214 1257 76
1077 740 21
1926 3367 32
2257 569 52
1358 477 86
3814 4030 30
472 2211 92
969 4247 22
201 1236 38
1603 2629 94
4479 1062 80
1367 1122 93
1241 3253 23
2909 1187 43
2939 706 65
2721 396 79
3111 4292 35
792 2783 50
1293 2692 80
4164 14 40
622 1163 68
1777 2904 90
2292 3533 45
368 4108 58
3916 2359 44
1700 248 75
87 665 65
2777 2916 11
2757 2343 46
2822 2425 42
932 1602 32
2540 3029 46
1170 2165 78
1834 2467 30
3656 150 26
4175 1892 85
2325 1888 66
3075 4102 59
1715 3974 33
209 1682 34
4093 1702 94
1538 1578 58
3745 2156 90
572 1174 23
98 3960 11
2422 1919 65
1571 3321 34
1 1800 12
1190 2287 15
2774 4360 75
2202 1444 19
1837 560 39
605 2755 65
891 3827 75
3595 1608 15
4482 3327 99
2959 1376 98
2786 3859 89
2271 4345 92
1802 1129 63
2923 3667 92
4263 4330 16
366 2767 94
519 302 93
631 292 93
3481 1476 53
1808 3399 65
2009 3090 37
2581 2619 48
3901 298 69
631 1270 69
2557 1393 12
2614 2543 55
728 2735 87
3334 871 19
472 1255 62
3372 3415 46
3366 1496 25
2153 2636 72
1147 4402 83
171 2350 69
1395 3742 44
416 564 94
1366 1968 13
2184 3913 34
509 2753 56
2187 3134 33
2629 3606 53
515 4178 26
1207 509 75
795 2587 96
2241 3647 14
1793 2123 33
1821 618 52
1060 775 90
160 2118 35
2194 2822 13
441 740 38
2392 3243 47
3725 3637 32
1856 2611 27
4302 3568 76
2638 2017 18
1499 2045 64
1726 2175 33
400 955 82
2922 264 25
2442 4049 92
735 3804 84
4135 1496 37
4207 2931 87
514 1657 83
2730 2182 82
4303 2024 29
3019 507 24
2187 3139 84
4401 4122 88
2207 4136 17
701 669 98
2240 2632 52
1785 1797 87
3050 946 55
2614 1893 65
3844 3495 51
973 510 20
1396 630 23
3780 1558 80
1810 1885 16
1875 2663 93
2031 3941 18
555 3665 16
2741 4178 76
318 2796 77
2598 3252 70
2879 3231 78
2809 2991 86
1944 2891 67
737 2199 18
3586 697 96
1268 3980 62
4386 2820 18
1584 511 74
3220 3476 74
3576 3488 15
953 2314 67
3706 681 12
1529 1503 72
1902 595 84
869 3396 100
1457 861 90
962 1173 60
35 4070 91
3844 731 57
2286 3856 34
2595 3364 11
5 908 66
3508 963 52
2555 3615 55
52 1534 43
2650 2872 54
1141 3074 37
3213 2938 82
1381 330 90
847 2159 93
4131 3160 61
1156 1478 36
3530 3333 19
2641 2925 84
3645 900 61
2068 453 26
1692 2823 84
1142 2834 12
3605 2110 99
1859 4022 15
572 2924 42
135 446 81
23 3263 18
2795 4044 86
53 2512 11
1039 4076 44
1215 1729 99
692 2104 66
3795 3983 79
4235 4072 22
523 812 91
517 501 41
2253 4486 83
2770 1062 23
640 306 39
4316 1759 67
161 1365 59
654 4181 25
1032 2936 42
2967 1719 87
475 815 12
4417 1071 35
3212 1335 73
4036 365 46
877 1796 71
520 60 76
2792 1418 65
1790 4399 71
1584 3650 63
924 1920 91
2242 3489 58
2003 2619 51
2144 1936 46
2716 285 38
862 4192 33
1084 1673 28
2811 1101 23
3077 997 90
536 3256 35
3915 1520 22
1882 1296 25
4183 2088 84
3792 1231 40
2343 1685 41
265 1978 56
2074 4152 43
1496 853 41
1374 3281 17
2325 3386 19
481 3993 77
918 1722 41
49 2696 33
2561 3321 53
1425 3737 77
3430 2727 60
2423 2742 94
3827 1962 87
2371 2199 49
3625 1645 34
3363 1974 45
2192 2563 98
2450 859 60
609 3078 12
4484 2796 82
1962 3363 93
1952 2888 94
3632 4477 80
2423 2720 80
1167 632 80
170 2594 44
612 4125 98
1216 3040 94
419 1965 89
3954 438 12
2003 4400 28
3913 2993 27
2358 4122 80
1181 2799 33
876 2012 56
2612 748 26
304 302 49
2545 673 61
3794 2384 59
558 2393 75
197 918 49
2928 884 30
1033 2651 59
3872 1572 10
21 4163 74
4136 977 51
1054 3206 86
1509 1825 82
3722 1778 54
4490 3123 69
3192 526 64
640 2401 30
2156 217 59
492 2199 29
75 1946 90
4259 768 26
4147 1743 57
3461 4384 37
8 2486 31
551 3132 33
3669 1556 90
1771 4174 35
2202 4426 50
2081 2319 44
13 528 52
2330 576 97
1691 3017 81
3903 1798 36
1046 1317 44
2857 3596 43
2363 919 57
2463 3644 42
3581 1218 90
2445 1128 76
3723 2497 59
4098 730 26
2465 2185 27
3275 3712 88
2259 1718 87
376 200 46
3458 3190 30
1760 4185 66
2495 1338 25
2638 337 77
3081 2975 55
1423 2114 13
204 129 42
2267 2399 70
3950 2504 54
3902 4373 80
1154 4495 78
271 783 92
2394 4254 16
471 1817 30
3421 3388 18
1154 3715 38
1544 2598 80
3037 3060 27
2500 4276 14
4338 430 19
4353 105 67
3194 1510 48
1458 2537 74
4329 4235 56
2208 1544 59
3107 570 32
1998 4011 92
2420 3840 59
1899 4254 91
4188 1069 32
2968 4052 77
3561 2567 38
4330 2774 64
1000 2714 15
2043 1344 23
3468 1847 85
52 849 29
332 1934 35
2929 3186 10
2978 4388 76
1174 2790 10
1455 4431 54
1825 1419 17
1278 106 30
862 4266 49
4186 3755 95
4486 420 82
2741 18 30
1959 4481 16
3974 211 57
4033 497 92
3561 80 24
1669 4240 71
1997 2069 98
449 3540 96
4335 370 85
277 1612 41
4398 1184 29
3129 1451 37
2091 4182 69
4275 2092 79
3395 4390 59
143 1921 27
2559 2327 49
3108 2276 47
243 2026 89
3623 2117 88
374 4237 70
3809 4479 59
2180 358 21
3924 3464 66
4051 1770 23
4399 1904 17
2380 3775 61
3185 4127 46
3473 7 19
3923 2778 11
1167 2946 72
2737 2161 98
3950 362 36
2142 3700 42
3333 727 49
1366 2323 88
2213 2910 16
1165 287 82
1703 146 30
2823 2529 74
3882 2573 95
3054 220 33
2752 2174 38
617 67 79
3102 1300 13
2489 3295 62
3430 3721 71
2716 3044 28
4479 1788 76
779 3432 40
1542 3164 79
2119 3463 69
723 3717 67
1880 4201 75
1570 2296 87
1576 1549 51
389 4228 33
714 3552 49
3855 3740 64
2318 817 36
1170 3481 51
3320 959 32
3192 594 29
334 1922 94
863 3377 52
4403 1099 80
2912 2129 74
1358 1683 43
4369 21 42
1552 3079 98
2586 4224 84
772 2953 47
3266 2225 82
3724 4243 74
1153 662 90
259 712 59
926 684 35
1565 3034 42
304 95 98
723 3684 14
1289 2535 42
4425 196 64
3520 1649 13
173 1807 75
3902 3663 89
561 2744 12
2605 3407 72
893 873 26
4237 2526 63
2874 731 36
2193 3208 26
1482 549 37
504 1989 52
552 4329 31
921 3855 54
1411 1188 80
3494 1761 48
414 357 84
777 3993 48
273 455 64
2025 4033 98
1367 1620 96
2753 1928 16
2151 1605 77
254 4120 97
2355 411 54
4233 3275 78
2835 3315 18
3121 953 50
593 2440 16
4258 1893 10
4481 866 42
2287 2069 45
104 4184 44
1747 4222 89
1755 31 10
1877 3250 81
1762 3675 57
695 1488 43
3843 3738 64
1564 1920 88
1115 2270 69
521 1154 51
1690 188 60
2766 2123 99
546 3256 99
3927 4490 25
3401 2563 76
3560 121 66
2809 151 10
3045 283 25
2965 435 21
2406 1868 67
3093 1056 62
4090 2835 31
3668 1399 50
3303 2431 65
3872 771 16
2932 3353 73
1212 3802 59
935 1862 68
4415 2145 38
3882 1137 65
3354 2674 54
543 1774 26
3136 892 88
3405 1367 94
184 2148 22
2225 1166 53
708 761 27
2591 845 31
1988 3965 47
1553 3754 59
2211 3378 74
2301 4469 84
2576 2281 79
658 3011 24
4271 2504 95
2873 1363 76
1685 3279 55
3142 4081 25
1782 1333 93
2614 2953 28
890 4394 52
839 3782 18
2137 1768 10
1622 4356 42
2109 2454 10
3964 1640 82
605 1858 31
1370 1917 15
4450 3521 82
952 2715 51
663 812 55
2893 3769 45
3232 3509 36
2723 1553 35
3935 508 96
455 2017 65
3694 1368 84
3788 1008 48
595 4303 99
2178 2778 97
379 2030 53
4457 1741 65
1864 736 88
2940 954 40
3043 3103 36
2019 4359 59
2122 952 26
69 3968 72
1851 2079 54
3798 328 56
2950 316 68
2751 3908 78
3568 3913 33
4242 650 44
536 1263 55
1728 3167 60
4265 2608 21
3312 1850 61
4304 666 37
3561 520 62
1774 1594 10
973 623 62
2860 232 23
1474 729 13
1768 2353 19
1809 1539 80
2013 4383 93
3527 1295 33
2595 1199 90
3952 4249 75
477 3710 73
3657 2558 63
3664 587 18
1186 1472 62
3445 1239 63
430 915 19
817 1831 38
1876 1061 45
2416 4377 25
711 515 92
354 730 82
970 3776 51
2087 514 64
1427 1501 29
3570 2245 95
259 943 95
853 425 87
1111 3218 23
2818 256 87
3340 1985 10
762 816 85
158 349 94
4241 106 10
3444 1586 98
3112 1753 81
2314 737 56
3519 3976 51
2511 749 26
3106 2002 17
4182 1440 69
2899 4382 69
1779 2098 61
4356 1514 21
1850 2721 41
28 1270 45
521 608 91
3411 1786 87
782 51 95
89 3421 69
1649 2347 63
3602 3201 88
3908 4322 98
4198 740 69
3183 1179 52
3547 2866 43
4196 2826 50
807 2905 45
2324 1421 45
2389 2608 26
322 444 21
3559 1951 18
4249 3523 26
3993 2419 44
2125 4452 91
3613 2490 12
432 4426 83
1639 360 38
1950 902 31
4010 81 39
1869 2817 65
2106 1540 44
4006 3374 23
2745 1614 34
1508 1530 78
2222 3313 30
3863 4001 27
534 4213 81
1380 2589 67
3550 1505 26
2066 501 60
1759 3900 89
621 3271 47
1424 1037 16
748 181 21
2642 899 98
2969 3967 16
2773 502 22
3702 1929 26
2212 1876 13
1311 332 50
244 3742 95
2548 4299 38
2014 1004 99
4467 635 92
2781 4215 40
1020 3967 71
3310 2264 80
3382 2284 92
4211 1740 19
3425 628 17
378 973 63
2942 2529 62
3124 2871 28
674 428 31
2269 2011 94
4269 620 37
2185 2580 65
656 947 84
1435 1782 58
1454 3241 29
1713 306 53
1950 3000 16
72 927 40
1465 1541 97
2958 1148 39
2027 3818 41
3298 471 83
693 1866 93
376 2137 69
2657 2832 53
3119 4112 87
840 3761 75
1635 2203 46
3172 1608 66
3927 1343 28
460 3534 85
2136 1642 36
1503 3391 30
860 2391 31
3767 3086 78
1866 842 34
4041 3415 78
2422 712 76
161 4325 87
836 1026 61
200 1206 68
3031 1578 49
3321 2482 84
4417 2151 12
689 1527 54
1560 3233 86
475 3430 75
3420 4155 72
3025 4328 57
4124 1552 47
1528 4135 98
3599 1522 57
1283 3086 36
827 4482 53
2677 1879 48
2713 4271 71
3699 633 47
2190 2920 42
2632 1476 58
4167 2586 11
3475 956 73
3908 1591 88
2688 693 89
2357 4469 72
138 2765 49
424 4192 11
1496 319 37
2824 2786 52
1392 3050 25
4198 3160 77
2181 1138 73
2346 2483 46
4066 2142 17
3215 3862 13
258 4143 39
893 2453 41
1495 1845 92
2995 1019 87
2416 3361 15
1602 3339 30
2835 487 61
1001 2864 21
4367 41 33
2430 235 50
1798 1890 45
1100 691 28
406 2603 40
3251 772 66
3510 2929 99
1016 1881 63
1753 346 74
2532 1877 55
1931 2588 42
795 2405 15
3464 1979 76
2367 1121 83
3240 4131 20
2286 2865 68
1338 3364 78
4324 1091 96
1313 1330 22
1174 1126 49
1099 4462 21
1261 87 82
1811 2528 97
3339 4483 81
2496 4481 100
3945 2317 95
2543 2846 70
570 2831 90
1712 679 13
4124 3805 15
1215 2734 82
825 2775 41
3376 465 12
4393 2041 62
1309 2728 19
1738 2519 87
356 1200 14
1301 1535 88
249 1434 46
69 2540 18
1262 2988 69
223 2481 36
418 893 33
2669 535 54
1375 1133 81
