792 805
568 96 27
415 710 66
44 81 26
287 187 30
733 608 88
188 450 17
205 334 13
295 325 90
507 259 23
178 215 91
752 361 27
208 639 74
527 196 58
695 563 70
515 650 73
39 710 79
188 282 18
422 391 24
114 472 62
546 657 28
280 25 60
258 757 82
540 683 77
531 615 48
787 505 50
97 8 40
85 443 24
152 679 69
619 74 85
555 725 56
163 151 25
445 295 72
546 82 39
510 623 70
189 90 66
561 750 98
497 348 35
24 495 72
741 153 95
609 750 19
541 78 87
88 210 48
447 346 34
659 266 25
775 445 53
681 373 95
299 154 79
322 366 97
513 416 48
212 747 95
388 565 48
706 708 87
100 415 82
465 175 11
36 234 96
273 51 95
470 719 28
738 556 30
143 691 64
425 98 48
56 501 38
12 481 99
196 622 58
509 619 64
134 635 51
179 602 82
763 75 61
303 603 30
63 83 86
513 136 44
696 299 66
10 471 93
364 486 21
770 90 58
167 521 43
426 337 86
381 128 96
7 646 17
720 752 48
517 768 26
126 163 65
302 303 56
114 513 50
221 174 58
720 350 99
762 482 80
645 590 15
444 331 39
372 9 73
285 275 56
303 616 27
500 312 40
578 367 50
334 89 67
177 314 29
369 359 38
551 295 54
713 466 41
731 240 14
532 198 51
492 520 63
210 169 34
626 400 32
262 154 37
211 632 11
253 555 83
779 459 59
519 17 43
677 232 11
61 393 29
511 704 14
593 384 82
134 7 91
135 512 55
111 21 52
693 380 57
361 657 28
123 339 50
130 315 32
497 685 96
704 715 14
110 145 27
170 790 72
219 29 47
667 540 65
775 418 50
533 765 13
389 23 34
106 338 84
195 613 31
24 76 68
182 675 45
221 608 57
656 445 30
63 52 18
698 557 53
343 32 59
243 58 98
263 636 11
759 230 43
203 714 69
543 459 45
596 310 38
580 195 43
334 32 87
571 616 33
455 672 99
671 338 71
44 404 84
501 405 85
273 54 98
667 364 83
719 608 77
81 602 41
747 648 35
603 205 70
217 137 28
560 456 55
270 733 17
262 279 77
210 672 99
175 470 40
310 372 85
367 341 65
612 550 88
262 641 100
722 475 34
106 92 14
148 354 26
626 393 47
631 559 44
374 179 91
731 577 20
64 303 92
659 311 87
754 748 10
266 498 68
486 484 17
695 468 14
167 756 53
19 356 97
415 469 69
68 473 63
654 125 68
668 670 90
450 690 76
502 691 41
63 763 65
494 369 65
424 238 86
726 614 49
687 340 25
475 221 60
769 744 85
642 108 77
285 249 23
183 646 69
530 240 59
536 10 70
0 209 19
573 250 46
485 397 67
208 577 53
199 598 24
353 185 25
461 730 72
168 525 69
742 656 12
5 313 59
564 464 11
17 278 27
713 69 42
84 420 19
27 94 24
272 322 73
631 379 95
300 751 96
701 542 30
71 395 28
709 429 57
424 641 60
641 569 93
474 338 45
533 513 59
419 509 78
147 257 93
767 223 80
338 763 31
368 389 77
350 22 95
181 547 73
474 58 36
254 420 89
416 442 25
77 117 21
96 113 68
641 175 84
425 167 74
390 238 81
356 409 66
763 281 97
121 321 13
515 642 32
289 235 47
473 96 53
566 133 76
0 251 57
129 474 89
714 433 58
239 744 33
523 235 82
672 517 77
554 524 94
48 788 42
270 518 54
451 306 60
716 292 85
674 132 90
129 274 80
36 502 63
741 118 76
454 401 84
612 100 91
212 346 65
684 164 58
271 4 83
250 8 81
724 121 27
103 782 29
761 43 27
763 381 19
721 93 96
65 61 71
362 729 82
297 539 77
458 776 14
688 421 98
419 38 69
130 418 47
233 374 97
571 662 47
403 661 46
573 8 88
491 351 79
791 510 67
480 444 91
710 415 32
389 700 74
