719 4293
493 356 64
13 91 88
204 545 53
696 304 56
589 364 11
169 26 81
188 456 72
104 638 15
259 538 81
187 149 59
480 33 97
173 71 77
201 613 100
672 370 49
271 326 80
423 297 37
434 506 69
14 317 84
243 506 24
690 254 33
253 359 14
197 485 62
600 121 56
275 304 40
568 604 98
597 141 27
47 281 71
685 665 14
141 492 14
451 436 31
677 427 98
293 600 30
319 488 94
14 649 72
686 521 29
648 687 93
76 241 65
159 462 40
646 518 98
370 75 59
718 678 48
681 520 45
115 620 89
645 39 89
29 127 91
652 23 78
682 476 23
619 574 49
545 692 22
539 218 65
437 482 92
660 131 75
684 403 67
577 274 99
366 289 20
302 378 16
681 562 66
61 564 53
607 685 52
74 413 38
160 288 59
469 381 94
63 391 92
556 339 47
219 106 15
419 145 39
341 658 45
285 210 48
708 386 75
672 712 78
292 401 36
284 271 65
459 567 53
554 230 63
403 510 33
318 79 45
359 518 56
661 255 48
519 219 17
483 330 29
293 134 88
38 552 41
532 45 26
471 39 41
107 149 93
143 195 65
401 427 43
688 612 99
224 331 72
563 360 61
92 89 39
689 511 83
340 133 65
717 472 70
306 18 95
203 310 75
140 634 49
166 164 23
568 289 71
551 288 58
167 266 29
162 454 11
391 251 83
300 602 93
302 75 49
99 503 16
70 481 32
683 431 20
350 286 78
561 458 96
285 223 52
89 235 19
396 127 62
66 245 39
579 180 19
626 501 59
442 303 92
350 248 94
97 162 21
411 158 56
294 687 31
186 419 93
10 646 37
714 550 20
240 503 91
561 346 51
449 529 81
102 371 34
193 234 60
54 53 10
548 373 29
118 583 40
582 246 16
425 597 66
666 203 24
701 132 26
353 618 67
390 653 78
480 451 47
375 610 25
309 711 36
3 685 81
422 35 18
105 63 24
331 242 11
607 376 21
528 242 16
414 264 69
393 620 22
485 374 26
174 24 74
15 648 15
291 438 84
195 340 79
582 398 42
404 145 30
672 320 90
193 699 85
581 264 74
292 580 75
342 52 60
408 464 36
632 391 87
447 214 32
587 204 18
123 324 34
398 462 56
334 144 10
98 44 85
713 624 34
16 587 83
143 206 25
669 632 34
499 587 25
591 609 57
162 82 44
165 398 59
43 478 55
65 14 59
662 487 87
572 704 20
43 143 55
559 563 57
67 41 51
543 450 88
283 172 36
157 537 90
645 238 84
443 706 68
700 465 45
468 399 96
616 271 33
146 608 31
15 480 67
492 86 52
66 368 17
544 457 29
289 679 73
661 3 37
663 519 34
562 596 80
191 88 62
506 329 97
562 176 65
281 473 29
653 620 63
460 701 75
636 623 65
561 180 10
173 670 71
199 327 35
642 443 19
243 102 36
112 243 17
708 245 39
599 253 37
123 653 44
518 441 36
509 544 37
303 391 23
175 106 31
201 703 17
107 131 86
152 221 50
517 604 92
77 200 35
257 611 72
295 225 35
37 173 42
589 81 17
497 335 98
518 69 76
136 316 40
200 614 58
259 137 95
176 222 60
68 227 99
387 425 60
174 16 100
434 131 25
309 668 95
518 43 89
459 91 41
492 630 64
295 668 99
126 585 77
147 584 20
61 522 61
457 373 40
471 252 48
541 667 19
680 315 82
412 572 98
503 335 19
261 364 79
83 326 89
606 151 67
143 498 60
669 624 36
254 594 68
501 691 68
321 87 71
706 95 64
516 509 65
604 290 70
363 11 86
46 97 17
545 522 94
424 206 20
712 694 36
286 37 93
119 482 37
287 364 78
507 203 32
216 505 17
290 442 34
711 200 24
2 544 72
288 423 38
607 623 100
427 43 79
509 201 53
524 125 29
629 256 78
117 662 73
359 306 68
5 231 75
155 40 52
687 53 72
224 609 72
363 538 42
266 92 67
117 303 90
278 377 54
132 565 76
514 388 85
35 376 79
155 535 19
373 309 87
103 713 44
471 174 97
425 602 93
377 48 28
318 482 47
513 584 70
291 381 39
263 149 54
44 202 12
11 139 35
452 457 93
99 108 100
631 0 30
36 431 39
496 95 57
596 3 54
536 202 64
390 615 99
128 475 81
55 72 93
516 633 100
228 252 74
464 468 44
680 489 29
185 684 81
554 580 25
70 503 31
220 582 90
260 71 55
405 256 25
46 588 84
369 628 69
178 20 90
83 98 32
574 550 56
173 414 48
669 560 82
587 424 26
478 622 28
506 131 69
425 627 49
364 161 20
553 286 81
245 679 39
427 613 11
193 154 81
46 528 85
424 248 85
441 358 81
159 498 76
227 669 77
17 366 70
585 395 55
638 359 79
713 536 13
652 11 31
301 372 24
285 238 23
425 249 35
156 393 42
387 141 72
530 77 54
442 181 94
352 565 23
332 129 69
641 562 98
479 358 31
547 685 70
517 532 97
249 679 32
685 293 36
226 555 25
23 384 75
83 419 52
28 665 48
616 551 27
167 564 50
602 436 55
413 711 63
648 365 70
654 541 48
189 82 42
338 201 37
95 595 97
256 174 10
24 420 23
135 593 70
44 342 22
62 445 74
280 694 30
232 207 100
401 582 29
435 694 50
18 585 31
248 473 18
316 339 43
635 496 87
204 303 29
60 79 77
589 659 26
225 595 70
454 244 96
16 278 47
152 307 41
531 381 37
177 20 72
223 278 87
709 291 18
717 125 31
422 325 76
579 507 71
260 596 65
697 456 29
517 345 87
708 608 22
541 101 31
649 288 96
469 363 53
581 43 26
652 73 22
516 651 10
389 205 44
427 498 13
273 516 10
64 566 100
62 243 98
295 550 93
280 114 29
643 289 80
61 224 58
601 321 52
391 205 56
233 672 21
447 277 19
659 610 11
408 381 90
645 706 40
491 430 53
176 579 61
399 138 37
429 648 85
110 522 74
11 238 42
504 669 81
134 35 24
265 328 94
443 25 83
652 657 26
48 298 49
42 194 84
239 236 82
532 10 43
657 641 21
669 172 58
561 109 22
249 483 86
123 358 100
119 320 23
136 577 66
660 694 31
99 509 82
717 664 60
472 76 13
212 540 16
411 431 29
318 389 57
567 657 58
339 43 99
658 274 80
183 134 34
370 255 19
197 6 35
590 134 21
92 80 89
83 568 98
349 76 47
462 657 57
414 354 15
290 707 76
97 310 16
336 563 33
712 407 16
400 181 77
427 715 96
163 125 64
676 28 63
428 664 91
596 126 17
149 473 95
460 290 24
119 34 50
500 491 57
355 250 97
14 586 23
101 305 75
423 78 15
322 456 15
575 400 38
100 241 90
126 338 24
76 604 73
627 686 19
537 240 82
229 664 59
316 80 72
349 270 59
165 330 32
234 353 56
165 681 41
322 120 18
167 240 56
267 675 20
90 137 93
644 497 51
717 708 63
405 324 77
598 111 76
142 39 94
156 518 99
55 271 42
568 74 40
539 116 90
32 661 11
47 233 18
588 567 99
104 196 19
382 438 98
451 472 35
227 207 34
412 128 97
10 281 46
351 314 10
216 130 73
336 407 45
712 428 97
361 350 82
314 562 25
544 265 29
287 370 35
314 415 97
586 49 12
261 593 31
257 492 80
18 373 60
53 642 17
579 304 87
304 194 44
718 440 72
656 118 29
26 207 76
205 476 95
569 390 45
