188 735
168 99 42
81 133 38
43 147 78
178 26 35
179 174 20
132 129 64
114 89 20
28 66 17
25 73 20
2 113 34
176 104 85
90 102 49
176 136 13
129 34 81
186 93 20
155 142 83
43 15 56
105 37 54
53 31 46
119 124 80
153 100 28
142 24 30
144 149 73
100 145 29
45 167 21
162 155 17
22 30 74
119 179 70
81 165 96
165 141 41
73 177 82
180 157 13
5 80 12
151 45 31
12 104 27
124 8 75
27 0 21
37 173 64
180 15 39
23 19 52
41 174 77
145 129 50
87 134 75
143 26 63
139 10 27
116 31 12
178 44 19
180 67 65
92 104 36
13 22 22
82 83 97
47 181 62
113 136 28
47 73 55
82 161 63
89 175 66
77 59 58
113 184 85
120 109 86
180 133 28
147 5 99
154 167 63
141 72 62
16 150 71
1 24 15
109 135 84
55 184 87
23 78 22
4 95 73
1 151 94
125 157 31
148 115 34
103 31 40
125 21 69
30 133 22
57 107 75
184 108 23
88 108 14
27 79 56
31 64 26
67 0 90
83 137 62
98 32 66
105 111 45
7 180 44
49 44 61
1 92 98
58 169 15
35 61 86
39 42 63
26 2 65
145 150 92
97 80 13
107 85 34
146 79 84
184 0 14
85 21 23
62 49 48
103 151 72
179 169 86
42 49 86
115 9 35
17 156 66
97 179 11
82 65 17
50 100 56
162 8 29
112 25 71
111 159 94
154 141 50
154 2 91
162 120 21
168 100 84
91 45 35
182 153 18
115 9 59
90 20 77
164 123 25
168 29 23
15 166 95
81 139 35
133 87 64
91 3 24
70 140 61
170 81 69
177 33 64
74 28 38
59 18 40
33 73 83
143 138 41
151 98 50
78 20 27
117 2 17
118 57 65
51 95 59
129 120 23
132 110 88
51 118 87
28 150 24
110 23 29
187 36 16
115 7 17
122 160 44
40 168 65
135 98 65
83 57 60
88 165 28
72 25 29
177 33 69
30 163 47
139 109 21
50 115 89
55 106 46
9 174 43
62 82 15
41 151 91
166 101 57
13 77 49
4 122 73
43 12 45
166 144 90
113 115 33
150 185 61
142 12 12
42 62 68
114 154 12
125 18 70
126 7 20
38 170 55
14 165 39
17 116 42
72 135 95
171 11 19
153 167 96
53 145 85
117 158 52
56 38 28
11 131 97
119 150 39
22 31 65
155 71 28
99 22 78
48 154 15
11 187 66
19 129 59
176 15 40
45 173 86
144 96 35
33 114 56
175 95 50
48 141 26
60 176 20
82 143 57
89 169 40
141 68 44
99 104 28
116 32 71
27 90 94
65 144 99
10 168 65
142 32 79
97 146 83
129 181 77
33 59 11
123 60 69
79 75 79
25 105 51
24 0 98
115 15 70
139 35 28
5 186 16
40 60 26
136 69 94
99 177 42
149 48 78
114 151 87
39 153 33
90 33 89
108 58 68
118 22 79
66 19 72
124 161 84
96 143 92
139 66 16
77 94 92
107 72 99
0 170 100
4 175 89
142 85 27
184 53 60
30 78 53
107 176 12
44 12 35
39 34 18
44 171 22
82 100 19
