466 922
266 287 44
444 389 93
251 295 44
337 280 48
435 444 94
133 418 61
44 130 57
452 457 14
207 248 99
288 223 23
390 316 87
291 150 12
353 110 18
351 162 57
149 14 49
388 378 42
22 281 70
207 258 22
228 146 25
8 163 35
56 393 38
328 210 97
427 102 48
225 14 93
57 383 44
318 22 82
350 430 97
439 287 62
320 14 75
86 293 45
116 299 12
291 460 70
449 303 47
367 305 84
334 109 94
256 343 17
222 285 62
335 237 83
216 113 24
78 189 46
409 232 60
117 107 23
318 245 74
123 101 58
263 248 13
144 121 14
173 101 52
97 441 100
261 357 24
374 227 23
116 137 56
189 237 71
207 358 44
256 261 91
264 178 71
194 390 100
52 399 92
256 135 42
158 169 56
263 167 88
159 312 90
117 276 69
171 22 84
150 325 68
38 269 24
439 38 68
399 178 20
441 331 16
198 99 93
279 131 71
108 164 81
109 216 36
20 166 46
426 164 52
83 254 41
436 463 65
162 311 30
213 231 19
312 60 25
134 115 95
4 314 71
231 377 100
452 164 32
378 152 61
147 377 89
20 135 86
68 148 16
460 286 98
91 61 53
280 431 49
394 107 58
114 159 38
274 427 85
53 275 37
406 23 29
37 77 59
385 30 45
283 359 18
171 93 70
38 129 87
400 138 88
125 228 24
72 302 59
141 279 82
208 139 23
132 9 22
207 219 91
433 150 94
161 351 94
190 165 91
34 12 79
442 244 69
117 250 20
88 192 98
381 325 79
399 235 33
239 364 54
255 224 36
346 127 92
264 39 21
88 313 58
38 11 88
290 139 19
351 78 21
189 422 36
444 140 77
12 180 26
6 198 78
76 85 77
194 172 78
52 99 25
354 203 35
65 260 25
32 406 42
384 381 45
6 22 15
365 406 99
242 75 41
282 166 13
347 104 72
33 74 72
17 333 79
50 235 84
180 27 15
74 14 16
406 9 28
263 458 40
166 110 57
49 177 71
381 358 14
404 59 40
348 412 44
400 234 54
130 271 20
21 140 64
156 162 48
121 71 88
31 66 70
409 201 59
74 178 38
57 463 11
2 312 41
248 327 53
111 115 72
96 419 50
106 187 24
291 154 74
333 343 73
230 178 27
70 9 18
438 136 58
398 345 51
387 376 99
399 89 67
125 131 58
339 187 39
247 12 72
32 406 85
450 210 44
299 80 25
454 236 41
96 49 62
236 463 15
39 221 35
45 186 54
35 32 95
213 308 51
92 353 75
236 109 62
62 357 96
121 247 44
429 104 33
462 357 39
40 423 76
241 461 55
160 71 72
322 93 26
221 322 51
4 310 27
440 237 23
358 77 20
291 424 72
421 149 15
70 227 32
164 288 81
419 128 92
446 164 40
183 308 53
356 229 74
24 379 10
157 237 26
361 224 60
360 350 53
394 160 75
443 114 99
356 398 94
22 417 20
379 329 67
288 365 51
2 264 44
201 33 26
461 26 90
440 69 40
282 376 60
309 345 74
5 14 23
448 274 97
0 7 35
392 375 31
112 37 66
93 235 81
255 137 86
310 418 58
147 260 24
213 188 70
66 15 77
370 72 81
182 386 89
163 216 61
106 398 33
184 68 89
15 305 23
347 122 98
28 434 19
59 435 90
21 225 50
83 351 12
451 197 14
304 435 72
299 54 62
41 401 90
206 171 22
273 442 70
236 128 54
347 115 20
45 450 37
236 91 30
31 307 100
106 276 46
349 295 34
335 118 76
201 388 44
4 19 62
17 7 38
148 150 31
137 400 35
431 226 18
335 60 50
42 188 85
394 118 94
100 285 14
54 246 45
363 66 67
145 311 29
142 96 40
371 116 83
453 3 21
241 435 60
53 343 36
418 33 86
97 135 59
386 332 39
293 456 79
89 85 87
373 386 70
11 423 61
200 277 28
227 427 92
437 372 15
259 312 51
412 274 75
244 56 34
245 379 27
267 308 21
22 349 80
43 419 93
172 189 52
95 181 11
201 303 77
340 107 64
39 440 50
362 305 79
47 110 25
306 329 82
403 166 71
388 327 76
313 16 77
21 12 46
56 228 50
453 343 49
14 333 63
354 346 57
463 216 18
377 188 15
194 318 55
351 285 63
226 108 93
105 142 33
209 441 37
114 121 52
356 122 95
450 119 99
274 249 38
299 449 85
1 258 16
213 327 96
243 110 15
434 219 85
179 323 41
322 321 82
331 95 85
128 50 88
169 0 47
448 192 75
281 128 11
371 4 93
119 216 13
259 104 14
390 160 26
49 405 13
108 304 30
387 111 67
372 434 71
177 376 11
334 161 29
105 195 87
141 381 31
236 2 50
90 144 36
26 24 40
163 425 98
389 379 91
302 42 77
133 53 81
84 444 67
11 50 66
205 253 39
440 122 39
304 436 85
107 218 51
357 225 55
1 83 49
68 65 49
416 460 39
318 62 23
282 246 15
95 68 73
374 154 68
112 385 75
74 104 46
421 154 18
436 120 69
168 10 79
156 222 30
388 333 30
305 9 80
55 453 11
67 173 93
280 29 38
14 430 71
371 463 98
436 39 98
1 190 37
149 54 31
441 2 13
246 202 100
3 135 67
122 438 81
324 274 83
165 460 41
162 320 65
388 294 15
439 236 36
301 374 53
256 59 30
174 149 80
50 200 70
10 114 59
34 128 67
241 108 60
65 365 27
222 181 55
29 404 68
406 43 11
328 16 65
93 144 94
152 343 39
339 215 87
445 322 30
117 179 25
159 424 98
75 228 59
197 218 73
131 364 77
153 236 89
324 460 10
442 136 68
196 304 18
193 237 26
164 302 23
442 402 75
270 324 58
243 418 39
269 12 83
237 402 50
125 446 34
39 320 35
183 10 10
39 240 83
126 443 61
17 214 83
50 423 32
380 136 64
263 323 82
446 451 15
271 437 27
298 348 83
242 21 10
16 183 81
396 138 70
228 449 67
369 16 61
50 140 75
206 373 56
442 407 51
229 464 58
409 256 78
110 86 24
377 15 45
24 83 41
124 330 88
7 319 10
63 420 49
463 77 27
246 151 12
209 294 39
59 418 95
428 298 62
174 250 60
3 82 16
229 104 94
345 243 89
422 5 47
103 417 79
94 464 18
140 240 79
210 343 12
4 31 14
396 241 46
403 365 38
222 69 53
2 261 85
59 348 89
136 435 14
277 418 58
456 139 12
416 132 55
151 400 93
40 292 74
392 131 50
0 88 82
295 45 66
110 291 58
298 281 28
79 96 94
442 47 81
248 144 18
448 190 14
161 163 71
268 357 70
339 39 88
26 192 32
312 37 26
265 411 55
13 346 27
355 130 44
429 277 37
221 77 84
386 329 42
248 156 99
360 301 84
230 102 38
369 2 82
141 339 16
247 241 43
83 15 46
365 44 72
267 85 58
347 412 53
350 217 88
198 114 38
178 301 63
164 261 83
132 373 10
38 64 99
74 75 95
109 184 52
89 321 51
308 360 22
329 11 10
243 147 13
333 279 16
87 336 36
292 247 25
211 455 23
4 359 71
324 138 72
347 83 52
289 351 51
416 56 62
284 455 29
332 254 60
36 209 28
63 276 46
456 193 69
122 168 57
434 88 85
312 279 57
331 111 55
412 408 85
197 129 71
153 296 13
199 343 80
278 237 17
283 330 67
287 28 62
157 50 93
298 225 32
459 257 59
74 361 84
34 362 46
77 358 62
297 115 48
29 67 16
461 60 18
177 1 63
258 265 64
85 369 54
351 253 22
32 91 59
249 290 41
156 20 25
286 296 62
331 360 16
2 381 60
178 32 50
322 313 49
454 271 73
19 435 83
135 36 47
133 52 92
250 206 21
405 35 50
359 432 19
20 57 55
332 175 42
53 256 67
161 364 54
189 399 30
248 51 59
446 31 79
2 82 29
7 228 23
408 89 34
105 260 26
272 203 82
5 256 80
334 175 68
26 277 35
293 319 46
452 302 69
206 79 99
134 52 13
214 205 16
436 453 72
219 60 81
263 407 61
250 222 76
434 389 100
187 177 42
82 34 91
424 438 61
79 447 35
204 63 84
181 199 36
20 459 67
210 460 26
113 448 52
373 279 34
391 37 79
128 166 82
182 246 64
341 314 22
127 44 56
150 238 58
34 200 85
337 407 12
206 327 62
170 13 90
267 46 31
254 231 98
230 272 98
367 315 50
143 129 37
57 149 35
453 150 59
431 189 31
351 454 60
205 194 49
36 64 71
161 183 43
449 329 18
208 146 98
119 412 96
77 342 75
283 317 68
218 379 31
159 289 89
218 427 19
334 324 47
319 337 31
207 284 85
35 259 54
16 21 28
436 365 40
206 283 79
80 41 23
70 279 58
57 201 49
235 280 62
101 460 54
307 73 21
321 55 61
49 138 52
11 224 55
443 316 34
394 184 66
52 89 90
263 261 90
263 427 56
235 244 99
81 359 52
67 399 94
47 338 15
398 330 91
298 434 53
458 330 99
135 465 24
148 378 53
309 167 13
289 404 84
237 137 36
333 213 69
186 4 100
247 64 87
465 327 94
360 171 94
226 415 56
303 302 81
101 333 87
140 332 75
80 104 61
182 221 81
241 271 54
64 294 73
224 238 26
316 131 57
189 117 40
46 148 53
102 38 33
446 247 99
143 365 24
41 393 82
184 455 27
420 136 74
400 135 84
264 81 23
134 33 34
158 313 95
233 232 28
338 173 91
163 156 21
312 412 97
433 65 98
322 77 88
283 241 36
16 390 40
341 360 41
441 350 98
162 18 27
344 272 60
60 103 66
162 373 84
355 246 50
241 90 97
267 440 74
132 27 25
205 50 89
193 136 14
384 174 71
183 375 82
372 278 70
300 328 33
459 336 65
222 102 58
27 36 52
176 282 14
340 343 65
351 243 92
296 152 32
85 167 40
460 173 63
347 311 88
152 58 22
229 33 11
135 392 31
40 286 30
435 46 40
160 43 34
188 294 14
77 72 38
116 363 10
180 29 10
359 387 42
3 409 40
10 202 35
150 33 56
320 296 92
261 451 27
247 18 39
348 41 25
414 420 34
17 182 82
95 174 71
258 36 69
173 345 55
146 440 43
208 340 58
171 448 92
252 198 23
22 82 57
63 281 27
423 290 69
293 153 53
201 340 89
222 32 19
7 320 79
191 425 11
195 267 58
445 12 97
210 144 72
403 246 68
90 275 75
415 77 65
385 353 30
191 269 38
295 268 56
116 382 11
418 201 19
407 329 29
3 21 32
151 211 46
415 347 98
280 388 54
158 368 16
446 74 41
394 141 41
456 98 61
293 301 76
267 83 98
255 46 79
397 22 45
45 408 14
74 376 48
247 460 71
51 128 22
245 109 89
40 326 38
421 194 93
47 303 84
328 362 92
5 255 54
225 260 34
405 24 46
118 90 74
173 455 26
72 26 22
167 338 26
374 97 12
199 14 34
328 422 93
113 120 21
280 429 98
122 330 69
156 93 52
10 405 68
366 412 53
447 364 13
144 49 60
431 429 30
445 346 73
258 55 51
317 390 93
89 374 61
366 95 96
387 277 65
106 153 59
303 248 41
433 272 51
1 183 95
366 372 45
133 291 68
228 350 89
86 344 64
242 282 98
375 253 68
209 173 55
12 130 15
421 435 10
281 405 26
15 256 82
202 346 75
306 403 26
134 232 46
330 434 75
17 133 52
284 26 90
49 215 82
7 212 94
291 107 82
152 141 31
100 120 55
445 59 81
248 333 30
201 116 19
83 337 52
196 29 39
298 62 84
450 15 27
224 430 54
121 3 98
98 254 28
374 126 16
443 401 33
23 462 44
232 123 54
458 49 100
166 305 40
171 283 74
114 199 37
363 138 92
160 264 73
55 166 49
358 144 16
403 360 11
7 212 38
199 185 29
239 317 39
31 384 97
368 292 73
94 61 13
354 442 99
378 38 78
237 172 49
183 76 24
151 392 69
389 164 24
296 334 13
309 443 33
58 95 28
143 71 49
71 312 67
377 375 32
465 297 44
215 300 52
390 152 28
178 10 48
67 300 35
164 130 72
38 402 33
186 175 73
306 300 17
388 375 41
354 249 14
202 397 19
55 448 18
4 437 66
210 136 17
278 161 17
195 271 51
151 253 100
394 464 49
392 228 55
53 228 64
174 146 69
315 171 47
168 146 11
140 293 89
158 167 32
25 309 58
296 223 56
205 16 76
