2461 5200
1042 1647 73
1235 1071 89
1426 1312 15
1419 1388 18
461 683 70
2431 1035 18
2173 1264 100
1194 853 41
1215 1049 100
653 2072 11
1600 1485 68
1927 533 17
647 1072 42
2424 1772 80
513 1717 16
1528 515 64
2151 1546 56
2359 889 39
179 2010 54
2119 1251 14
857 2404 16
1231 1151 64
809 197 85
31 1253 15
28 525 59
1331 150 24
2379 1781 81
314 1462 41
2225 1639 80
1878 229 90
1045 2368 83
1258 1853 79
928 123 41
1329 410 25
759 2298 100
466 220 92
2014 1070 90
561 1429 89
2380 1129 70
276 1849 99
1617 924 53
1300 908 65
970 2350 71
1829 938 66
1303 1876 23
1165 1674 66
2331 2325 61
387 310 18
292 213 66
1015 245 94
540 216 15
836 1671 25
740 2017 91
2188 1087 10
656 1424 28
2196 1148 49
2448 1604 72
1815 727 15
2076 1540 96
1743 1401 60
2198 1248 19
1834 1372 39
1747 1763 62
1163 113 14
1183 272 23
1952 2377 80
1302 714 99
2196 935 51
2056 1903 41
2360 2147 75
310 1327 49
2361 547 71
1284 1798 49
836 1589 28
1680 1143 58
277 348 79
821 460 87
1825 2224 93
1225 1766 47
1848 1212 14
1522 2375 92
1496 1834 54
183 1994 67
1545 1246 31
1684 900 46
1757 2115 82
1585 648 23
1668 773 47
736 1375 23
535 2082 90
1935 2130 99
2356 1390 68
413 845 63
325 1344 20
1600 2217 10
1834 102 56
354 1510 46
1890 1929 14
2453 446 62
480 1659 36
2149 911 19
2341 386 31
750 853 73
984 466 45
1403 496 45
877 1171 28
377 2124 30
968 782 28
2285 117 79
1742 422 64
1777 2454 40
2335 1870 56
222 2291 17
1885 1121 36
1436 1099 49
615 2014 28
1544 1940 96
537 1567 14
742 765 30
1557 2436 42
353 605 41
2157 264 43
2385 271 33
1154 1298 60
1690 9 53
2198 1691 48
2298 1687 35
2090 173 31
1165 1969 63
969 1069 51
1086 614 35
2222 2123 39
797 1588 41
604 198 12
547 1588 49
971 350 84
1590 2006 93
11 2018 100
557 1216 74
1981 457 37
369 2018 65
1518 1234 16
