917 4051
834 144 35
2 449 31
502 89 63
334 733 70
430 426 47
811 607 16
631 659 62
684 26 40
746 483 71
386 114 24
681 741 85
128 840 61
823 128 57
896 760 47
254 213 66
67 97 15
579 519 38
667 569 63
274 908 71
844 767 71
39 737 100
313 649 24
626 75 24
906 181 21
381 745 65
805 145 25
245 546 35
546 88 38
575 72 90
489 811 73
499 441 31
719 540 36
547 69 85
384 687 23
164 467 43
321 725 58
91 156 47
536 733 21
88 880 69
168 12 100
383 448 27
451 414 54
338 257 97
876 695 24
602 115 76
146 689 26
832 69 56
117 590 36
446 599 59
451 341 91
419 237 42
402 333 74
296 648 94
328 128 51
374 287 73
370 775 56
397 563 92
732 361 52
466 543 82
192 687 62
142 197 31
495 776 83
532 28 30
584 650 23
362 857 80
400 477 98
131 67 58
800 423 17
228 472 92
364 798 25
771 630 30
1 867 65
558 687 97
250 618 32
403 649 68
299 8 21
719 756 20
124 68 61
217 734 50
788 208 15
425 317 20
307 681 45
545 724 77
563 477 47
811 100 56
817 636 36
175 300 99
285 830 69
315 91 50
36 240 85
735 516 38
87 504 54
484 213 75
735 239 99
871 745 78
911 826 51
308 496 47
7 797 71
135 683 31
628 499 20
769 532 90
345 440 21
373 722 33
99 626 52
220 138 16
516 143 62
528 597 42
716 630 57
716 915 10
804 622 38
441 316 87
22 471 78
533 911 69
333 517 27
456 705 56
291 570 73
543 271 54
46 901 18
536 670 50
514 793 23
755 187 12
781 351 67
156 493 35
556 792 11
35 855 64
669 290 87
797 277 33
117 806 77
823 298 62
614 831 64
911 32 66
210 864 28
97 384 32
723 711 76
652 91 36
358 129 10
204 540 88
855 738 26
595 404 48
29 461 37
119 385 97
231 356 89
209 274 63
577 299 73
46 41 55
820 427 29
619 211 98
649 704 33
94 465 84
897 700 96
155 600 93
789 404 96
518 228 56
346 739 41
660 254 63
424 583 15
281 107 69
107 62 84
255 84 34
60 732 99
902 379 51
189 443 81
287 735 23
770 293 27
252 223 93
298 838 44
867 419 51
692 605 93
564 89 80
46 267 21
795 282 59
406 307 30
659 221 41
528 608 84
206 50 75
296 347 96
519 698 98
881 574 59
643 484 44
269 487 21
286 154 50
22 475 66
231 786 52
886 192 37
402 742 87
580 571 77
91 876 64
344 589 28
186 161 32
248 556 40
642 99 36
4 601 89
304 438 41
123 286 38
579 665 72
603 201 91
376 756 82
712 522 39
912 454 34
907 206 25
258 38 68
297 894 31
815 45 93
7 296 90
87 450 93
752 713 94
102 696 53
319 493 11
908 178 62
746 76 66
760 469 53
493 787 51
709 721 34
196 265 76
708 680 72
616 576 25
117 309 13
499 50 60
788 864 52
285 882 98
193 82 99
215 391 27
291 50 50
871 423 92
694 854 34
752 210 38
506 868 39
890 651 46
877 508 48
222 246 18
596 566 87
311 48 14
561 153 22
155 486 82
594 683 30
726 909 67
682 170 87
265 123 83
754 523 15
598 285 42
256 269 33
554 385 70
329 645 96
79 729 42
271 206 43
542 744 66
312 830 67
90 745 81
7 63 100
867 136 10
582 257 89
702 779 44
127 323 72
161 547 48
334 706 68
765 167 68
244 735 90
107 713 55
298 344 46
152 375 43
701 93 45
871 765 99
634 306 63
784 856 38
38 330 58
538 104 76
0 897 71
579 718 35
745 861 65
146 286 73
118 574 41
652 340 57
44 215 97
746 285 64
305 267 98
28 17 60
52 868 16
558 601 60
498 790 22
594 472 62
781 762 43
118 532 61
793 891 85
849 714 90
752 784 77
103 560 77
355 53 35
128 49 53
141 179 43
856 720 49
80 228 34
416 454 97
521 137 94
650 604 80
626 686 37
538 235 44
231 455 19
432 638 38
46 849 69
461 587 52
870 583 95
912 501 75
136 840 18
635 381 54
662 165 61
469 504 85
438 282 66
85 187 99
5 847 55
405 433 99
74 732 81
83 465 39
119 266 31
417 396 89
314 912 64
591 403 21
749 354 14
426 100 57
571 585 79
885 425 40
895 49 23
294 693 64
579 125 25
467 81 63
159 890 35
715 292 48
892 896 38
841 300 43
722 800 73
804 25 23
212 98 23
129 666 88
34 350 100
386 232 10
549 567 49
60 326 16
177 868 96
376 621 42
27 716 71
283 122 67
894 712 16
504 265 60
752 630 72
713 421 54
164 864 44
842 297 54
784 907 89
729 505 31
414 360 89
83 481 15
779 699 31
815 98 42
827 168 43
688 56 97
366 803 25
763 204 59
519 205 94
795 78 49
699 383 73
724 339 95
512 834 58
887 249 97
347 583 10
400 832 24
50 493 60
18 62 42
795 898 19
525 771 75
413 803 91
829 366 18
193 894 51
290 411 82
809 300 53
692 783 90
67 738 37
215 393 15
392 221 83
528 829 18
546 291 54
553 532 22
141 609 18
537 591 84
818 557 51
23 787 74
360 816 21
590 873 38
282 653 21
430 626 35
669 231 40
494 799 73
211 125 16
837 619 97
446 0 45
660 340 13
457 592 85
895 479 41
332 625 64
580 408 58
435 152 57
599 471 42
243 406 72
229 147 58
207 501 48
417 324 90
778 350 43
76 228 18
646 272 64
158 541 88
486 584 29
523 614 44
517 910 51
589 487 88
300 482 17
860 321 32
420 118 59
769 381 18
656 261 92
371 93 37
223 429 41
842 316 82
569 409 89
384 893 84
610 476 34
302 162 36
521 112 49
152 166 35
301 423 62
473 790 42
303 266 21
