4159 6275
1797 2536 56
2374 974 24
1149 2492 43
259 3732 82
782 2662 37
871 3135 60
2292 4117 10
4064 847 82
3391 1803 19
2781 345 49
3223 1706 11
4090 1774 11
2494 3543 99
1942 2108 77
3708 4148 51
3882 1276 27
3661 1423 10
1917 4030 48
441 2940 32
4068 1351 67
4136 98 85
839 352 79
2909 3595 13
241 2046 80
281 1869 79
1405 341 22
3472 1126 41
2178 3015 21
2994 2522 37
2796 1548 84
155 3941 16
2030 3378 30
2017 4066 95
362 597 34
726 3311 41
417 344 33
392 3444 15
2751 1087 37
2907 393 27
3869 2171 75
1065 3606 46
1221 3424 71
1122 1646 97
1244 3200 57
3812 1344 63
1741 1878 87
1178 1093 92
236 783 98
1594 1738 57
3049 1774 87
1332 3039 78
2047 120 92
2999 3090 88
1131 3502 64
1816 1721 16
1709 806 99
982 2441 15
3953 823 83
1003 4090 91
659 490 99
1902 2983 96
3166 3433 100
3036 3377 64
2713 1333 58
457 3165 76
533 4139 79
1095 2986 52
2003 3160 38
327 580 55
3756 3209 55
792 807 82
3558 2627 19
1030 1588 97
292 2201 25
149 3657 80
520 2313 78
3181 865 85
60 4001 45
3060 3172 22
414 1832 100
2150 2380 48
2027 3001 51
1618 975 63
649 1455 75
4088 2610 29
1452 3559 61
3051 755 76
1327 1321 57
251 1504 24
3216 1753 58
429 1369 82
3351 1809 18
2867 3137 18
703 3776 52
368 2759 23
1064 2467 78
608 3069 61
3444 215 51
1065 3323 31
3379 212 34
240 51 50
1336 457 55
2709 676 72
3563 3185 72
2324 517 71
2808 2974 74
3958 4023 78
2642 2655 62
244 2703 17
3850 1142 17
3732 239 13
2815 2431 31
2046 2502 11
1277 3328 100
3750 3263 31
2024 3988 63
36 4152 30
4139 936 60
3681 3557 81
201 1897 25
3530 2015 88
830 2046 85
121 960 30
1909 3511 52
1952 3721 28
1544 3893 56
3033 4106 100
3217 2922 71
4014 713 52
239 3515 70
779 2280 70
305 1659 65
692 1297 31
1784 2452 72
3106 658 32
1577 3454 16
330 1968 56
2091 1928 41
1179 451 52
441 1265 26
430 1443 10
562 1374 85
2036 1807 98
1071 3403 22
1803 477 67
3149 503 89
4046 49 68
61 2698 92
4032 4008 75
973 895 68
3000 2377 36
3171 2372 43
3852 1747 38
1746 2378 13
1874 3950 75
3167 2670 20
2825 140 17
2144 611 49
1363 2358 73
773 1771 78
1126 3514 61
4079 1126 64
2481 3268 56
2564 3749 79
525 3123 92
1100 1995 35
1145 2382 98
2161 4133 29
1102 228 52
1464 1701 91
3083 944 44
1473 1581 50
302 1668 14
601 2771 72
1718 1710 73
1800 3692 91
1858 1362 81
3268 2680 46
450 924 54
3681 454 48
3561 2597 79
4141 3145 95
4011 318 41
55 2731 45
1176 2123 57
738 926 21
296 2159 34
2167 4010 83
2477 1963 99
2590 1220 96
2816 1332 29
3232 952 11
2730 1809 35
837 2779 82
1888 943 100
1317 3613 46
1315 1844 93
1179 2202 12
3916 1138 85
1612 2967 68
1107 3324 50
4127 3116 45
3336 2703 70
1272 1139 75
1908 593 89
2259 248 46
3840 747 24
3620 3941 89
325 265 65
246 2033 33
3563 370 71
1503 612 75
3220 2072 76
3626 2773 34
2775 756 51
3229 3873 74
1497 3428 31
1853 319 54
1719 1369 22
3686 2235 59
1012 2588 33
1104 2543 30
2602 1302 18
1537 58 25
3856 3499 86
1156 972 23
2385 2512 90
1398 15 49
4058 1240 91
3247 3037 71
2449 1987 44
3480 291 41
756 678 14
1034 4099 24
4035 2932 33
396 1428 65
2623 2687 63
2070 1949 98
3145 3023 85
645 2584 12
1106 2524 79
45 3419 90
3001 1684 94
3927 899 97
1798 138 15
757 4140 23
1710 2378 34
2957 3601 70
142 371 82
3661 4084 41
1271 1267 36
750 1822 42
2451 889 29
1447 959 90
3203 4117 17
2859 925 73
2860 3073 98
3290 4074 70
2067 3767 65
3936 2144 53
865 2095 97
2705 1774 25
2550 812 80
1544 336 88
3777 1586 63
3906 2609 27
2019 2245 35
1935 1569 47
423 1239 88
56 290 70
3155 551 73
4063 3942 81
433 4000 25
1245 2861 77
1476 862 70
2311 374 40
2078 2007 75
3218 4145 63
1028 4155 28
3177 1508 65
3866 372 92
1858 1838 71
741 2639 83
2425 729 98
891 1546 13
1372 1083 92
3689 1047 42
1156 3390 44
1447 3258 30
1195 506 68
4033 2330 55
871 1299 32
2543 2748 10
171 2387 51
539 1750 15
1614 1726 68
3487 1346 87
2404 3580 30
702 3501 51
1273 3638 96
339 2697 76
2940 2860 23
1918 1589 86
297 2056 76
784 3094 39
2104 4115 38
3718 917 20
1332 1973 49
1005 2615 59
770 2936 54
1851 3346 36
121 3505 37
2236 1727 37
3279 2654 26
2762 2105 86
3717 2398 55
3796 1455 59
3642 2285 89
1141 2750 21
2767 1110 12
2329 1243 23
3232 1341 38
73 192 81
3680 1207 86
2713 2409 64
1293 2487 42
3044 382 42
3803 3993 94
