1394 5984
1293 1036 87
1109 613 94
1171 1178 64
1350 184 55
1361 238 79
502 1031 75
1238 445 34
1366 311 60
321 256 13
1049 939 31
1052 675 17
1179 1198 44
385 1373 71
515 932 35
353 846 72
458 1116 68
314 1196 57
546 955 27
900 1284 40
167 857 92
804 273 86
122 497 90
1133 404 28
30 588 73
972 51 38
711 979 95
493 27 33
216 287 79
1122 399 90
477 991 60
835 656 38
1278 60 29
1284 975 30
591 1144 30
1375 769 98
886 297 79
903 893 76
22 1322 13
1190 727 57
206 1094 43
528 1024 49
289 1204 95
1125 249 17
1295 1139 73
334 1028 32
564 196 83
111 548 72
360 234 75
336 400 42
410 177 11
952 1023 76
164 231 11
736 648 74
120 1011 52
1133 1373 59
59 931 19
950 794 68
823 210 92
892 961 25
178 497 69
1350 133 57
616 940 68
586 325 78
115 274 81
39 957 82
284 1162 13
1064 812 19
976 28 94
1307 226 64
392 1313 50
702 506 73
1143 561 87
173 264 14
826 794 59
1384 270 23
365 882 11
360 459 78
972 1145 63
803 566 74
706 229 91
919 1276 76
646 1157 60
473 18 44
1165 385 86
1046 1220 51
794 344 92
511 943 14
6 709 46
97 334 85
1354 751 73
309 779 30
1089 718 62
172 428 19
240 199 95
268 1163 56
185 749 49
960 238 59
36 625 78
568 242 34
1014 80 11
719 143 37
942 511 47
455 1357 24
164 860 46
592 513 64
957 962 34
387 384 66
121 645 91
701 349 80
135 481 60
599 992 76
1280 567 99
1345 52 33
1163 579 61
231 834 31
362 904 46
947 942 12
867 742 27
332 1178 41
1076 1179 42
1273 635 69
325 615 35
116 1372 50
480 690 73
461 64 92
687 1087 50
1131 812 78
44 40 91
539 1314 51
713 280 97
316 1211 49
911 1037 54
1262 263 24
934 904 42
866 1117 69
220 0 17
935 1045 58
702 59 100
325 1276 60
134 577 56
490 178 93
535 442 87
1037 1014 22
1192 858 91
260 495 52
656 224 47
431 933 56
476 626 82
187 929 74
545 570 85
1333 1145 14
1325 296 61
1071 741 41
47 568 65
172 514 94
875 1265 95
908 380 41
813 731 40
949 1161 96
255 211 90
441 568 23
1265 146 37
862 777 70
1385 314 36
140 517 43
713 1382 99
95 263 37
1258 185 96
902 1063 38
870 82 64
755 328 39
1212 1328 39
252 1013 74
1248 1218 72
1293 339 52
529 877 48
935 621 28
719 1227 98
818 787 95
909 872 98
538 103 100
1093 133 33
746 465 53
1179 1034 36
884 952 60
1194 259 94
549 824 79
354 919 66
799 1383 82
266 328 21
1212 21 15
979 574 88
414 476 76
283 791 48
408 1360 20
226 381 36
408 259 90
1085 370 76
124 55 71
274 870 63
1292 503 33
972 1293 65
804 206 89
467 804 98
777 403 45
176 876 90
1381 1187 25
1347 100 93
173 1208 15
125 900 58
587 104 24
415 1370 99
877 975 58
403 1391 27
451 335 34
143 285 20
966 1003 98
715 1244 97
51 5 89
1246 3 86
