1144 2498
485 807 60
1052 933 21
795 450 36
605 535 17
324 492 80
899 990 25
1078 398 34
456 736 67
711 483 45
694 1014 55
1005 298 23
145 839 55
336 6 68
877 158 61
918 169 80
829 379 17
595 912 64
386 914 59
566 363 11
20 948 44
1110 1128 72
240 1100 31
533 925 89
710 604 12
99 121 71
151 18 87
1039 872 79
904 222 26
1044 609 44
530 854 26
148 323 55
500 82 27
1115 146 20
1055 178 65
389 916 81
64 706 10
716 838 50
118 534 61
851 80 93
133 100 43
384 795 55
597 142 22
206 156 21
1112 884 41
456 663 68
678 99 49
439 300 21
14 853 95
764 566 14
979 493 13
35 704 20
577 812 61
902 158 63
306 411 10
981 78 10
208 737 21
455 1140 19
1130 465 59
695 282 35
1019 27 82
524 816 81
640 924 93
188 970 77
124 1111 69
373 293 46
699 715 32
877 358 91
490 549 48
268 467 71
578 540 70
878 933 77
1048 288 74
317 133 100
1142 441 64
812 9 31
1082 616 99
96 471 57
268 703 52
261 740 100
240 373 94
687 8 99
555 243 54
1076 939 38
492 522 75
77 359 94
515 496 69
873 456 20
598 891 16
300 1048 60
1022 296 18
793 462 64
423 933 14
354 493 56
1088 1037 30
423 1069 67
731 345 64
961 1018 53
98 827 69
6 613 92
392 525 84
952 585 14
83 78 77
937 87 60
107 943 19
626 309 62
79 203 12
586 742 29
75 710 86
418 699 60
298 653 47
28 820 13
558 1143 13
233 3 42
156 613 93
477 841 38
872 1034 81
278 285 35
408 173 86
155 542 92
67 1119 83
440 1103 29
975 891 24
994 296 93
216 704 32
385 547 27
870 534 51
1135 1087 47
627 196 53
817 174 69
649 999 57
1093 93 97
182 724 78
37 203 44
447 422 50
810 891 51
788 630 81
75 23 12
35 1111 43
148 319 35
431 1116 66
773 902 33
412 608 94
718 666 70
420 713 84
103 627 85
836 321 59
977 278 61
786 176 74
829 310 78
892 992 96
1089 412 59
667 120 46
69 278 68
737 174 41
877 242 56
1073 792 74
517 662 32
896 115 23
914 83 54
194 843 93
802 1085 13
404 1122 35
853 409 71
991 520 23
582 989 44
409 544 93
381 650 19
33 302 76
1118 292 81
161 1009 84
687 405 81
366 278 91
213 501 73
501 244 48
361 397 82
93 523 24
4 405 15
162 564 78
613 821 69
664 630 26
533 39 62
1091 452 53
990 360 95
339 735 76
249 678 17
270 816 37
819 698 97
705 478 19
571 418 61
407 48 75
31 18 78
179 511 75
418 354 39
385 243 79
726 392 68
716 99 50
125 418 67
459 1128 66
426 880 27
243 19 35
1071 106 54
1014 104 58
395 1058 64
438 374 83
578 1027 54
257 952 34
444 732 80
791 204 73
657 966 50
661 795 49
122 77 36
71 627 74
702 235 76
1067 517 33
967 448 71
444 846 91
1139 755 61
263 755 38
605 938 51
256 685 10
837 931 61
48 1046 60
86 569 89
247 678 84
802 814 94
87 1063 22
871 859 59
396 251 89
716 165 16
33 821 94
1012 264 64
609 894 17
198 14 99
697 233 43
