3993 7312
894 705 69
149 1505 74
3858 2183 53
216 3851 27
3217 1719 77
1452 2985 85
3180 3353 70
1470 534 85
2064 146 33
3691 3585 74
334 3774 96
1715 2235 67
350 938 61
2612 3543 81
2083 1109 15
3144 3484 29
422 1037 56
1933 706 35
2431 2316 12
2040 1135 69
2394 2624 11
398 2534 84
1506 2070 86
3148 1494 87
2775 24 49
645 141 62
3610 16 47
2723 573 60
961 711 68
605 1939 69
1099 987 51
2487 1508 56
2096 1064 67
2388 1170 73
871 1299 83
2845 1965 47
535 1635 47
733 3690 14
352 2305 16
3966 3191 54
320 437 72
1211 1991 54
3115 998 65
257 3117 46
3621 1821 60
1390 1193 83
2077 2667 87
388 1088 70
26 1067 38
325 2152 48
3834 401 36
1132 2045 56
1998 2009 67
1093 2133 67
3302 562 41
2058 933 21
1630 2605 49
3499 743 58
2039 2442 39
3679 2250 74
2124 3375 18
2284 3288 16
2342 456 49
2772 626 63
1469 3474 21
1789 1825 72
1240 1097 14
3313 751 21
2924 2801 64
3262 49 26
2347 1084 32
2698 3914 15
1348 2705 49
1796 3350 37
2143 1844 77
3402 2376 36
2834 3798 79
2259 2108 95
1854 2452 20
2172 2492 69
1358 1231 14
1616 793 38
2014 1842 22
3266 2267 47
3305 3083 56
785 513 70
3240 1297 54
3362 2703 73
46 14 96
3007 2278 25
666 2449 93
1208 3260 10
2615 2388 47
79 1686 72
1654 2714 85
2024 2729 63
3384 3826 89
37 3000 92
284 3625 74
247 1021 49
133 2543 39
2995 1977 59
602 3562 68
2518 3228 67
1554 3152 38
2317 3752 47
944 3209 71
3662 753 37
3352 3678 76
3807 729 99
3748 2211 30
144 3658 80
2138 1553 78
62 1421 44
189 2539 15
1128 1539 44
3215 1699 70
3304 485 80
3419 2881 79
2239 749 12
332 234 81
1979 188 74
2028 3927 92
1468 2962 35
2029 599 84
1470 468 29
804 1284 55
3691 986 60
986 1585 100
681 2192 33
1272 581 38
580 3442 73
2487 727 95
2950 2636 16
2364 434 14
2772 2372 39
1113 1286 15
760 1579 30
287 3934 31
637 1471 80
1219 734 92
3494 3803 52
2698 918 39
2895 3576 62
1314 2344 93
1656 3533 72
1908 2793 77
2431 2860 88
1796 3989 24
193 521 70
712 2742 17
593 2398 71
707 3112 86
1157 113 14
63 1385 75
2718 1319 59
1735 2922 68
1690 1099 17
610 2581 65
3654 1022 69
2724 3285 92
492 3257 64
1108 2863 92
1811 405 52
904 2143 16
2439 658 80
2108 3608 57
3205 2552 97
12 109 51
1687 1943 42
2634 297 25
2779 2930 41
1506 2653 39
2812 3254 44
715 1846 32
2512 3261 47
2206 2279 22
2859 1280 75
3724 2936 42
784 3240 25
3878 969 31
3055 770 73
3263 3950 49
1846 3210 71
1876 1509 48
2915 1213 54
2339 3970 81
1720 2603 93
3532 3897 95
2631 2759 28
1733 657 65
1631 969 18
429 2003 85
1934 3222 62
3595 3753 29
1526 3562 62
2714 743 44
3797 1246 22
3796 2625 72
1726 591 71
2148 40 46
3317 1807 85
3201 3413 76
1619 3070 89
569 160 45
2783 2761 69
2610 1352 91
3675 3086 95
2029 3973 97
334 341 40
2720 51 13
3687 1417 99
2849 797 21
3499 3205 36
1584 890 90
2173 2048 28
940 1056 36
3495 1024 11
3549 1465 73
3808 84 82
1446 1745 15
2049 3632 43
1956 3790 12
1845 3716 17
1202 3167 44
2991 1914 33
3223 3649 42
3051 397 93
2651 803 40
2514 995 83
334 335 62
3211 1755 82
333 710 100
2687 1557 26
2406 2539 37
174 3264 25
2307 2977 45
1635 3388 54
2140 1486 68
1342 1626 56
1231 1598 17
911 1647 34
3761 1589 57
2669 3397 80
1372 706 99
249 2369 57
1234 1846 35
2993 2302 69
2413 2448 20
233 3061 34
2261 208 34
530 1745 12
3423 2125 64
2155 3443 39
2109 1611 17
1454 2967 54
3838 735 39
106 3652 69
2185 2016 91
1791 3363 46
1022 2639 29
1880 1844 76
547 1888 67
200 2353 82
976 144 36
3422 3602 40
2931 193 82
506 1586 61
670 1875 62
1462 672 66
1674 989 37
3674 159 30
3193 957 37
2337 1694 44
1991 1782 14
1562 1352 99
1333 2928 81
1431 526 97
2131 1492 50
2612 3110 82
938 3340 88
1648 2033 12
1883 658 89
1205 1381 18
239 1806 56
153 3369 39
155 2727 70
3172 1821 94
809 3687 31
108 2500 33
1914 3670 92
1306 2763 84
982 1629 15
2706 1418 62
3027 2120 92
3553 2497 46
55 3152 36
967 140 51
1890 168 71
1870 3586 39
3802 3690 98
3064 3636 58
2635 777 28
1879 23 95
145 3968 64
1207 2623 79
2653 2255 71
1880 3919 68
1094 3256 45
197 2770 50
2172 3937 35
785 341 74
3072 1705 45
275 3421 96
2965 2951 17
3434 3376 12
2239 2311 57
3489 3196 17
3246 1225 37
695 3836 79
1300 578 47
2641 2832 41
1566 3572 74
418 1219 69
408 2357 74
3901 521 19
3206 3795 28
422 3603 92
1096 3821 30
1050 3200 96
2543 1481 27
1942 3462 10
2819 3760 34
2459 1050 18
3835 3814 28
2601 2976 28
1684 2302 30
3952 970 61
1860 422 36
2752 932 61
902 2290 100
389 1593 39
1378 1994 92
1405 1865 16
3456 171 64
2922 695 53
1682 1355 82
3546 173 95
1677 807 99
2424 521 92
2313 1020 35
952 2010 58
3947 1368 73
2902 168 39
2622 2597 50
2078 796 80
2810 1476 31
110 3337 22
530 620 25
1443 3776 91
1742 2157 77
2631 3282 59
2479 772 11
1641 2709 23
3851 3708 44
874 2526 82
3544 2507 83
3903 3069 76
3584 3321 84
1456 1477 26
354 447 75
551 515 87
1632 295 54
2561 1648 73
3087 2691 12
3824 3682 24
3059 2165 13
2388 541 59
2284 1726 76
3573 2099 86
3204 980 48
2260 2830 59
3892 2715 57
2848 1801 75
3603 658 85
3815 2980 88
822 3813 35
908 1510 94
874 1006 63
3500 2155 92
3253 3432 99
2602 2567 90
1695 3155 26
3763 2880 27
3687 2986 17
1066 3162 21
2045 1569 11
3083 902 35
452 3068 47
2520 3494 55
1874 2277 15
3633 3588 86
1838 1312 88
739 937 73
1034 1449 71
783 2682 80
1342 2335 23
3607 2958 25
3773 2041 96
278 743 40
3773 577 97
3254 3910 43
2910 2497 51
1565 696 11
194 2031 37
3536 2462 66
710 918 38
1920 1789 74
2173 3125 73
3491 1725 75
17 2325 47
1058 1731 11
3398 2551 76
3371 1272 72
559 2107 60
2556 3909 38
83 2889 55
1005 2239 10
2542 3655 52
2615 3803 75
3695 2811 67
3591 1317 35
781 1119 40
1023 2028 43
3711 128 48
2808 1551 68
2626 1694 25
694 3371 45
3597 1164 93
1224 1536 27
3142 3635 29
2887 3745 41
1226 3447 43
1539 3028 38
1268 3132 32
777 2769 47
1067 1663 65
1433 2109 95
1445 364 23
1682 862 68
3327 36 83
1377 1630 94
252 648 99
1916 224 56
3894 3239 15
1088 3962 69
2066 3243 12
1415 3775 43
2897 2154 39
3554 3509 10
2043 2105 55
1555 2462 27
2849 423 91
1443 1175 12
3382 2176 27
3661 1324 77
3311 1500 60
1407 749 20
447 949 49
80 263 63
370 1510 77
3198 98 82
2053 3174 98
2964 2852 59
1924 899 22
1759 71 73
1879 762 51
403 1602 72
215 2111 14
2462 375 64
1502 3569 14
830 2863 61
1373 772 43
1795 1610 76
2434 2125 13
2888 1105 71
2905 1992 77
2 1412 97
2556 651 46
64 270 96
2599 1956 92
1344 1504 97
367 3116 49
911 2406 75
216 1079 73
2115 2852 79
2446 1532 96
2968 819 22
891 1209 88
3833 2713 70
87 263 59
697 955 29
803 2942 33
2248 2440 33
3574 950 45
1429 3101 32
3573 2782 30
2675 2177 16
3853 3717 87
3961 610 56
2299 1262 20
103 2477 97
2248 2038 14
3135 1520 92
1920 2923 76
3096 1369 23
1100 169 39
3773 2288 84
733 3988 91
1893 2330 50
1802 189 18
1826 3103 20
3276 1167 40
3798 1494 71
1240 562 13
3949 3035 14
1750 306 88
631 1511 87
1897 3202 15
1918 2282 88
2472 3900 86
3485 3523 72
278 31 95
1248 2112 69
875 2218 49
2794 2076 64
465 3966 58
3661 800 52
2953 3163 15
1506 3959 17
1633 2392 66
1881 3468 62
945 2572 50
1242 1590 56
3852 1817 37
1217 462 96
3372 3723 98
1279 1265 16
2017 3248 85
916 825 66
3672 3825 49
921 1037 75
1343 3519 60
355 3330 62
2346 3416 17
198 236 31
2631 1511 45
2142 1860 94
297 1 87
3068 3585 35
2374 1829 77
323 1082 86
3435 961 12
3039 364 73
1456 1740 25
1685 771 17
531 2243 72
589 3501 89
1117 773 62
3395 1497 76
530 3559 31
861 93 76
3788 115 28
1754 455 81
3042 660 30
3564 1930 49
3093 3922 39
474 149 35
3171 2363 86
1403 773 22
