3526 8631
3455 2421 23
2462 3087 24
3394 470 53
155 2119 29
1209 1788 67
2024 1200 34
650 2245 54
593 2185 67
2395 2320 32
2054 1739 96
1872 1573 34
1269 136 12
427 3053 29
1127 1118 64
3037 2658 100
1832 1185 65
1594 553 88
1244 182 79
2266 1235 57
1918 167 56
2092 2247 53
3519 2173 72
738 842 86
1899 844 23
1083 1431 11
2571 676 100
321 2634 71
890 1176 61
129 2159 14
580 1182 51
2794 3048 77
306 1083 73
95 752 88
1697 2184 11
3375 1910 95
1925 618 70
3380 1053 15
2674 2730 21
1791 3020 14
2101 2399 12
368 1555 92
220 3489 58
1878 469 12
558 427 99
1383 468 46
2353 765 68
1003 1815 78
2832 1405 94
119 2722 81
2030 1808 57
2096 1028 34
2083 2407 79
3414 179 18
714 3233 64
462 3512 10
1815 1959 57
120 3412 88
2464 3360 26
1413 980 61
1232 411 49
2118 3431 40
3429 17 82
122 2037 45
2243 1297 30
606 45 53
1760 141 63
1301 2165 91
1377 3005 17
1346 2620 86
151 3220 28
1579 1838 76
1174 1914 37
2621 1151 30
2213 254 80
3475 3236 26
2231 2151 78
1303 2283 76
994 1197 39
1697 3036 16
40 1530 81
970 286 30
1651 2754 50
3159 2477 23
1085 539 43
1111 2062 94
2619 3221 23
1103 622 31
3300 2723 66
2002 2990 43
893 3350 37
340 2155 38
2315 2033 46
3214 3209 99
1306 619 91
277 2809 89
1703 2417 40
2887 1353 93
3339 1918 86
349 1885 95
1574 2216 68
1221 1225 73
2092 2271 46
2128 729 95
1475 3297 37
1049 621 70
2578 1915 87
2478 3243 83
2565 880 35
1983 1636 13
2492 2339 60
1183 1429 36
1414 3456 54
3260 2843 47
1186 3215 100
1979 708 85
3093 1924 69
1459 1384 34
1455 2683 28
3042 2886 33
1009 2668 67
751 105 45
3071 2096 87
2105 2098 40
1834 874 49
2778 1553 42
2537 2717 57
3091 1749 24
1843 2849 10
352 2373 90
3263 332 22
881 1142 42
452 1382 29
1270 688 81
3210 798 64
2061 761 43
1946 1297 35
1819 1612 37
3095 2615 69
2976 3429 48
2918 1421 29
2165 2889 57
487 548 24
1592 1534 96
667 1518 49
3046 408 86
2789 765 81
1541 654 21
1370 1774 96
29 2849 25
281 1372 21
870 834 23
3106 1433 15
1462 3038 12
2663 762 60
855 2778 98
154 2083 79
201 692 49
1943 2094 65
2112 69 33
2917 3088 22
2970 1364 17
3265 2883 18
1792 2907 61
267 3265 78
3083 1171 21
2575 1572 79
930 2125 72
2504 1825 27
3 2307 59
114 692 66
1531 1920 86
2938 1106 35
2357 308 68
3347 2942 98
1554 1084 83
3311 1841 75
2760 1806 62
118 853 75
924 1256 22
3181 267 76
229 1977 84
28 3363 45
121 1565 45
3346 3135 27
684 1087 85
1262 3233 55
2131 1301 51
1729 3351 92
2762 2091 15
2693 1942 40
2796 2517 38
1869 682 51
1358 2503 62
1177 2361 96
1840 3405 36
2654 2951 36
2402 1530 98
953 1024 98
3240 2389 39
607 1394 100
296 220 80
1338 2058 11
1602 2682 21
358 45 56
1281 3074 12
540 3389 60
415 236 83
2204 3457 25
541 376 53
1324 2846 89
1246 3384 29
2173 333 98
111 2130 53
1759 2855 99
1294 2004 57
2131 3085 49
1405 2488 100
696 331 20
1638 974 81
2806 2670 81
2439 3400 26
2499 1454 87
2749 324 69
2535 704 24
1532 2217 42
1647 1707 19
3409 1425 51
2731 2302 50
68 109 97
2527 754 24
3367 553 63
2792 2968 17
833 346 50
416 1897 99
700 560 43
2089 956 13
1330 2640 15
88 3268 74
1550 1267 90
1466 1899 15
788 1153 24
1060 2190 33
2020 1476 96
547 2022 84
2756 1474 98
1328 203 20
2214 3441 10
3257 2040 35
1830 1598 51
2342 713 42
2212 2164 48
410 1388 51
428 2611 49
3307 703 39
1691 1868 16
1757 1539 92
2297 2150 68
1199 499 43
503 2383 64
2943 279 92
401 464 12
3000 1690 41
1081 1666 12
113 984 74
1198 2477 89
1508 1775 17
725 2659 89
3313 1935 34
2536 2064 45
2004 627 77
2809 436 50
2351 704 92
1179 1912 90
2776 3378 91
3135 2419 30
1314 1811 46
1248 365 87
1958 1021 65
1387 3230 80
1340 317 14
2698 2948 40
121 337 53
1416 3403 83
566 36 54
2681 2810 40
3370 693 68
2719 3485 97
209 3239 41
264 2273 54
2146 127 48
266 1317 98
1901 2960 61
1401 3295 100
2098 3025 22
3467 1733 90
1687 3501 61
2468 706 91
3116 2785 21
156 989 42
586 2344 87
3273 3368 73
819 3272 41
155 2469 60
2013 1121 47
1639 530 80
612 2057 57
3268 2638 61
979 946 33
1653 1484 98
3236 914 66
94 3507 84
111 1184 46
1759 2851 48
406 2879 48
2905 2101 99
1868 343 21
3215 1117 40
1411 1853 23
3055 654 21
1997 629 42
1279 3322 25
1165 1589 39
11 658 59
2324 1325 72
1508 1124 36
2770 2675 14
1035 1802 53
1038 406 36
1694 2435 57
157 2052 71
193 325 61
535 1538 13
3466 29 41
