72 2567
70 18 51
71 40 28
12 63 60
52 23 60
63 29 79
45 48 100
33 19 57
58 7 15
60 1 95
46 33 61
17 14 45
36 66 25
9 47 85
43 22 78
28 50 97
29 28 15
5 56 12
19 62 14
63 67 61
45 8 46
60 6 30
53 41 14
25 20 23
3 67 69
59 8 75
1 70 92
59 8 78
70 40 64
5 54 71
12 40 25
9 42 73
34 56 80
68 38 73
47 56 69
6 58 69
19 56 33
59 34 48
59 61 46
37 45 62
57 37 38
32 40 63
43 16 11
58 55 37
23 67 23
70 45 36
69 60 84
15 23 11
49 17 58
37 34 41
19 67 59
55 60 50
33 42 13
58 6 52
67 47 62
64 6 47
60 11 67
7 42 98
14 12 79
70 58 14
51 14 22
66 23 25
49 38 47
69 39 39
49 39 13
35 39 96
20 47 12
39 46 88
5 17 61
44 6 87
55 26 37
24 47 55
11 37 91
23 71 93
70 23 38
33 23 86
67 40 66
53 38 95
51 30 24
53 21 56
17 23 38
9 52 81
41 3 57
36 43 68
60 66 34
41 8 44
0 6 95
26 65 48
28 10 82
53 64 32
60 69 48
43 68 94
19 9 71
46 39 27
48 0 35
61 22 29
52 29 86
5 18 61
56 32 50
58 55 84
17 1 12
15 27 82
27 68 11
25 48 100
39 56 88
65 71 73
15 32 90
7 56 10
53 6 93
61 36 60
62 59 82
23 67 64
28 6 58
42 58 18
21 8 95
32 69 60
32 24 33
11 39 47
34 11 40
43 52 96
16 60 80
6 31 66
39 61 87
24 62 76
41 30 36
69 37 11
7 56 43
63 53 19
40 29 49
31 33 16
41 48 18
68 5 62
36 5 89
1 43 74
65 12 57
7 44 52
46 49 48
29 22 71
64 42 99
49 14 61
15 6 16
5 47 52
35 1 64
59 28 71
52 65 71
2 9 48
44 48 60
71 39 86
56 58 69
53 46 20
47 67 58
2 6 14
62 66 51
31 60 54
21 23 95
9 49 94
26 32 92
37 18 31
54 52 29
15 56 38
60 1 47
11 21 50
5 64 46
49 36 56
24 37 26
58 20 73
21 43 45
24 0 22
36 54 85
53 28 25
51 60 73
53 21 37
31 19 61
61 0 76
64 11 100
43 8 77
58 50 25
30 33 98
60 49 93
46 2 30
30 28 56
25 70 52
17 35 49
48 59 37
11 41 11
32 1 76
3 12 31
60 43 45
0 52 10
33 38 46
40 33 41
19 53 27
44 17 56
50 25 64
9 38 71
27 9 66
63 51 11
4 34 18
44 70 19
31 62 57
38 58 26
35 56 49
12 9 64
57 49 52
2 32 19
25 7 90
63 30 61
29 45 23
36 4 49
43 55 37
58 32 44
46 24 100
55 56 16
51 19 95
4 13 20
11 55 22
33 45 83
46 3 99
69 2 65
28 31 58
55 30 48
39 71 16
58 60 80
21 49 59
21 33 84
32 0 49
56 0 14
21 32 26
71 25 49
58 28 81
50 58 91
57 16 96
31 16 39
50 61 61
31 51 25
57 14 67
44 42 76
44 32 23
43 12 39
3 55 29
11 28 100
68 6 36
10 8 20
54 55 64
37 19 96
16 46 98
70 45 96
24 51 22
9 28 41
36 40 83
21 26 74
11 51 83
2 71 54
54 19 65
8 67 37
19 50 91
38 57 74
39 6 11
24 20 43
24 60 35
53 40 53
10 18 24
28 56 29
29 45 27
29 55 79
20 9 99
34 32 63
70 2 19
40 26 36
6 42 24
36 67 65
8 14 45
19 39 93
34 30 13
47 71 55
28 46 30
20 51 72
5 28 20
62 28 98
59 26 37
32 35 61
0 64 84
11 37 93
20 65 81
40 31 36
62 31 17
57 40 39
8 9 44
41 64 19
7 40 92
49 28 31
16 40 92
62 59 76
59 42 16
7 57 42
29 41 88
68 62 48
51 61 70
0 26 78
61 54 60
40 32 95
40 23 20
51 47 65
54 71 28
32 70 43
46 4 24
9 24 35
28 45 22
3 16 31
35 58 28
59 19 42
45 61 63
39 59 34
65 64 68
62 71 84
36 55 50
16 29 19
41 31 10
39 35 66
67 29 86
3 70 90
66 42 48
40 8 88
40 58 69
6 48 21
44 51 60
0 1 37
42 67 93
11 44 54
31 57 70
60 17 18
62 30 98
65 35 30
37 69 96
69 14 36
26 13 65
54 57 73
64 8 68
11 25 85
14 63 94
36 52 98
24 26 17
38 36 64
66 65 87
55 41 21
60 61 71
68 23 21
8 57 42
67 68 38
27 57 76
30 56 12
31 59 10
36 26 67
70 57 21
61 62 11
57 4 86
29 13 61
45 26 70
41 18 19
66 3 46
26 58 77
60 44 17
42 65 58
45 7 50
33 35 21
58 11 100
32 25 94
45 59 37
35 28 69
45 5 69
60 31 28
13 14 99
50 36 77
36 22 68
25 66 35
12 7 83
59 3 58
56 8 67
68 63 40
25 61 28
11 67 46
25 28 78
55 0 77
7 60 57
15 20 20
18 39 54
6 43 24
62 3 74
68 23 34
18 47 14
49 11 54
38 10 43
6 7 98
48 42 58
47 55 68
24 1 56
60 31 54
48 56 94
67 29 38
10 11 66
57 45 73
47 23 54
0 1 23
54 9 68
62 49 12
24 69 99
39 71 79
49 18 29
35 57 74
42 4 61
49 25 26
44 47 48
5 69 65
23 54 89
40 70 77
24 45 98
34 42 84
18 32 22
64 25 87
67 36 77
64 45 20
37 3 22
2 51 49
49 36 39
44 70 33
61 39 97
8 37 60
17 70 68
39 38 11
28 41 31
28 13 33
62 48 25
67 71 72
11 14 16
10 20 52
26 34 72
38 64 20
51 52 23
15 57 49
61 28 13
32 63 40
68 46 63
34 16 15
67 15 69
71 9 60
25 52 69
48 54 71
0 39 58
44 1 91
37 38 61
20 52 90
20 44 29
68 27 40
17 41 98
22 48 22
17 0 24
7 58 45
10 40 81
54 37 41
53 13 20
12 18 42
64 70 12
8 68 51
62 55 51
12 52 78
46 55 14
28 47 25
53 57 25
24 43 76
20 41 61
8 30 34
56 22 72
57 41 84
42 37 33
57 59 90
53 68 28
47 34 80
3 71 68
63 20 86
21 27 72
24 51 79
12 36 84
38 53 69
4 28 47
10 0 84
23 11 89
57 23 47
27 46 17
12 64 29
41 20 46
2 1 63
62 34 63
70 47 80
4 44 92
52 1 91
0 23 41
40 46 100
2 19 88
19 39 83
7 64 92
32 10 54
39 60 83
26 31 45
47 17 46
4 15 44
1 19 32
66 1 28
56 25 37
47 16 82
32 61 47
20 63 87
67 10 36
33 13 57
12 64 42
68 34 20
47 37 98
62 48 73
47 18 40
29 25 11
52 65 68
40 45 18
64 31 16
4 0 13
58 19 55
64 45 82
48 68 76
53 56 23
0 71 87
23 22 37
5 41 80
11 49 47
28 29 14
35 2 40
58 59 56
36 49 76
10 56 24
12 10 14
47 30 68
9 32 36
28 56 76
46 61 20
42 25 34
27 34 30
54 40 45
17 66 12
10 36 89
25 24 24
68 18 69
67 7 45
59 36 68
47 43 34
41 30 24
23 68 17
35 62 14
41 62 87
21 59 32
15 8 34
41 17 89
46 15 54
28 61 87
36 64 47
13 5 88
57 9 50
71 21 78
45 30 51
71 2 32
57 26 97
0 30 62
6 29 11
64 19 74
32 44 43
30 52 22
63 30 99
71 1 100
16 34 59
66 56 18
21 47 40
57 68 51
66 1 25
4 55 70
70 8 31
49 3 61
18 57 98
7 41 37
53 34 37
40 36 79
5 15 75
44 46 51
46 2 19
39 19 58
64 17 43
51 28 27
46 61 13
