1162 3360
696 1013 46
644 902 89
786 942 60
581 220 23
1030 123 31
813 621 78
704 106 12
312 567 70
11 750 36
714 952 18
1146 780 38
893 626 61
8 29 43
363 537 80
715 1069 16
112 960 32
546 691 61
364 106 31
1005 948 54
264 915 20
843 2 16
14 901 97
501 219 75
759 991 84
727 600 67
1111 1140 96
488 949 21
308 123 59
84 1124 94
683 963 20
765 875 81
279 45 37
376 821 52
1122 1099 20
1067 984 81
1072 395 69
443 903 77
978 481 78
664 78 77
475 233 99
51 1010 58
820 453 97
893 639 97
226 464 88
86 886 29
174 1102 26
768 640 53
970 214 57
226 496 90
1107 663 97
1082 843 10
1024 205 39
453 1090 71
261 450 11
1101 908 47
142 13 36
433 947 71
643 90 46
379 1083 87
628 825 25
856 467 88
1161 278 24
446 797 79
1125 253 39
62 400 41
337 397 50
69 485 63
356 216 62
645 906 32
540 321 62
446 567 41
890 1111 78
127 178 61
1124 750 78
739 551 24
874 279 66
847 446 79
467 788 67
987 316 84
360 132 70
1074 636 70
847 607 20
182 3 54
1080 572 30
192 933 14
898 337 17
464 1021 30
355 316 25
735 993 57
744 100 90
197 865 84
6 751 24
809 432 37
86 1055 25
297 303 94
756 556 48
153 962 14
118 1066 64
1034 240 73
1160 971 25
599 324 62
621 926 63
980 1126 34
33 329 13
87 437 69
1054 895 100
161 702 98
1058 961 99
1086 623 87
958 1013 84
348 755 34
60 553 17
249 636 21
452 41 80
885 531 67
135 609 100
727 613 67
853 529 62
244 88 60
436 776 25
288 1081 12
784 1003 48
131 255 39
295 95 48
183 680 64
1106 626 49
848 867 43
214 535 12
590 1000 46
474 41 97
546 748 53
1070 600 74
853 219 89
1111 219 71
242 1009 100
261 1010 34
185 402 96
169 893 32
158 995 84
875 248 84
1026 679 81
338 718 67
838 1032 62
492 1160 67
459 695 84
1152 765 42
572 99 28
624 102 52
572 1069 33
120 2 95
264 784 17
874 893 34
267 666 30
347 868 37
504 195 58
981 999 88
430 1120 88
1119 1161 18
24 261 46
273 277 21
1104 36 96
250 225 41
18 498 54
231 1066 61
275 456 46
733 842 99
466 352 16
745 669 46
725 431 67
999 40 74
538 993 36
658 960 37
996 434 90
518 592 34
707 976 95
1036 812 79
485 1090 29
597 309 49
554 858 43
926 1052 70
685 325 39
717 843 15
990 380 38
1120 1142 68
797 515 74
509 872 37
587 879 89
835 394 67
151 92 58
119 473 100
591 90 54
169 656 32
428 1055 68
759 795 35
102 186 99
1072 255 19
384 718 31
1094 932 79
658 36 65
887 377 46
959 5 20
279 678 44
182 148 58
1012 372 10
293 244 47
532 1152 73
383 621 34
854 602 29
170 784 40
1134 338 10
426 374 91
316 1083 75
249 765 94
1077 746 82
891 206 73
842 283 99
304 31 69
199 154 51
567 607 22
1042 40 90
720 955 76
330 379 31
895 636 26
32 547 70
1008 1121 21
916 493 93
519 392 17
1112 351 75
1080 543 45
374 498 48
29 101 83
1027 791 52
781 5 98
39 976 56
6 668 18
1063 1090 60
561 543 11
173 458 64
550 1114 34
554 1107 94
464 484 66
29 1078 76
233 723 75
758 489 73
544 656 68
905 590 98
1083 1114 48
474 415 75
402 1015 36
8 761 51
92 177 56
739 231 49
249 655 16
699 340 41
534 1012 52
318 457 89
678 69 15
230 831 29
4 25 100
333 516 79
401 242 84
256 280 80
1005 595 26
235 309 37
789 860 92
427 1120 85
352 66 19
794 264 74
1060 895 20
901 232 42
612 983 75
510 1089 17
1114 347 89
1054 1103 85
317 1141 34
261 790 61
572 1142 99
23 610 46
682 1015 21
888 15 71
38 90 60
1026 578 56
393 1141 90
220 577 57
115 586 42
763 1080 64
888 73 46
805 917 63
999 728 17
472 241 35
752 450 22
109 372 62
591 849 33
253 1103 25
834 748 80
1 1062 89
342 296 80
685 26 78
1086 106 35
257 782 15
159 751 53
1158 598 30
941 912 70
533 241 43
15 648 23
404 656 11
989 176 51
607 1121 96
388 472 54
667 1048 45
1114 210 90
510 774 22
146 997 80
577 746 41
415 744 80
735 62 39
338 886 78
622 868 26
42 161 39
309 1008 28
4 577 72
636 1118 87
936 815 77
603 10 98
395 400 44
821 696 96
25 310 91
587 9 40
931 813 93
873 1039 40
158 793 44
217 653 88
708 639 59
892 255 97
118 1144 87
607 774 68
237 72 90
1092 15 100
984 708 63
735 1150 87
974 860 64
467 225 34
142 431 97
202 782 81
210 30 64
233 573 75
907 678 11
464 693 70
650 795 62
430 911 49
1114 824 57
939 852 97
624 642 10
1131 1106 80
788 315 56
708 256 25
589 18 35
238 476 39
312 123 39
493 101 24
558 480 60
618 481 66
211 614 62
412 565 33
451 838 10
809 1015 32
