776 1686
350 521 84
189 540 91
3 441 41
26 212 31
367 366 62
731 416 79
297 590 38
624 6 54
124 453 99
494 218 18
474 309 35
656 106 86
222 373 99
698 363 72
544 516 69
175 467 95
656 62 40
47 605 15
209 321 81
303 58 71
176 154 26
22 166 100
156 635 66
150 442 15
228 549 66
285 132 89
41 586 32
52 687 86
401 185 61
328 527 22
129 379 51
559 182 46
429 0 54
741 469 18
132 467 31
636 39 64
29 6 32
83 128 70
281 207 48
236 583 47
761 555 76
671 122 51
200 108 60
689 490 17
467 547 29
612 633 75
275 176 79
284 645 12
752 274 11
661 374 55
218 429 66
396 137 83
270 607 92
233 367 44
461 591 27
293 372 21
732 51 55
188 45 53
716 586 62
243 713 94
56 590 79
469 225 97
227 83 41
729 63 16
674 279 11
424 392 69
104 392 66
523 366 31
446 646 45
746 614 42
726 101 39
756 189 93
583 345 96
451 519 85
84 509 20
325 113 62
599 279 96
548 473 43
86 546 60
187 463 58
716 259 63
94 646 30
388 618 86
36 379 26
717 297 85
667 350 54
449 575 44
422 569 59
291 558 77
748 474 53
356 706 79
275 471 53
371 520 29
447 595 17
514 661 17
501 349 20
751 314 97
204 745 22
540 203 46
434 605 14
677 377 50
20 288 22
748 709 15
77 164 22
513 240 88
662 525 11
594 283 10
385 554 27
428 613 88
463 536 78
724 668 33
298 670 49
663 102 64
668 650 45
212 459 72
162 402 39
305 284 45
557 86 22
371 655 59
69 285 96
411 338 23
553 237 57
155 638 98
761 479 50
277 258 98
650 97 35
586 606 20
158 198 52
491 452 49
692 163 58
306 177 77
382 775 24
192 604 15
502 457 32
677 291 44
25 112 12
251 599 26
524 176 54
758 659 41
464 570 31
199 361 77
232 680 77
450 595 85
516 500 34
165 319 86
708 590 72
508 188 81
675 506 29
701 732 38
61 307 97
120 58 97
182 276 11
562 714 29
71 138 82
303 529 34
649 642 25
268 759 23
176 567 73
41 530 14
664 773 53
511 202 33
99 548 51
456 29 68
163 272 43
473 249 18
667 509 57
656 235 56
558 397 65
433 56 83
385 244 17
444 760 36
768 268 13
132 264 57
227 575 92
699 91 31
253 110 14
754 753 41
154 534 19
514 26 66
178 312 33
206 62 94
279 593 18
715 254 42
501 82 86
387 68 41
442 599 91
746 367 36
671 478 10
634 318 58
296 722 70
232 525 48
87 709 22
240 96 65
167 254 38
752 107 24
532 70 68
701 21 45
376 153 70
711 481 67
447 775 26
576 64 72
577 356 27
608 430 74
202 149 99
167 684 69
13 289 75
756 239 94
585 672 45
563 393 18
82 541 71
240 680 51
676 63 39
360 716 57
142 13 92
585 733 89
214 187 92
186 1 69
198 206 55
466 300 91
510 655 40
740 144 65
459 709 25
94 226 21
55 12 25
619 745 50
594 182 46
72 56 39
462 370 43
232 765 60
384 616 50
294 353 94
648 707 65
243 547 15
296 261 16
766 538 26
21 73 26
147 507 17
769 216 24
249 285 99
157 775 51
259 587 41
488 512 14
564 51 15
237 684 78
495 380 64
646 10 96
261 260 92
550 155 61
772 720 18
334 36 52
490 421 80
123 520 66
438 746 13
559 700 41
340 719 90
573 165 44
435 690 76
690 199 51
370 695 28
341 682 77
566 620 69
343 358 19
202 751 15
693 75 17
647 588 23
217 683 53
130 39 28
491 715 74
334 176 46
20 618 80
349 232 52
435 53 39
214 650 30
767 491 58
160 694 86
432 691 53
350 657 31
252 269 66
428 24 97
560 735 47
52 307 15
480 221 86
629 438 45
713 326 99
428 649 51
32 52 59
585 223 46
732 508 24
597 230 90
657 559 21
572 389 64
356 386 100
26 110 72
258 104 68
455 382 93
90 156 72
158 320 43
626 730 84
633 490 22
513 447 19
146 383 90
553 610 21
645 483 36
345 687 21
185 499 65
5 450 85
2 541 65
442 127 14
731 439 61
739 176 48
377 339 63
8 145 35
94 158 71
166 212 39
81 106 58
541 204 90
225 240 23
200 463 31
310 413 68
591 653 85
83 443 29
756 640 81
752 325 12
688 21 54
737 615 69
45 176 87
440 468 79
140 354 29
102 602 47
429 710 65
141 462 68
370 498 60
99 621 24
397 350 41
4 49 94
346 282 24
193 34 92
129 705 50
597 585 18
188 263 46
266 136 88
521 534 76
554 636 35
518 229 24
343 515 30
623 581 76
205 548 24
751 110 94
210 710 72
132 583 44
702 619 32
732 393 43
274 4 90
231 349 96
267 731 31
120 624 100
411 82 66
420 727 62
116 503 70
722 598 34
671 751 92
346 732 62
247 667 20
248 538 75
628 391 87
749 211 32
565 102 77
712 366 63
305 431 49
555 741 95
281 737 18
39 742 50
678 610 65
563 188 71
657 160 95
130 215 82
72 578 47
592 116 37
636 358 24
474 501 58
733 762 86
564 749 65
319 438 83
685 751 26
602 535 35
72 314 55
516 116 88
230 331 39
7 255 96
720 362 99
553 290 31
14 561 25
435 218 58
707 240 70
234 487 72
556 501 16
666 252 15
304 585 89
587 59 48
87 45 68
743 68 20
189 753 61
701 494 64
68 85 43
56 238 70
259 538 73
132 294 100
186 363 18
277 524 49
236 83 10
242 136 29
290 666 21
525 659 85
525 625 88
226 326 14
364 631 67
413 257 98
22 397 37
668 767 98
388 435 80
525 652 85
598 58 38
176 270 94
555 740 13
346 742 86
501 73 71
362 321 76
306 164 68
690 356 82
314 475 43
130 34 74
409 436 62
143 165 90
507 738 91
358 506 22
766 774 70
683 47 14
51 52 68
718 234 25
616 45 50
163 221 74
567 69 68
467 140 82
618 482 63
260 581 78
169 696 22
188 239 47
357 516 97
472 517 31
110 643 71
565 657 18
342 52 48
643 5 17
332 644 90
253 621 40
222 284 85
615 224 88
491 435 55
772 644 97
479 283 44
655 35 96
109 717 80
502 616 56
564 519 59
60 583 25
265 27 45
320 644 28
545 750 31
194 11 17
129 573 32
597 712 72
738 345 76
382 674 52
68 174 27
268 248 27
215 599 95
719 300 87
583 94 75
185 181 25
132 435 28
534 504 71
380 614 29
661 149 42
55 586 47
420 310 35
493 515 57
21 252 92
41 172 39
214 659 45
203 355 63
427 300 24
535 117 100
648 189 72
23 637 79
531 505 24
202 441 32
411 646 24
490 200 63
422 189 48
59 193 48
299 453 44
97 570 22
628 483 77
42 629 67
338 663 18
9 531 11
552 272 50
413 534 97
755 716 63
328 526 78
85 620 44
141 719 37
549 358 51
372 91 46
152 79 100
411 305 43
700 540 90
150 245 89
762 438 72
74 481 27
645 772 66
415 219 45
403 485 47
125 136 16
582 406 17
307 717 81
413 696 80
601 150 95
351 205 41
476 205 37
404 739 96
397 715 58
378 441 72
45 255 77
70 208 28
358 146 92
674 63 29
208 150 36
124 582 99
495 171 52
443 249 77
74 349 39
564 423 35
460 708 56
710 402 69
386 135 68
89 251 33
423 237 95
359 57 99
241 588 52
176 617 39
43 126 65
174 374 28
284 449 88
265 44 78
358 406 72
630 666 73
414 378 99
384 522 67
652 378 33
645 753 82
121 542 37
470 625 39
38 391 98
457 346 16
491 391 84
104 467 65
0 462 56
147 439 26
549 597 63
515 48 63
673 106 33
203 271 82
80 718 73
329 411 17
421 615 73
328 72 94
49 581 86
644 717 59
582 249 23
634 522 35
684 172 38
517 7 86
10 704 53
478 510 35
118 223 47
513 756 16
429 301 84
69 614 66
738 367 35
128 243 29
86 106 22
73 181 14
118 167 88
337 563 75
415 467 50
317 606 52
742 159 13
47 591 73
406 492 38
409 650 17
198 707 25
513 609 80
336 350 56
703 91 64
78 343 68
570 404 74
596 163 93
333 365 43
343 121 85
766 506 27
397 115 65
567 180 72
67 26 18
44 325 76
641 122 96
136 56 85
72 627 26
445 58 85
151 767 60
717 300 66
189 617 30
768 671 26
685 658 76
311 654 50
718 277 16
145 53 92
151 673 86
83 384 58
523 106 79
77 42 28
618 9 63
775 229 42
502 140 81
91 366 81
544 85 86
3 711 45
425 361 19
634 726 22
734 525 68
202 4 53
614 567 60
138 565 13
768 590 83
316 457 70
72 42 51
41 727 87
662 544 31
393 767 71
752 352 18
163 80 23
687 265 90
268 705 98
747 140 43
86 26 88
116 317 79
722 287 61
430 283 89
641 100 10
623 263 85
54 580 24
276 262 24
431 710 55
642 144 53
250 491 49
664 324 32
621 306 67
756 170 63
300 616 79
724 291 69
420 708 70
429 696 95
330 442 91
458 763 88
548 515 70
162 677 62
92 46 19
65 712 80
719 320 43
108 447 94
229 7 95
760 722 22
175 508 98
578 383 23
557 33 90
486 675 20
292 247 34
687 375 62
62 541 83
667 533 54
61 163 94
582 63 82
730 414 47
359 364 48
89 536 48
408 589 54
149 729 62
353 383 62
17 41 65
448 224 16
268 579 17
243 735 80
493 468 97
278 665 15
242 323 11
89 250 31
385 671 14
552 221 36
131 648 66
689 423 88
404 670 95
254 338 18
727 317 53
564 702 27
628 385 31
716 349 15
28 129 87
444 75 92
351 571 30
257 5 40
385 771 39
735 599 75
89 15 62
38 175 83
771 26 44
432 691 97
231 324 74
490 397 67
654 674 56
764 290 58
205 599 61
274 413 59
745 746 47
714 130 99
90 464 21
589 58 50
182 50 79
141 590 88
565 709 17
29 227 68
669 313 51
333 500 21
18 211 56
34 598 78
300 333 59
194 54 73
334 292 48
464 295 20
758 403 30
192 575 58
220 698 93
136 106 88
397 742 91
342 557 16
266 90 87
571 361 19
461 268 87
81 205 91
717 581 94
371 515 62
295 251 33
719 687 88
701 369 89
347 139 14
22 34 90
326 199 63
213 77 95
711 466 31
225 620 40
475 285 53
354 105 97
486 745 40
502 415 34
87 218 77
766 692 48
371 574 15
256 730 38
157 504 79
330 535 63
658 672 73
181 701 65
414 325 22
621 280 47
695 650 70
591 513 79
734 539 39
420 26 17
290 482 37
4 512 85
688 751 99
286 576 62
279 228 88
484 167 66
532 236 25
652 153 51
657 263 73
31 608 88
570 659 69
251 30 29
702 666 31
448 396 98
495 146 87
631 143 34
294 252 44
603 316 24
421 103 19
660 612 31
100 14 78
302 448 75
192 695 22
395 96 60
727 78 35
495 353 96
659 463 78
255 105 89
258 386 80
18 1 30
1 190 96
474 338 93
87 646 58
349 106 78
224 276 52
664 458 80
561 371 50
698 299 65
400 484 59
62 94 24
552 293 78
192 686 80
659 42 14
576 345 85
512 312 31
23 502 53
269 329 11
629 60 100
114 728 68
478 390 36
258 620 81
136 681 60
187 75 42
131 45 20
728 663 26
85 139 80
626 468 16
167 92 31
722 361 34
446 632 69
205 261 80
707 73 54
476 0 99
16 743 19
21 233 78
659 686 95
566 642 63
661 436 15
503 589 83
253 610 15
599 251 77
16 529 98
475 145 36
470 74 71
275 0 67
200 64 76
79 8 41
625 272 52
320 318 54
338 451 87
677 649 31
773 480 82
59 752 66
446 285 41
435 200 18
259 498 54
497 100 27
493 498 78
641 317 43
9 19 57
311 129 98
366 42 82
164 680 32
750 318 29
619 231 56
651 716 82
272 15 92
105 112 92
612 66 60
403 573 100
108 380 69
561 121 11
741 261 58
157 544 71
183 479 66
635 742 94
112 208 99
311 280 65
176 149 35
348 283 64
150 270 63
137 425 44
636 282 87
155 765 24
323 109 47
146 293 99
104 514 74
137 758 43
726 186 55
695 355 25
181 342 97
697 40 26
23 353 60
338 355 39
179 142 26
454 436 87
522 542 12
630 685 85
629 27 18
470 460 59
248 675 20
204 335 69
412 15 93
537 468 88
581 759 82
82 710 84
520 123 79
325 608 12
389 622 87
136 4 90
40 547 34
457 614 85
481 651 43
623 465 88
626 457 23
772 283 61
606 408 81
512 93 75
190 228 100
322 410 92
716 510 98
93 553 20
140 260 99
83 641 75
333 557 74
384 390 28
606 387 93
408 758 34
308 313 48
669 54 85
528 291 16
251 775 41
61 287 32
245 56 27
699 583 96
753 30 86
517 723 70
698 407 74
240 209 90
223 82 36
135 296 60
105 634 13
2 767 56
95 354 51
733 651 93
615 79 97
660 305 46
108 285 91
680 20 49
412 577 95
441 266 62
738 77 99
624 458 10
238 657 31
234 753 59
67 161 82
213 578 38
634 433 44
585 516 67
576 688 80
406 332 80
613 116 64
612 641 48
181 387 36
144 347 57
91 738 28
309 155 19
623 652 29
551 287 62
577 128 20
142 220 15
677 122 35
144 176 50
580 556 50
9 68 67
560 358 94
96 457 21
638 631 49
501 517 18
584 350 31
14 414 51
473 724 42
741 473 44
28 80 65
428 92 26
763 109 39
162 218 69
78 563 24
499 156 36
86 702 74
440 717 81
497 680 13
772 500 55
313 554 82
62 171 53
521 701 10
68 170 22
680 81 81
334 724 14
573 25 45
615 734 48
684 675 100
572 762 99
11 394 28
366 139 49
383 23 58
43 662 63
392 516 42
172 345 37
47 381 13
226 650 55
522 636 44
291 770 33
725 507 60
478 532 60
701 178 99
412 703 75
642 475 93
401 459 85
111 397 58
676 535 51
206 546 53
447 520 48
504 447 69
570 587 47
14 204 90
729 187 17
697 481 96
285 465 44
209 419 92
202 136 13
488 545 74
659 460 52
78 111 83
670 693 37
749 320 58
44 4 91
588 183 30
170 610 68
564 672 68
79 679 26
294 14 18
399 269 89
144 746 76
435 603 60
26 634 83
192 248 80
361 437 81
278 599 32
774 399 10
234 584 48
66 122 60
274 126 17
536 369 19
314 203 19
305 75 34
428 255 21
551 190 43
202 703 38
683 596 76
303 36 70
506 74 35
749 618 61
547 201 93
669 157 61
395 389 31
305 595 84
544 223 26
191 88 66
736 208 38
428 627 30
200 575 27
386 271 60
672 101 35
119 344 96
165 212 63
243 639 51
750 733 78
447 304 31
243 709 55
300 128 44
268 43 29
578 357 34
763 589 66
676 478 21
310 518 93
717 90 59
647 64 17
749 571 44
217 325 18
468 689 81
458 312 41
471 206 95
438 395 69
235 223 59
283 725 15
