1390 2790
186 1190 76
1342 1022 70
467 1101 42
154 550 71
162 547 88
225 332 27
1283 713 49
1207 1362 88
135 838 60
757 419 79
847 974 68
180 372 57
1235 353 69
845 627 94
1219 36 65
543 74 37
268 811 96
644 442 95
1158 282 43
947 711 73
982 476 93
1078 699 36
770 400 85
397 289 54
1378 685 29
417 424 76
1350 1354 26
819 605 57
1132 1166 81
206 1207 93
1097 370 60
355 1151 95
686 1015 48
907 922 68
792 1 31
880 471 41
456 1124 35
848 561 58
871 159 82
397 1308 99
128 957 34
418 63 36
1344 734 93
1381 649 71
1022 390 93
349 167 89
1211 1215 21
398 607 81
862 1198 37
14 292 88
811 755 28
681 938 88
632 334 70
335 928 37
1174 286 36
1301 1134 48
1369 319 73
1318 1254 25
557 206 47
411 801 58
127 774 83
743 91 31
1068 508 13
276 1265 35
946 931 81
628 686 77
646 1139 94
807 73 21
39 369 64
575 451 39
600 942 48
558 307 78
602 237 21
493 589 76
188 898 70
49 1281 86
993 950 72
949 452 91
1011 1067 89
753 14 39
958 627 74
1304 1002 34
733 252 66
495 440 49
311 1089 29
164 810 51
903 296 13
1181 1371 28
220 167 95
326 342 78
1275 1372 65
248 938 37
1348 282 28
1289 653 68
1373 1293 47
749 666 91
1000 896 13
1224 1256 90
135 136 70
492 154 83
239 1155 23
616 722 26
1219 881 72
471 660 21
1023 476 68
67 538 44
513 1236 17
661 33 89
1143 575 97
660 698 34
411 814 51
670 1116 41
556 752 73
47 278 22
449 1264 31
191 833 79
1356 855 88
411 127 25
872 1011 37
1068 251 80
62 899 45
1323 1253 19
971 1090 21
25 486 23
679 1273 57
1384 1135 12
751 1348 57
102 410 32
574 998 27
1287 1314 73
409 102 45
607 1025 84
916 1361 20
1233 289 70
900 674 49
722 156 84
881 1372 95
1273 375 92
313 434 31
741 1327 76
950 746 25
1034 616 54
526 190 77
641 232 97
1257 1295 87
644 707 51
439 73 56
476 752 36
145 1159 95
574 914 35
613 945 43
1228 140 54
745 715 34
364 1359 66
241 1372 73
296 131 19
651 345 60
1182 146 11
353 199 75
165 314 23
639 7 59
830 759 91
449 157 32
350 232 58
626 404 59
144 183 25
466 409 19
661 370 51
555 676 71
632 977 79
1027 1077 15
1244 33 73
82 1291 90
1081 1004 30
21 458 17
275 295 28
1313 633 21
706 1133 68
663 299 18
633 1175 32
163 685 71
522 600 52
523 249 50
302 545 34
725 518 12
1247 797 41
434 1245 91
1285 585 92
893 737 13
391 531 21
345 814 23
236 136 55
322 1376 29
273 836 46
39 535 83
59 806 66
1062 97 60
320 966 21
301 608 73
29 1109 15
250 982 79
1085 934 12
100 215 67
135 1347 49
1081 641 36
1171 597 48
936 1034 75
240 974 31
1371 871 37
1372 643 55
978 481 78
350 211 53
340 1175 46
841 341 99
1210 792 79
197 717 97
617 449 49
341 1135 19
455 753 92
1270 1356 82
227 354 56
591 1098 95
1144 588 90
908 189 59
461 664 13
982 672 29
843 377 13
283 1262 40
773 950 57
147 620 47
150 569 47
1150 920 35
850 141 75
1337 186 55
51 219 43
1092 569 80
266 749 19
953 929 97
1146 77 43
268 310 21
0 260 20
926 346 53
591 986 60
1179 615 36
578 71 93
310 816 15
55 605 95
540 825 96
539 324 67
339 4 27
1097 462 98
120 552 63
1251 160 42
679 925 36
85 61 11
580 1164 12
1250 976 93
151 1047 62
1044 347 89
391 1022 42
931 192 99
1065 653 57
989 301 19
502 1284 76
63 561 94
372 957 22
1308 279 99
49 1379 51
1294 1270 48
319 1020 81
885 456 66
24 422 38
599 784 63
251 438 13
533 392 79
128 1197 53
793 110 90
366 837 41
445 397 54
647 755 30
849 345 78
636 646 45
1363 1308 44
1002 941 90
603 48 71
1339 441 69
498 449 87
271 1212 69
604 1326 69
960 1265 68
866 102 49
142 1220 43
662 537 52
158 164 52
550 342 92
221 929 82
748 634 33
299 301 47
180 59 25
104 473 49
1002 535 15
680 371 41
568 1213 82
413 976 87
1173 103 88
117 455 90
1087 302 64
835 691 35
789 709 36
658 906 31
1042 18 82
697 1205 68
157 884 66
683 1010 74
1334 147 12
1129 161 77
145 615 16
217 901 25
826 1135 10
429 47 59
475 208 10
110 148 91
564 910 11
716 638 40
1273 378 21
134 746 94
1251 50 34
821 1223 23
21 419 63
1015 1100 75
777 757 11
919 803 98
682 626 30
576 327 85
1145 1107 32
1246 1297 19
129 1359 78
416 1350 96
642 726 40
31 57 82
656 1189 75
1373 684 52
562 417 21
497 182 61
1304 869 94
326 365 47
543 1021 97
1255 1004 36
1353 541 36
873 1367 23
333 508 14
149 1049 91
1326 1366 29
173 273 76
306 1277 51
434 644 28
493 914 91
169 447 49
216 157 60
234 147 40
1000 654 95
894 1369 26
1318 74 36
1317 253 44
1130 1335 34
955 458 55
1145 237 45
1188 801 26
8 678 66
766 1068 15
825 87 30
2 1223 41
1041 184 67
411 1079 64
891 158 11
1163 401 56
843 1089 93
2 1129 92
933 336 61
1140 208 87
862 77 52
1027 951 50
1333 88 29
1070 709 18
1301 607 93
904 669 42
205 346 14
415 1172 61
439 1031 61
625 859 48
693 1050 48
294 1377 78
1046 947 18
414 14 67
1251 424 68
160 1234 21
229 845 24
1360 94 70
426 510 17
1219 747 84
949 671 77
1372 453 55
182 731 26
888 907 66
597 302 77
167 1218 47
329 51 18
876 1155 12
668 169 61
772 1151 74
251 755 13
430 186 24
170 146 72
592 981 55
1262 347 63
507 1236 33
1240 270 71
1096 1063 35
767 398 70
301 634 53
317 122 66
405 1265 88
738 751 73
1367 958 38
1088 730 98
594 80 39
713 872 16
337 330 13
920 298 69
961 442 75
784 749 28
561 217 89
1265 440 39
356 978 67
795 895 70
820 625 44
298 1086 39
567 338 39
1318 838 94
309 1011 29
324 375 85
869 1027 14
370 848 54
312 362 36
1134 962 78
330 1100 71
492 823 62
142 926 56
500 482 80
52 1285 10
713 717 86
568 570 47
441 1058 17
1319 722 78
149 593 96
909 947 99
1088 1320 59
1036 720 91
1183 1002 39
920 180 94
208 532 23
788 2 29
135 459 24
621 1310 97
242 1005 35
826 1146 98
29 320 65
914 210 51
804 660 88
1135 1052 72
204 395 94
1016 145 77
1049 243 64
1358 697 97
1263 283 54
520 1273 57
607 1250 11
908 403 16
1335 1195 69
1207 1315 47
378 95 92
69 1311 73
946 674 66
664 44 34
58 1382 79
89 1344 87
324 1229 58
184 1170 30
74 1047 99
289 1218 69
960 936 31
335 752 77
1307 855 73
1089 1103 79
773 399 80
1071 228 97
369 513 60
934 177 60
673 590 48
861 1011 59
883 1252 68
157 1299 59
599 1201 78
900 169 37
9 671 26
257 110 63
994 897 89
1256 783 47
681 263 40
839 106 73
1081 248 28
266 244 55
666 79 69
1303 387 51
813 747 81
1039 175 15
1299 972 67
784 837 24
129 1032 10
1110 10 93
306 289 20
148 1336 32
179 699 65
447 993 52
937 632 55
784 758 100
80 283 22
225 533 43
312 576 58
1100 937 98
666 1027 94
1035 672 25
651 580 31
1153 566 90
29 1310 76
804 1118 96
159 415 51
1131 1027 28
1266 1355 81
739 1015 43
777 840 76
106 583 80
1246 1292 44
848 502 72
1110 116 12
799 913 69
885 1267 51
1370 248 64
276 1315 47
748 302 64
634 71 80
513 527 89
347 833 78
631 179 20
569 1255 11
932 725 10
859 164 90
1243 1378 26
790 1264 80
503 716 13
1369 643 73
357 771 67
926 528 77
976 270 93
860 1232 75
258 172 34
755 1345 35
1222 79 55
198 306 64
325 795 88
311 1003 81
1225 163 59
589 1081 71
982 594 26
306 263 38
1095 1044 41
911 1130 40
1226 757 58
689 872 19
1284 827 24
617 164 79
629 1127 98
96 714 91
165 1248 83
1062 1283 15
1017 828 95
1299 382 75
500 1229 13
654 452 80
304 936 98
1293 1039 71
994 153 66
