1887 3427
169 617 23
1729 693 83
52 1850 78
562 1569 93
379 1585 12
1240 1031 93
1601 919 78
1584 167 65
437 926 88
1761 1358 22
1173 323 18
612 731 100
1291 1783 79
1339 1515 35
154 67 84
1273 1531 97
1042 437 59
675 1687 13
96 1693 54
1260 47 46
543 1331 46
1455 751 99
1095 1808 76
959 185 83
1045 1647 64
707 1105 91
1037 943 47
280 261 34
1173 447 19
1612 398 77
987 335 19
1760 1013 46
1003 1357 43
559 271 14
742 1438 25
64 1319 67
1801 676 79
1371 107 81
1587 21 93
1558 697 85
1619 1761 25
1401 477 98
689 1082 82
1336 653 18
260 1659 30
1198 1025 66
1352 1695 39
210 405 59
334 389 63
1059 102 100
583 1756 25
1042 951 53
1540 603 76
707 234 92
858 372 75
1625 524 51
794 1409 22
1449 1872 42
1224 728 35
931 399 15
496 1744 62
1057 696 77
493 510 41
640 24 66
1614 596 85
1803 171 51
463 1714 92
1209 982 42
681 697 17
1679 1552 97
1808 186 28
1802 841 59
322 378 13
1651 1177 65
1521 1171 28
389 894 40
958 1255 73
1099 217 32
474 1221 87
627 103 44
893 586 56
1596 87 40
1356 132 27
1589 97 46
1303 887 47
502 240 78
1680 633 16
366 580 46
1345 963 90
752 1434 31
1131 195 20
391 1456 75
921 1834 49
1039 389 15
164 839 82
6 635 52
578 283 97
76 1801 28
1656 1127 12
0 1311 17
952 1154 88
653 510 57
700 972 87
1153 122 47
844 983 11
983 1685 89
1564 117 52
1844 846 70
759 1252 69
1060 244 82
490 1403 90
661 1150 100
1050 606 44
173 1418 56
880 1682 65
1627 1208 90
1760 515 32
1484 271 51
1184 372 87
1837 73 87
996 15 15
1758 572 20
186 1121 63
479 453 96
1363 1542 34
45 328 38
1582 1154 19
1357 291 67
339 355 49
315 1702 91
1720 1711 48
754 127 77
694 358 74
1676 811 82
1292 1669 55
61 1187 18
467 99 46
207 1704 36
1531 268 32
1075 1312 16
756 696 78
724 633 60
1493 688 81
775 967 54
463 715 29
1083 870 21
329 200 31
1032 665 82
1790 1074 83
436 21 76
1324 1000 31
1268 1518 90
904 585 67
664 56 16
1859 493 98
1017 1715 83
800 1642 34
668 1066 69
1523 563 73
1405 523 13
1860 474 11
958 387 87
284 1463 33
1430 85 35
95 999 77
1877 837 38
205 512 71
1470 1066 78
115 1694 77
704 1142 49
234 1681 60
192 1505 23
1658 943 68
1093 951 66
1533 1299 20
88 362 72
1751 24 59
14 977 44
1521 237 38
333 1773 18
434 1081 74
180 166 68
58 1499 95
624 1130 76
627 84 14
1848 969 39
1712 120 33
625 1809 10
936 114 93
468 364 71
517 1431 80
1654 336 38
467 397 24
1856 22 60
57 271 74
59 1107 43
79 1237 52
164 211 79
558 670 71
914 730 42
122 428 19
126 836 31
1690 893 98
1312 416 42
1742 887 44
956 1673 25
1069 742 59
539 211 95
1016 763 70
571 1380 70
67 1079 76
1829 1188 69
1680 1668 77
441 1151 97
535 927 45
1169 61 70
722 1478 11
596 401 26
1436 1605 59
1709 583 96
1213 910 46
1074 678 82
1349 29 78
243 299 83
1106 775 18
1326 462 26
511 647 70
825 762 14
731 1155 92
357 1608 63
1190 645 41
623 266 41
1124 390 34
1142 573 96
673 1254 47
510 22 67
137 1322 100
554 302 41
112 739 98
959 77 54
206 271 55
648 1605 52
703 759 14
1670 1419 17
626 890 10
1868 1455 75
427 1812 66
1445 1621 33
1694 1829 46
961 1866 28
356 689 54
1043 1549 89
1148 1216 57
1698 110 41
366 1309 67
955 186 42
145 809 29
789 424 11
795 1136 32
591 562 13
1430 581 69
936 997 84
1604 1274 66
754 1657 82
744 1523 53
677 35 50
1260 1695 97
1858 1573 97
918 984 75
1746 252 34
836 414 51
1182 1834 87
1863 1001 33
1465 1725 51
1217 791 47
646 1798 62
1614 736 13
183 1692 53
1022 1434 17
1414 1654 61
360 91 79
853 416 70
658 1598 57
1799 220 93
805 1358 19
1817 1160 28
354 513 13
791 1858 90
1037 680 22
1837 625 48
1617 510 88
1003 1762 38
217 759 51
1701 1708 44
4 1851 55
861 522 34
1700 1499 74
377 734 48
1456 1254 79
80 401 55
370 1165 79
485 655 50
473 406 42
409 43 56
1095 122 41
975 962 86
1696 841 43
1131 1113 14
1326 455 36
464 1682 13
1356 1376 64
693 1394 82
1832 1596 50
1662 1071 21
1304 1222 70
140 1704 21
1490 1594 20
1004 231 74
157 1405 79
379 1155 44
1642 635 49
210 538 44
868 856 87
112 703 66
1456 33 55
605 780 58
274 486 25
577 516 57
1088 1537 54
1468 392 82
1454 1247 61
1402 773 61
1761 1329 94
1763 335 86
586 1714 51
666 1116 79
217 1669 60
993 1520 73
1032 1296 49
1014 380 85
630 833 69
1642 618 97
423 229 32
1698 1624 70
132 1602 93
413 1865 17
405 1880 40
242 1836 64
718 905 11
967 300 72
1263 1402 61
1821 687 57
1218 985 31
622 1454 32
1824 862 12
1553 157 28
483 653 26
1492 1401 88
241 1237 54
327 300 30
1651 977 68
720 1521 84
1863 994 85
1602 1855 35
77 1524 61
1090 653 52
1260 168 95
306 1193 23
1165 550 20
741 361 54
1288 1516 56
797 1067 36
1026 1087 91
1061 1423 26
648 1555 78
106 1818 99
367 1379 28
1475 1210 21
125 341 96
1150 101 80
55 588 30
937 855 11
276 214 89
1343 1000 31
1364 1775 100
1326 985 22
552 274 41
1350 1054 39
325 993 11
1238 104 64
965 1881 75
139 535 69
655 1126 81
1569 1120 77
843 325 82
1029 106 57
1809 1627 85
1660 517 96
461 1212 55
425 645 29
1438 417 27
1226 185 87
1045 1849 65
382 164 45
572 1883 46
920 764 72
569 1225 35
1741 620 63
1417 1839 80
765 1799 46
1384 1746 56
58 139 77
1650 1251 53
1598 1081 11
1085 1429 14
904 1198 42
1341 1483 73
1486 1707 41
1632 975 51
108 1072 58
1708 1344 14
1367 1344 16
810 1867 23
930 1343 21
541 280 19
319 1573 29
280 1728 21
138 1075 77
739 1278 67
411 1023 65
1193 121 55
844 983 13
940 309 74
1770 800 54
1025 1124 59
188 1056 65
1431 821 25
1495 1168 75
95 1066 85
1766 1583 24
1799 1239 98
939 128 79
805 543 28
947 1216 30
298 1239 29
1804 1746 91
397 1197 28
645 1624 15
1313 1328 18
571 1166 77
843 1499 34
378 573 18
440 1553 92
1368 1376 75
1188 63 63
960 837 43
401 1385 64
1152 1320 54
1504 1596 23
1402 589 48
497 1064 31
1461 93 99
1233 833 10
1185 635 76
817 1338 37
752 1193 37
385 361 27
1473 325 94
75 1747 80
307 885 51
362 348 75
1340 411 84
15 1052 39
1821 1616 49
1594 656 26
1229 1321 11
