962 2188
251 956 49
373 914 17
265 68 85
686 482 36
812 346 63
179 202 75
906 208 56
580 805 87
943 793 11
519 71 61
465 142 90
825 248 80
776 128 62
877 274 54
42 135 63
897 354 55
204 367 58
263 776 89
59 957 31
548 752 80
91 330 50
792 442 62
95 503 11
224 334 70
398 862 30
739 628 23
70 257 50
345 384 27
189 775 94
821 360 16
280 205 33
79 757 48
252 862 23
667 734 30
853 80 97
880 155 97
0 235 39
534 50 75
741 774 51
321 744 10
706 282 35
445 842 25
760 908 45
65 453 85
256 355 78
628 71 65
478 178 69
778 825 63
259 877 32
440 262 43
604 666 38
351 362 77
631 309 84
226 71 96
595 117 84
804 925 64
154 194 38
921 378 27
436 504 56
565 147 47
36 26 19
674 139 18
656 62 15
128 240 74
659 672 75
527 804 82
916 707 94
186 653 67
359 181 55
395 253 96
863 699 49
197 623 19
932 409 96
758 629 52
534 57 50
137 29 32
396 857 24
227 307 54
17 444 58
444 608 45
432 118 42
169 729 62
52 726 45
679 430 18
833 140 59
939 834 59
754 598 92
925 63 34
419 618 83
197 16 51
868 379 46
162 341 58
917 503 66
323 909 35
140 441 97
353 394 86
23 184 41
789 901 23
112 50 11
813 0 45
659 652 69
759 712 22
410 331 38
565 209 35
816 83 28
902 197 99
764 665 27
699 662 50
600 812 83
597 709 22
849 383 99
375 753 93
339 829 30
932 785 36
462 612 51
534 84 68
376 65 78
238 247 76
358 694 38
906 222 13
804 313 10
811 834 69
175 766 78
103 690 59
800 468 47
818 784 17
844 415 50
512 657 70
872 725 52
581 959 95
234 256 31
95 926 75
46 505 64
490 382 26
561 695 27
869 859 63
23 425 76
453 350 78
741 407 40
692 420 25
278 439 25
558 405 96
200 474 90
768 61 40
176 268 69
342 530 12
373 719 14
697 12 84
698 879 29
573 212 32
404 318 25
617 163 24
601 190 86
181 593 35
896 260 57
419 329 53
355 591 73
246 280 88
274 928 21
336 961 68
839 197 50
666 130 94
5 247 13
721 535 88
85 840 57
250 119 24
416 208 94
110 467 72
636 576 51
916 150 58
518 550 60
850 94 53
777 475 28
734 454 17
481 211 73
851 793 58
437 727 16
701 486 60
21 756 91
399 773 30
701 166 27
245 873 84
246 201 25
512 499 85
584 355 37
90 671 48
768 44 64
809 326 43
661 116 99
238 399 70
649 92 36
481 85 76
85 751 42
279 169 81
898 53 18
45 554 15
184 908 86
932 744 82
675 716 80
586 128 18
363 425 85
153 844 90
571 266 74
628 350 25
139 701 55
950 393 100
302 306 79
365 359 45
398 777 93
143 313 81
63 529 35
93 143 75
605 124 92
876 476 50
800 605 59
817 23 79
858 539 39
725 114 48
20 808 78
680 445 55
56 271 29
247 887 73
547 680 28
462 911 19
573 567 31
171 758 75
44 875 40
778 85 34
656 937 97
777 300 61
644 369 31
947 763 51
276 13 46
583 380 75
9 958 78
212 310 65
22 820 30
364 568 83
436 632 87
90 386 77
497 806 35
213 26 99
430 676 43
760 550 69
372 477 37
774 715 18
494 616 72
698 904 22
106 866 29
786 170 43
441 650 16
404 236 92
184 910 15
718 777 13
878 369 83
250 199 57
656 807 46
125 679 19
804 225 83
916 598 73
309 204 21
887 381 32
47 147 89
107 862 71
56 277 54
435 778 73
240 782 10
422 125 49
444 548 60
60 319 78
112 871 17
270 242 31
284 312 82
468 945 76
887 371 21
222 768 36
215 201 27
664 604 25
3 185 56
828 676 86
791 81 80
509 925 91
110 511 13
179 776 29
600 941 14
198 11 41
575 809 92
673 390 78
463 250 97
68 727 32
825 312 34
937 210 16
752 686 45
351 955 80
873 778 26
667 166 18
11 56 39
695 558 29
469 954 58
832 157 94
953 27 73
74 246 59
942 799 22
912 651 81
792 567 46
51 239 95
836 338 58
567 504 26
188 725 50
222 607 45
951 516 63
566 257 46
711 220 31
8 45 66
825 41 83
835 182 39
535 505 33
635 433 38
546 213 38
352 664 87
937 612 86
421 699 17
550 292 80
170 871 55
574 99 87
755 339 16
506 565 35
262 740 68
802 371 39
326 396 71
407 468 94
347 615 68
645 742 83
268 538 70
300 463 12
578 184 32
144 244 83
373 837 87
811 29 73
768 167 66
684 556 90
669 203 79
0 472 75
55 742 82
429 427 55
471 674 13
409 690 80
710 12 16
162 621 38
124 401 67
343 649 68
396 41 87
225 641 35
376 724 86
423 100 55
300 232 43
555 826 56
621 398 76
162 664 21
792 363 38
34 159 55
651 667 90
608 522 90
465 929 72
441 140 51
139 738 100
883 632 92
562 298 68
595 769 96
958 371 30
513 417 75
334 781 32
793 102 27
751 456 79
586 636 96
762 368 11
176 462 30
345 919 59
184 809 82
624 151 28
657 315 35
540 642 22
248 251 41
184 479 19
34 707 58
691 352 53
563 730 77
291 673 78
911 399 38
227 125 22
329 109 72
90 853 40
821 200 51
617 743 38
148 76 47
366 484 46
953 867 41
318 262 37
152 709 93
87 814 78
795 403 81
306 893 80
940 313 61
921 53 29
827 6 90
111 679 34
161 677 75
900 502 88
906 78 41
514 386 44
382 567 51
753 567 31
126 917 60
485 789 99
767 91 21
463 650 65
47 278 28
763 575 56
37 887 25
480 153 36
11 555 42
315 67 30
480 97 27
941 385 19
826 515 90
593 209 75
718 238 25
422 688 62
