2655 3349
2114 2169 75
972 733 21
2196 331 56
1429 1256 95
1906 656 13
1633 2594 65
1220 2468 32
1816 597 97
532 2165 25
611 1375 26
2037 890 51
285 1148 73
1772 1047 56
2350 617 16
74 2633 99
2265 2451 23
660 89 94
1062 2113 65
472 408 90
2614 1567 93
10 997 20
2124 2502 36
297 685 63
1400 2612 86
185 369 44
1058 1920 84
1013 1468 85
321 2602 82
317 2143 50
774 1169 38
173 1630 33
1263 1727 40
910 448 25
1395 866 86
172 1289 38
139 1446 79
1754 2329 47
1538 1820 66
760 1652 76
496 1609 67
2267 2211 62
124 2173 82
1664 1675 100
2106 1937 11
41 933 49
1292 952 15
856 934 43
115 1080 42
679 1772 100
670 942 81
312 2641 37
1752 768 24
2301 6 10
1962 267 90
1818 1430 44
605 2053 28
312 1779 83
981 1945 32
708 2022 96
1444 1828 68
1324 2164 98
727 1482 63
930 2273 34
37 2430 93
1396 802 38
2547 300 93
925 230 20
1237 1239 14
2441 1301 59
2119 225 44
2630 701 36
1478 830 27
2199 927 51
367 777 44
1595 207 38
1321 2261 30
2043 838 99
709 1071 78
690 1029 19
2454 168 69
313 416 77
161 1435 23
761 685 40
1980 690 74
2368 1543 70
1299 2279 82
300 1808 54
1024 2331 74
2007 2204 15
1956 1431 85
1783 1567 61
106 34 32
2140 1008 64
1981 537 77
399 214 42
2466 1429 61
2099 1579 78
1931 2484 25
2507 788 59
1746 1177 45
1530 2146 92
1200 1048 77
1350 2642 10
137 2103 81
891 559 86
1833 1552 87
1169 2410 47
2273 37 74
2370 2086 26
2561 396 64
2352 1901 15
1535 2583 22
1906 954 29
335 1459 26
543 743 86
749 155 79
1265 2413 51
2254 2042 58
1242 191 49
1790 2565 25
1364 1743 77
1998 2392 40
2072 852 53
1042 242 35
2607 181 15
2310 2319 73
2438 2126 19
2433 239 93
1667 2130 87
2631 2617 92
2490 2446 51
1680 2355 82
524 1518 45
2524 2201 100
23 247 98
2068 565 37
167 304 87
1760 1525 18
2476 1838 95
1824 2261 89
1847 1475 13
263 426 77
1887 60 42
914 1339 82
2470 729 85
2094 622 33
2007 1068 60
2034 2622 24
483 1317 51
205 1202 48
1780 1213 22
1410 846 88
68 569 57
1443 837 67
1366 2141 96
966 1408 80
184 2438 79
2540 2019 24
729 2515 19
623 1998 59
996 829 75
738 799 45
509 1910 93
1276 2542 32
1834 829 62
1087 716 61
