174 924
41 110 26
169 128 15
25 33 19
76 88 71
64 106 81
83 93 63
71 134 78
57 156 42
146 104 28
57 85 53
137 119 87
42 113 76
149 63 51
9 87 38
53 32 42
67 51 94
70 57 57
20 153 45
48 136 84
41 90 88
132 72 76
27 115 25
121 51 93
113 92 95
87 34 40
123 49 69
104 148 29
86 129 15
130 38 45
22 53 90
19 73 59
164 57 57
74 22 60
150 8 11
45 25 11
102 63 52
34 17 99
93 28 16
9 149 55
14 72 67
46 63 67
55 133 83
161 43 45
98 28 49
15 28 30
167 140 42
94 102 89
102 89 92
36 62 82
2 34 62
130 22 71
100 65 26
63 79 98
63 28 21
133 70 94
161 113 55
132 34 70
70 143 66
38 118 50
31 161 63
57 117 48
11 118 15
77 114 55
115 68 81
164 36 23
159 10 63
169 160 98
166 8 70
160 159 91
87 88 66
106 15 77
118 15 24
90 154 99
47 45 21
93 89 90
75 77 70
63 114 57
145 8 43
172 42 90
164 84 63
165 14 28
141 76 50
82 36 33
33 104 32
21 42 36
135 6 66
21 161 73
1 35 45
63 135 71
107 30 99
130 150 70
157 67 80
160 156 20
88 128 42
84 128 67
25 35 48
65 19 56
92 11 18
18 151 57
81 0 21
148 85 71
32 139 97
106 80 17
156 116 98
123 4 16
16 30 17
32 46 32
57 173 86
90 135 33
163 83 68
110 54 87
153 114 37
32 72 22
138 2 92
119 53 76
13 83 74
6 69 63
166 39 34
120 140 65
172 59 37
104 117 97
92 78 94
10 136 98
82 67 86
160 67 88
138 85 34
88 41 12
133 122 96
142 121 57
51 52 25
141 60 76
57 112 47
148 53 68
89 98 80
89 171 97
119 31 71
113 48 69
92 102 36
62 98 75
80 14 48
163 31 69
26 21 17
150 69 40
99 167 32
33 149 41
58 16 10
59 94 25
68 7 56
15 26 17
21 70 69
79 86 87
116 171 67
87 167 18
24 169 82
2 54 38
81 113 34
27 103 19
65 133 70
48 46 21
131 89 20
80 159 51
103 10 35
12 104 76
64 42 51
76 147 73
13 149 98
164 30 76
32 12 86
110 56 77
134 137 64
134 0 83
82 139 41
80 111 23
37 16 51
85 65 41
149 113 38
16 14 21
117 92 35
111 155 50
137 144 13
103 62 61
95 100 41
141 139 98
63 70 26
65 134 92
127 98 36
104 93 39
141 62 28
31 52 34
144 27 86
28 97 87
77 102 65
115 116 80
126 44 14
150 140 61
81 159 90
25 34 100
50 23 16
86 70 37
132 93 56
44 157 79
12 168 92
127 123 89
1 47 43
41 81 12
101 4 40
66 102 17
88 104 21
126 103 45
114 1 24
41 67 30
81 80 55
26 27 99
139 165 68
20 134 88
74 79 91
155 116 25
45 49 63
39 47 30
83 45 63
137 22 42
79 118 24
7 16 100
157 53 31
33 18 96
30 130 73
95 130 89
23 49 26
77 144 22
89 147 69
104 101 49
86 124 20
161 24 35
86 98 62
117 45 12
45 89 75
171 23 60
91 152 78
10 158 66
123 108 65
168 14 57
117 18 17
152 153 77
16 22 69
30 11 82
114 130 82
123 26 63
51 30 13
67 122 82
144 124 77
165 65 48
115 81 74
161 106 43
165 26 80
21 35 61
145 46 43
61 48 37
45 82 86
84 39 68
73 79 79
42 77 11
159 86 40
127 8 79
143 36 29
33 49 43
3 40 61
31 27 67
72 38 23
48 115 33
161 27 72
159 29 71
147 45 61
2 157 74
101 99 55
154 59 94
21 123 24
52 3 89
122 18 79
24 122 27
45 130 12
159 129 93
172 163 10
104 164 80
64 171 100
134 133 91
72 63 29
63 4 75
36 9 41
63 41 43
11 97 61
112 52 13
37 66 86
14 38 55
138 171 50
126 146 27
52 33 69
141 95 82
27 94 64
146 75 28
29 111 63
160 145 57
31 75 45
64 158 98
58 167 26
8 19 49
34 20 68
173 67 76
146 88 56
12 169 60
93 12 14
9 39 87
28 98 77
89 128 19
132 11 41
154 137 33
51 111 92
134 81 71
16 19 38
106 23 74
105 91 45
74 110 96
44 29 92
16 73 36
154 120 51
75 85 77
100 51 83
13 134 65
35 53 31
129 67 73
1 90 94
75 84 37
83 51 89
75 99 66
154 119 43
45 39 29
126 119 10
77 56 32
49 66 85
70 151 56
24 85 22
86 114 31
131 46 88
45 151 75
149 7 32
171 133 87
64 96 87
138 5 91
14 136 67
0 57 69
119 72 22
51 147 83
170 123 12
71 66 49
17 137 56
88 46 79
60 12 30
80 28 63
120 81 98
126 10 85
138 53 38
6 70 21
31 149 74
75 125 82
63 145 83
12 84 61
55 101 100
24 118 21
5 135 88
123 144 78
29 16 36
84 151 59
54 41 12
168 141 66
25 38 88
72 146 20
48 9 49
111 18 11
158 138 33
127 2 46
107 170 79
152 63 55
40 135 51
18 144 95
104 78 96
22 142 58
101 70 88
40 14 88
98 110 70
80 43 36
18 142 27
129 156 43
28 173 87
28 154 48
126 30 32
34 158 46
79 130 57
84 128 20
131 121 94
17 40 99
152 39 27
13 56 51
115 153 36
119 9 55
25 133 96
83 104 73
18 51 57
44 147 50
90 161 36
29 155 97
108 74 57
168 77 86
55 63 31
39 111 65
7 31 94
166 116 85
124 4 56
0 155 55
3 22 53
7 94 94
45 67 93
31 25 68
21 35 74
72 118 61
93 54 34
109 54 79
78 115 79
120 97 35
151 154 31
11 73 96
6 154 65
134 119 78
50 43 54
169 173 12
32 143 39
112 91 76
23 70 62
163 92 29
172 53 83
102 91 36
10 170 64
42 5 69
164 140 61
162 130 29
162 88 86
123 168 20
25 89 21
41 12 85
26 57 43
161 17 24
55 131 89
30 93 63
166 99 74
7 122 67
161 83 53
131 148 90
46 81 61
122 95 21
77 116 32
93 145 100
150 41 97
154 61 88
51 44 92
110 75 59
105 51 57
103 31 15
145 156 27
135 62 94
66 24 32
20 22 77
3 51 68
108 52 12
76 6 81
19 149 29
68 60 53
71 136 24
58 5 60
70 172 89
56 64 97
107 145 80
96 27 72
111 83 82
142 153 97
55 122 64
74 52 50
9 137 72
46 47 79
23 86 14
0 127 35
58 26 71
114 125 62
155 156 99
107 125 28
167 67 94
98 145 51
47 144 25
168 135 76
103 93 84
108 39 98
1 145 19
164 160 47
134 136 51
130 116 35
170 59 75
53 36 44
115 31 20
32 19 84
124 114 21
16 52 59
45 102 65
77 30 73
20 133 27
120 72 57
33 3 37
82 91 60
139 44 63
169 47 97
19 97 55
53 135 57
59 42 85
48 115 84
83 125 32
143 107 71
52 73 36
41 135 12
24 30 51
26 113 36
128 115 38
17 66 69
153 116 33
68 51 50
31 120 40
43 156 19
119 35 58
32 116 33
136 110 79
58 2 33
134 63 36
128 113 87
166 13 81
76 83 23
132 114 88
153 39 27
94 166 26
19 159 76
46 159 11
167 27 18
57 152 100
161 135 27
31 152 40
56 133 99
60 37 23
15 82 89
49 87 53
147 135 35
100 72 60
80 36 77
21 31 41
155 154 81
167 82 93
94 119 31
65 115 68
127 81 79
149 56 46
61 54 28
68 52 31
2 63 27
121 120 86
99 43 28
166 106 44
63 15 60
7 58 18
88 160 60
98 31 19
41 159 35
77 125 64
32 147 79
158 28 20
38 72 68
132 113 66
32 99 14
82 30 65
156 117 59
103 165 27
31 92 22
106 32 84
154 33 33
91 72 38
120 14 92
117 22 81
111 0 20
93 55 57
11 36 47
145 34 25
169 126 85
167 155 52
35 131 61
139 126 71
75 21 39
165 99 48
108 28 44
21 109 29
8 113 33
162 12 95
82 8 33
168 107 34
24 173 69
137 10 92
85 135 83
9 143 36
118 20 77
170 143 64
21 7 20
106 27 33
35 116 12
112 9 79
128 135 20
69 101 58
52 164 58
103 64 37
170 13 80
36 114 56
155 97 20
122 71 74
39 0 85
172 87 24
151 145 15
106 105 45
135 117 10
155 100 24
68 135 43
89 51 20
145 44 73
60 173 38
38 91 88
158 44 36
76 75 36
35 71 48
82 54 37
88 25 60
33 61 11
128 67 48
119 104 81
122 80 11
136 122 81
63 76 13
173 160 68
88 29 49
55 3 36
128 23 19
93 58 13
158 6 62
19 76 84
33 47 91
122 109 11
161 112 34
137 14 97
141 44 60
118 152 98
119 30 66
104 139 27
46 112 21
100 31 74
32 36 61
167 102 26
45 89 71
8 77 25
151 32 25
73 130 14
4 167 100
124 159 37
78 136 53
62 116 77
127 85 57
136 115 66
126 87 28
85 134 76
2 137 52
31 47 20
162 145 88
11 36 64
25 99 37
131 125 43
155 85 24
15 55 59
130 165 55
121 0 41
33 90 97
95 15 79
113 150 76
170 20 60
117 39 59
135 102 28
84 21 92
93 116 20
167 114 64
166 88 44
59 144 42
115 172 89
145 112 91
128 99 88
71 60 14
122 27 16
154 21 99
91 171 86
121 38 23
6 11 34
28 79 57
70 76 65
153 38 88
67 8 67
32 1 69
135 96 64
151 123 10
14 12 38
4 102 80
38 157 47
2 26 32
16 145 47
131 39 58
30 156 92
11 16 28
15 75 19
24 134 25
75 42 16
134 48 26
173 24 87
4 132 58
15 45 27
92 112 38
123 159 48
123 149 25
50 100 56
58 17 93
121 28 85
104 169 17
31 128 78
27 98 89
52 153 32
11 48 43
15 76 54
150 59 73
140 31 75
71 77 21
45 150 92
110 36 35
