2689 9565
342 2671 85
448 1630 18
1546 671 80
1954 318 63
1160 1889 67
1192 296 85
2003 322 75
1312 2007 92
2670 2140 69
302 2021 31
2300 169 80
746 1539 11
2541 757 51
904 1258 58
2224 434 60
2368 1160 78
2059 53 77
655 1094 69
1710 385 89
2481 2422 75
1545 2159 92
2438 201 69
875 914 47
1341 209 20
2485 1933 84
1273 1935 99
1029 559 51
49 1360 65
1750 1843 96
344 1047 17
176 1457 37
307 733 75
132 788 60
2460 1346 61
1476 878 19
1806 1152 65
505 376 88
7 1189 74
866 685 36
1104 1372 94
2245 712 57
435 2575 82
2551 178 73
2522 267 65
2219 1197 65
1211 203 83
2041 770 50
1893 324 12
325 789 58
841 459 91
12 765 34
1947 947 38
1601 1619 40
607 716 68
682 1717 64
1068 31 87
1543 714 61
950 2377 73
323 1469 93
537 341 40
279 1503 80
495 826 59
2274 542 61
1763 2285 41
988 2324 22
545 305 53
1364 279 100
2423 1760 60
2658 735 39
1809 1584 27
1847 912 28
263 194 35
1965 1278 86
166 1765 53
646 412 62
2152 641 10
2180 1492 97
107 1108 77
129 399 73
2685 1355 99
758 804 39
2350 1234 39
1365 23 89
2573 408 76
1710 2188 76
2584 1238 88
1202 1682 29
2659 695 12
731 1482 78
1184 2388 42
1563 323 35
1478 267 41
2008 2255 79
2319 651 72
262 2308 44
337 1270 59
861 1713 81
786 1895 88
1645 563 62
167 1068 72
1752 1835 30
2231 1717 33
1489 645 41
983 1241 32
1269 644 61
2536 2040 48
1327 2254 12
2035 759 20
342 674 74
2086 1166 37
1107 1183 76
2156 260 87
1628 2585 50
2515 2616 95
120 306 82
1501 1296 67
1688 2585 45
1208 2235 53
759 1529 60
1807 45 15
49 212 14
6 2144 68
2361 507 11
1308 598 55
868 52 79
512 2067 69
1027 1149 60
1279 559 79
2094 946 55
532 1076 64
2345 2632 54
172 1766 62
2505 1908 23
448 2661 48
202 1165 68
738 13 31
591 975 61
2207 2457 86
2375 1888 26
2155 1679 70
861 48 41
1626 1926 22
34 923 66
309 1486 46
442 2382 24
1205 1584 29
1978 818 67
2198 853 23
316 2328 12
2529 339 38
1518 1921 95
889 1140 28
