256 1788
241 8 61
113 6 31
23 148 54
235 226 15
216 204 12
59 64 84
115 100 91
29 192 95
58 19 97
253 162 58
166 130 90
24 111 29
102 101 89
251 226 31
220 243 47
212 82 100
199 106 35
108 130 64
229 41 11
79 201 30
190 228 32
108 89 51
135 138 76
176 197 18
161 244 91
145 69 86
61 128 68
109 73 17
82 7 41
33 247 97
62 213 39
249 134 34
38 133 90
124 12 48
158 251 81
126 41 34
87 69 52
124 223 46
3 143 84
10 67 24
239 60 60
179 205 74
103 92 85
59 53 56
22 106 22
182 227 18
45 93 36
4 81 77
138 16 23
20 223 37
180 216 74
129 182 15
215 16 41
67 177 26
157 148 48
143 4 66
48 164 94
56 147 65
42 221 85
78 156 13
4 69 48
104 231 34
248 131 42
142 112 76
177 183 22
20 150 64
61 55 96
26 150 80
136 30 12
21 105 100
141 128 37
187 85 88
102 79 28
128 163 92
192 98 84
71 181 89
56 54 28
50 71 71
121 205 10
14 175 16
154 194 11
164 140 51
225 155 28
183 31 38
34 107 52
40 247 79
130 98 77
190 195 32
57 141 56
164 16 85
128 248 78
90 99 34
42 88 98
236 80 78
100 26 34
160 113 25
237 229 41
179 77 39
109 207 47
218 40 93
9 94 20
5 204 95
47 16 61
113 59 65
176 142 48
119 147 20
19 240 87
44 22 39
12 30 95
227 247 56
217 198 40
136 117 69
39 150 63
218 131 88
218 176 24
36 86 92
68 137 100
92 187 53
88 155 71
40 236 22
110 0 40
188 254 29
199 78 87
173 48 26
226 178 31
173 74 82
31 64 43
128 148 78
21 128 56
122 49 84
180 87 63
139 20 78
85 197 75
32 216 82
84 30 40
28 202 36
31 200 66
7 121 33
22 120 44
18 196 26
177 99 87
129 38 57
199 96 69
72 57 63
114 224 11
95 47 18
26 204 56
97 27 11
81 230 11
203 242 93
93 244 73
138 137 74
18 83 93
51 154 98
202 252 69
45 185 84
52 230 53
196 230 38
134 3 86
24 185 84
191 244 23
68 66 68
232 142 30
46 187 81
231 82 25
38 111 93
43 120 43
177 98 94
33 48 35
96 206 29
75 85 37
208 150 73
222 123 100
151 249 85
141 202 48
224 225 68
165 197 30
235 54 12
166 173 96
142 83 98
40 53 74
242 174 54
182 192 14
88 26 87
112 241 14
231 165 32
250 255 29
9 132 23
57 41 57
159 150 64
49 253 31
113 97 29
116 231 19
194 217 45
81 58 30
142 144 28
61 55 86
86 41 59
31 1 67
128 254 22
163 134 99
179 239 18
182 80 68
78 85 17
207 173 45
77 255 70
36 235 16
10 217 26
148 11 54
46 195 70
49 53 61
62 126 88
112 206 81
242 6 39
9 138 58
106 211 49
141 131 12
229 201 81
217 218 20
240 153 10
52 217 92
80 14 44
155 82 19
217 189 61
247 112 35
10 63 99
44 98 100
109 113 22
39 168 79
231 215 39
245 143 38
24 247 10
126 25 97
207 252 53
88 81 18
107 8 45
236 102 88
18 236 61
14 158 41
111 83 90
231 150 71
234 202 87
100 145 43
197 85 20
174 196 74
79 159 98
104 33 60
238 46 47
172 164 31
130 84 56
220 51 81
115 210 49
41 140 37
94 63 89
131 14 86
51 121 94
182 193 50
39 252 13
15 73 10
197 240 97
255 28 11
232 120 83
229 18 22
36 213 82
107 25 23
159 209 85
227 187 21
199 152 13
178 216 95
131 36 94
144 15 75
90 4 40
50 35 38
216 196 82
193 236 52
76 26 92
233 37 41
224 97 69
12 170 52
26 111 73
24 183 35
21 207 46
89 209 38
40 44 59
107 27 19
172 204 50
114 93 15
232 208 70
225 203 78
41 94 25
177 183 51
161 10 61
42 99 58
28 16 90
88 103 33
213 211 53
4 197 69
255 152 49
53 252 81
17 64 40
70 94 61
41 135 48
242 179 28
202 231 14
107 173 36
195 95 57
166 54 12
73 30 43
118 218 80
100 214 75
101 39 35
39 116 66
181 71 53
207 235 56
244 150 30
249 185 62
160 62 60
236 148 59
253 33 31
0 84 60
172 82 36
43 187 73
142 23 94
3 216 33
125 47 94
54 236 99
167 122 65
80 115 35
75 231 42
116 200 44
192 77 100
79 49 88
37 51 19
13 119 59
86 21 11
120 138 42
20 106 98
176 174 100
111 15 35
241 224 34
169 168 89
179 252 14
2 63 69
127 201 58
131 137 80
72 247 34
213 53 23
152 74 33
38 79 55
186 45 14
100 129 23
7 64 91
246 143 81
233 176 46
217 10 80
167 143 91
120 91 40
205 130 57
22 229 40
192 84 46
38 23 53
200 196 49
87 143 50
194 103 69
152 123 87
167 228 17
215 90 65
251 195 42
108 86 84
85 255 99
6 25 20
200 50 81
226 204 71
7 103 63
16 158 91
70 175 15
73 136 36
153 144 35
161 20 32
133 140 12
152 187 29
193 132 36
43 51 67
39 31 33
180 240 14
114 158 59
167 162 18
5 89 39
76 35 23
128 35 30
252 144 47
172 138 59
179 4 11
140 185 90
201 170 14
35 95 57
20 9 28
232 99 91
239 185 26
57 152 36
139 52 95
25 104 11
193 106 94
148 230 70
49 205 63
147 100 31
147 112 79
254 180 52
78 87 87
153 120 43
135 51 64
