5395 7285
4503 5290 47
4949 4122 44
5247 1845 55
1608 2789 37
2355 1390 13
2894 4053 35
4556 5121 94
1499 3502 92
1835 4288 97
2771 4670 20
2601 4325 52
1747 4536 48
3186 5296 85
3535 4291 54
4418 2525 71
2466 2525 39
188 3644 93
4090 4797 97
2102 2298 14
1320 35 26
996 554 61
5198 4409 31
3446 1984 27
360 892 41
4332 1530 12
5191 3086 53
4410 2731 21
4345 1150 55
50 2008 35
1038 4196 100
1567 1311 77
4999 1037 18
4097 770 64
1466 4265 10
1183 1803 42
1536 118 84
1665 3689 29
5301 50 43
550 2683 67
3942 4984 73
2301 4753 53
4958 4587 86
1980 225 51
1986 3765 72
2514 1593 26
3296 4454 96
1206 751 95
2548 12 61
3959 2541 15
3792 3437 11
3203 2904 18
3005 4945 65
3237 868 66
359 4443 71
3830 3135 24
3515 4720 59
1159 2877 82
1595 283 35
643 3690 61
3369 2245 37
2181 1389 18
3759 5352 24
1435 3378 83
1609 3753 24
736 5366 57
4662 441 14
315 878 92
3858 4855 31
2136 3884 12
3273 1180 70
852 1263 98
1647 384 72
1441 2067 32
1208 4710 80
3897 4796 39
2972 2113 76
1303 3982 75
4844 2435 74
5319 5010 19
4701 1897 23
2027 4841 32
1953 3502 45
2286 2971 70
4853 3310 82
4549 3123 98
2499 2378 52
933 696 12
3696 294 29
554 4677 10
978 2086 60
3086 4195 36
5203 1995 82
980 4831 98
4022 3410 53
2326 1042 22
5063 2931 67
3475 41 13
2479 1210 21
3825 5273 11
3760 2396 29
3582 3167 74
2171 3926 23
2807 1467 94
92 1906 59
545 3569 45
734 1325 22
2921 3022 39
4333 1699 22
1265 506 66
4001 4281 63
3915 1431 61
1131 5342 10
1784 2047 12
2311 4532 36
2700 1531 14
3516 3374 38
347 4446 89
5091 3161 43
5338 1738 47
999 4225 39
380 2819 34
3990 4796 90
2336 5174 23
203 445 66
1161 5086 10
4625 4694 52
70 1055 36
1933 755 49
686 1134 67
2608 3793 79
3832 988 58
649 529 63
818 3629 77
245 3906 79
4957 4377 44
4063 4044 13
2557 1616 26
4506 2439 79
4839 1792 32
5269 2866 74
4019 858 14
2206 3558 31
1583 686 36
1852 1708 38
3570 5380 98
2783 3935 59
2235 5024 92
3914 2056 96
1632 358 78
430 2250 62
3362 4333 89
472 1182 22
3685 2273 62
2425 1319 15
4051 5269 14
567 3795 42
29 4636 85
3835 843 60
2060 2331 15
335 681 37
2174 4566 68
1351 639 74
3394 3140 56
963 3593 13
2377 1991 10
5024 1957 73
2908 1998 19
2364 3449 67
4133 1469 50
4228 3695 41
1406 606 86
381 4740 45
5172 1564 35
3724 3400 95
2124 269 38
3482 2669 68
