387 8926
105 251 18
144 346 17
119 242 21
144 117 15
343 272 49
89 99 43
22 213 10
28 15 77
156 179 35
25 344 50
29 89 42
21 94 36
228 185 99
7 173 69
7 251 85
131 255 49
105 125 55
187 136 99
248 288 79
81 286 87
81 304 12
365 99 70
330 264 29
376 378 56
272 163 75
117 335 19
6 18 28
191 144 10
19 339 32
339 81 62
74 85 96
314 322 67
242 47 39
342 39 89
262 246 57
101 345 53
292 275 49
342 41 69
270 248 98
344 385 73
228 74 56
188 157 91
97 284 22
108 323 10
345 244 69
82 379 67
224 50 81
137 60 45
340 336 37
129 94 30
114 26 30
334 34 43
150 245 28
143 367 46
19 206 14
119 139 96
356 259 49
73 201 61
341 356 83
285 117 14
307 138 20
306 313 65
331 221 56
108 158 96
380 118 22
16 85 47
59 37 76
354 158 75
16 27 35
278 359 79
59 58 17
40 94 56
48 326 18
134 31 97
212 365 67
187 13 14
386 285 22
349 330 98
275 258 22
184 282 35
324 268 62
266 75 44
15 173 58
340 355 12
143 214 41
65 250 75
185 225 35
171 334 100
86 20 17
257 22 49
338 150 50
60 81 84
118 375 53
101 19 37
203 331 81
219 270 15
244 100 98
136 246 23
230 77 49
107 359 21
304 261 53
165 86 49
147 39 86
240 195 26
68 368 45
161 374 57
378 31 27
345 144 84
339 270 69
289 265 72
113 134 98
64 122 68
147 149 86
131 305 92
251 159 38
129 322 21
301 110 39
258 348 21
121 38 70
84 365 33
212 180 58
166 122 99
229 177 69
294 346 66
321 131 64
161 112 66
58 189 49
373 3 64
5 276 88
209 217 83
205 27 87
260 61 49
161 301 20
9 95 22
42 287 27
372 100 40
251 267 50
350 224 82
46 381 98
327 66 100
148 68 15
229 26 38
254 253 17
186 362 36
315 13 19
119 361 32
307 233 59
335 256 92
163 164 17
85 126 38
49 269 60
314 83 88
192 382 70
331 107 18
259 293 86
73 342 14
225 50 83
124 2 50
347 320 68
309 202 89
39 264 98
164 364 12
194 268 53
283 146 91
205 199 12
62 250 42
243 213 52
91 370 15
378 356 66
103 292 47
307 246 56
