363 2494
278 298 94
260 186 63
124 336 85
184 306 50
290 11 29
205 163 46
216 59 75
32 53 54
257 251 80
200 357 72
199 142 13
70 38 25
100 78 74
80 357 62
334 5 36
259 186 70
47 186 34
75 32 27
101 288 73
79 116 38
241 30 59
254 261 49
33 235 67
184 179 51
25 334 55
5 210 56
101 156 83
63 48 67
282 345 47
241 337 93
243 263 63
126 284 54
267 41 84
177 312 18
277 154 38
16 333 19
1 313 75
362 279 64
55 47 42
185 160 63
361 176 63
167 284 76
298 251 35
83 310 13
172 37 27
5 22 92
355 182 35
233 90 78
3 317 78
163 274 78
265 317 92
298 320 57
228 39 57
330 58 82
182 288 65
104 265 97
175 274 52
357 88 98
242 320 25
70 260 91
111 222 97
340 239 97
165 11 27
239 171 59
310 205 81
108 264 44
170 331 52
232 315 94
277 90 61
170 171 91
109 49 30
221 153 38
356 319 85
191 246 13
30 210 35
191 216 65
192 11 87
82 316 38
212 255 76
59 192 29
172 294 54
68 280 61
259 255 48
197 125 70
324 225 60
10 142 69
63 254 36
171 282 11
6 110 65
353 308 54
254 351 82
59 237 38
18 296 38
52 204 84
257 264 83
56 265 25
146 291 76
284 190 51
137 99 42
223 255 99
59 194 34
342 252 90
63 10 41
22 225 91
39 126 17
201 215 79
203 111 63
162 32 25
294 214 22
35 161 64
211 221 60
42 205 85
133 38 35
95 329 48
281 319 34
166 220 90
170 107 75
2 56 43
360 193 56
318 245 82
25 22 62
101 105 88
107 147 80
48 288 74
136 62 34
22 344 41
162 230 84
182 2 18
37 299 31
140 132 22
113 254 39
292 54 62
290 266 82
35 177 73
164 79 78
41 147 29
8 135 36
130 121 84
11 88 11
109 328 66
87 326 49
221 272 33
81 144 84
143 185 10
353 212 41
24 46 80
82 336 37
171 140 54
2 34 68
102 234 67
162 262 62
11 86 73
132 361 91
168 282 94
137 109 62
196 39 61
1 152 80
114 205 40
100 125 34
41 196 35
132 63 92
311 330 77
255 351 58
23 97 99
337 267 75
12 268 39
53 139 26
117 100 77
288 230 99
226 178 27
278 247 19
208 229 85
89 358 53
33 250 25
244 136 13
12 268 30
54 336 90
99 143 100
7 291 57
109 154 38
329 286 78
162 134 42
331 310 53
8 251 59
26 275 56
133 85 83
151 137 51
163 70 65
140 117 76
164 133 45
141 126 14
27 174 93
211 359 71
357 20 25
335 119 63
291 248 15
348 149 16
162 44 99
27 235 59
104 136 23
271 137 43
270 309 65
351 294 95
350 43 82
68 288 13
157 283 11
31 75 95
177 241 64
331 71 39
321 359 46
318 191 99
9 13 97
326 148 34
142 203 59
296 57 65
46 174 95
89 225 21
183 52 32
134 14 78
109 45 39
118 243 94
75 262 62
96 141 39
43 282 79
230 244 77
81 340 89
50 152 30
344 346 59
156 295 19
56 293 36
39 328 21
135 163 19
94 325 19
125 241 54
52 246 10
319 346 75
7 269 48
300 348 12
121 294 42
184 56 79
41 181 53
318 187 45
292 339 27
303 256 24
195 18 56
216 187 82
285 313 90
169 259 53
209 215 86
21 272 75
133 333 30
280 26 31
322 63 89
319 255 11
280 114 86
26 232 10
334 86 67
168 71 91
236 132 91
285 362 17
131 16 29
353 261 39
344 290 55
132 138 51
346 189 45
6 315 89
101 153 32
132 292 89
65 79 92
242 106 60
76 291 93
201 286 64
275 79 53
53 305 92
221 51 100
1 335 79
177 136 78
241 359 45
177 216 84
193 203 54
220 274 69
116 132 93
213 50 34
15 217 69
145 247 47
173 313 14
142 269 49
239 20 28
109 356 88
278 82 70
212 334 75
263 69 12
201 8 29
118 13 13
302 326 85
320 236 76
339 189 57
50 69 62
342 273 16
223 29 60
252 278 90
192 313 82
117 148 36
274 192 18
289 7 97
246 138 82
124 140 32
343 273 40
124 154 38
143 184 99
171 96 13
183 177 49
206 185 96
60 155 22
258 263 87
97 233 98
121 350 82
98 220 14
315 12 34
291 162 62
242 343 15
28 94 95
296 170 53
231 2 12
96 15 54
129 314 24
185 255 71
202 283 81
136 313 78
164 89 93
267 60 93
143 248 43
212 357 31
309 138 16
285 74 62
83 98 18
147 130 81
112 325 30
170 207 39
196 218 99
92 231 73
189 179 37
207 283 14
158 18 83
120 332 89
175 83 96
176 38 82
4 114 75
223 246 58
46 30 39
37 41 29
312 298 44
279 315 64
358 145 11
289 88 57
45 15 83
