2887 9110
2059 1648 94
14 1696 30
371 1167 31
2465 146 88
1416 1754 63
2678 2855 62
2179 1403 37
1521 104 11
1229 723 70
1160 1893 65
2772 1848 36
959 2085 85
1593 2864 42
773 1465 70
1971 2365 60
2631 582 65
1371 224 91
1803 1448 42
1787 1067 10
517 1865 61
1337 1680 97
2151 1002 87
84 322 34
429 246 49
1750 1157 32
2724 2096 82
1424 1822 75
1113 1863 91
2336 2731 65
2577 1652 71
436 1692 19
311 2171 63
1961 1161 100
2141 2383 48
493 2604 50
240 2283 29
2817 1689 44
399 87 96
2744 2761 54
1657 1650 20
1564 2674 97
1544 1858 39
185 480 32
2165 2561 83
586 1596 89
1634 2362 40
811 2250 87
70 1828 45
1361 2112 82
2654 529 91
2050 343 12
1053 2126 22
2032 2590 15
108 2836 56
1844 814 74
948 2784 13
2663 2632 84
1444 550 73
14 1133 64
2535 1010 44
837 1475 21
832 32 93
493 2425 20
927 1592 18
1846 241 55
2693 1011 10
2829 2576 14
237 1369 49
649 828 39
2351 1469 63
2337 2708 99
441 1351 13
1723 2415 98
1681 1528 47
712 414 90
1163 691 23
2241 25 13
1157 1894 39
242 614 71
2719 2363 67
2871 53 35
1521 1256 97
2829 1395 70
579 2128 90
81 826 43
413 1614 70
887 906 55
2623 441 78
212 583 32
2145 1287 95
951 330 42
1457 241 41
1846 886 67
2369 1614 78
2353 2404 32
1901 2657 22
779 226 74
802 326 99
1429 1297 85
240 2341 75
1354 1413 82
1046 1520 85
365 1546 25
1478 2148 41
2467 2436 88
347 1397 79
946 1813 100
1494 223 21
1905 78 44
2584 2460 88
727 2314 15
2254 397 96
376 58 87
1624 445 99
858 1619 95
616 2022 87
2299 376 92
655 2247 28
2669 1230 85
2736 2450 23
1742 2057 32
172 1107 87
2174 2193 48
2003 664 11
951 1551 53
2310 2320 66
570 1520 48
1526 154 82
176 2262 11
2228 1688 85
1877 1850 81
240 2530 22
1510 1478 85
1777 1975 27
1345 1962 92
2327 704 81
817 1715 35
311 124 100
1906 838 24
2038 4 60
73 840 19
1960 66 13
290 702 57
2071 851 29
2498 1053 46
550 1611 82
358 2045 76
1426 1291 90
1036 2446 50
1323 1637 40
1463 309 87
809 2852 62
2743 1088 11
1776 545 79
728 1430 21
1998 402 67
288 2515 10
365 2135 99
1737 622 31
1493 1845 38
2142 817 27
2412 1818 99
526 1949 67
2214 736 19
2085 902 87
1499 2118 33
2740 975 83
1401 1402 85
1983 63 87
242 1513 78
2630 539 22
1563 1359 76
2255 2710 57
2839 984 80
2441 1453 37
2734 1051 10
1530 2587 45
1081 2723 44
2379 1596 58
2767 436 43
1211 2592 80
2830 2278 63
1183 2046 52
337 718 69
2405 895 41
2136 1981 93
2132 2034 78
497 2629 92
846 1476 47
1906 2216 69
55 1862 67
1160 300 75
443 2574 93
1813 2769 21
794 2012 81
1113 1799 95
45 1615 39
1004 1938 70
146 1790 50
2219 114 56
1702 224 70
248 879 98
502 1521 10
659 1334 73
137 2798 66
981 997 43
1233 221 72
79 375 94
2825 1031 71
654 1146 78
1386 740 50
1055 2436 20
2355 2566 88
736 1776 62
1081 1733 79
1739 1355 57
1279 2487 75
2204 2416 45
2284 1297 98
401 2458 47
379 311 30
246 1789 92
523 2258 56
733 1527 29
1153 2423 10
149 139 88
68 909 45
2776 2675 59
2759 1979 47
836 882 13
2030 1452 41
1728 458 91
1398 2350 99
1559 721 68
1388 881 12
71 138 96
370 1076 39
403 130 34
149 2763 79
1068 2612 62
415 587 30
2435 2096 90
1186 535 31
941 710 89
1843 1733 83
1657 1852 23
1219 2087 20
1978 391 56
716 2178 44
2057 2547 68
962 1843 25
494 942 65
2298 2112 90
2333 2115 41
0 88 63
2040 83 68
312 924 75
1298 771 77
1192 339 16
1295 2200 52
704 2708 34
224 1331 95
463 1725 29
1027 569 35
1187 1508 36
1285 1474 68
139 31 14
32 2442 82
2469 1149 65
2303 1843 84
1126 2324 81
395 1796 81
2106 503 27
2143 1153 58
1000 1784 88
1680 1061 12
1049 8 70
1980 1620 60
1494 2037 13
2777 879 30
763 2448 99
2058 612 57
1810 2358 30
2586 1301 43
306 1082 75
2851 111 45
1522 1033 32
2140 2311 52
2859 367 97
2320 1683 67
1266 2661 47
939 1759 33
1314 2781 89
1616 1653 81
729 1054 96
1340 2211 13
32 654 60
2530 310 97
2419 2556 53
2020 307 33
23 1571 75
1815 98 88
2164 661 56
1553 979 63
1797 717 19
303 2048 74
2342 20 73
2148 1689 77
2818 1561 61
729 2665 39
912 1331 99
923 1184 77
2711 871 56
728 1430 21
605 1663 47
2243 1917 34
2397 659 45
84 2556 33
690 2734 80
2746 671 81
910 605 58
2607 649 89
1891 27 42
2254 461 88
2759 1432 71
2636 175 12
1885 1392 80
1439 1287 64
641 2387 76
1749 474 53
1536 1663 100
1383 1026 52
2688 268 57
635 2362 27
446 267 30
264 2203 82
1266 798 83
1602 2558 36
1963 564 37
674 2637 70
1988 1414 21
1949 2523 26
1958 2415 79
1375 1506 81
24 1603 75
2827 14 17
683 704 21
2856 2392 18
65 1668 76
2554 339 81
193 51 83
1934 258 31
1312 2827 75
1207 2384 46
1580 27 54
1703 1252 17
2439 1675 52
1741 2505 61
1493 1588 54
94 1610 60
1065 1173 75
1287 1938 36
1398 478 77
1669 2684 25
1645 1365 63
1987 813 76
2571 2270 99
2594 2685 55
800 2124 91
1415 2572 16
2404 1025 16
570 2423 68
1446 1918 75
1665 1117 14
108 1480 59
897 2068 72
1081 2481 57
61 2058 26
2452 1552 86
1011 359 84
2871 1435 89
1823 2491 96
2255 1907 47
2153 2421 61
2638 2368 74
1981 2531 84
2125 1982 49
1494 2863 47
39 139 50
1257 2227 26
1189 1081 86
2131 1397 24
1422 1832 78
228 1120 42
2636 2041 36
1031 870 79
1782 1395 11
1312 2750 13
628 731 44
336 471 63
1097 1955 75
278 1533 17
2158 1811 54
23 271 66
2664 2727 68
6 450 26
2452 1029 43
1013 2877 74
860 1061 77
1743 2424 20
593 2166 44
1891 2511 15
2786 1124 22
1540 209 84
1266 284 38
2420 2365 95
1737 2854 75
4 1825 28
986 1812 32
628 492 55
1559 2745 83
1450 1754 42
545 302 15
1069 2124 63
384 1641 47
1681 1277 14
2849 814 30
2305 2328 27
232 1501 94
2045 1102 94
1064 723 11
548 528 48
1642 2054 79
556 1893 82
1302 962 18
1753 946 70
2005 940 20
772 2517 88
2096 1052 38
2542 242 53
769 2312 14
1718 1407 52
2218 2782 45
762 1147 97
1020 959 89
1602 1489 48
1252 2520 95
806 312 78
2688 2536 15
305 2237 28
2690 1677 82
513 759 56
895 2687 84
884 2673 48
1594 2410 89
2465 412 100
347 2019 59
1022 1692 100
2407 894 22
375 954 70
2032 180 19
2613 2428 83
920 1731 50
384 456 37
962 951 51
220 2437 57
611 109 37
712 2770 78
1318 2508 90
2447 776 20
1216 2331 83
585 1626 16
1996 2115 30
2246 1684 37
1724 457 54
200 2040 60
983 1013 33
2436 2499 49
567 1569 41
2536 1702 83
1124 1296 38
2001 1232 93
2058 344 24
1916 860 37
1347 2013 71
337 1176 65
237 1900 69
1730 1040 45
2856 1271 19
965 2316 43
2435 2320 65
2192 176 78
430 1038 80
2496 289 21
2853 2195 22
1581 1692 32
1092 1814 95
89 10 68
2511 36 89
2595 2732 14
1375 1920 71
1722 1103 26
2840 1117 55
1757 290 66
562 2783 63
1293 1629 25
1186 2605 92
1637 1838 84
398 2174 35
263 625 96
1464 2382 64
115 603 41
1548 481 32
1254 742 49
1356 1030 92
2237 1962 37
655 774 34
2384 601 79
1091 2018 97
2839 38 61
1341 1189 13
1555 901 73
1853 879 64
241 316 34
2738 1510 51
461 2305 61
2575 2115 18
1563 1263 69
654 769 74
991 342 27
1151 1655 69
1242 388 42
881 1104 87
504 2590 89
1966 2640 62
464 695 17
127 746 29
725 2479 85
2795 125 20
1805 26 78
1100 1375 23
1764 2569 97
781 2765 90
229 1922 20
1362 2523 23
2258 1304 83
1683 724 31
2677 1714 43
2591 486 35
167 2068 84
180 2143 75
410 1931 13
484 2880 40
351 2710 62
1092 486 88
31 1808 89
2772 1371 50
1963 133 35
2079 2223 78
2777 611 67
1551 1200 61
2108 56 23
1953 2539 29
233 1287 69
1059 2381 84
2762 387 43
999 1729 55
2498 815 21
2475 243 86
1503 2301 63
1873 1350 24
547 603 37
2790 1617 77
347 1183 32
2192 820 80
480 474 46
1622 1169 52
2269 1931 30
2545 349 44
1775 1538 30
2879 409 62
2181 23 50
1135 1264 60
2747 477 39
1869 1589 63
2239 1827 68
2406 1026 27
861 305 94
561 2678 66
2135 370 27
1523 52 55
1268 314 27
1866 2734 35
537 1046 14
989 2743 72
2769 446 56
1309 2793 74
1654 1583 47
1420 1978 81
422 199 65
1317 1146 50
240 1391 23
771 2743 68
2284 1798 64
1224 1395 40
264 2654 57
2308 2377 53
694 2353 10
348 1847 44
993 2295 34
170 1695 36
1244 2857 59
1606 634 48
1531 593 60
281 971 75
372 1062 58
106 1522 10
1162 1946 67
1200 256 63
2654 2734 79
1314 248 65
1291 778 13
1070 818 48
746 1682 55
904 2188 18
204 2561 73
1011 902 78
788 1164 62
2832 1305 20
1031 53 30
2456 1038 10
1550 2485 10
2123 1916 11
715 2597 22
1404 446 25
648 152 12
2179 2291 75
1781 132 23
1255 1748 78
1585 1248 86
1328 1136 77
2648 1239 40
581 2587 94
1299 2258 41
1091 2355 35
1418 2264 74
2781 1019 67
2734 137 44
1822 302 84
1023 108 100
2206 2680 53
707 600 76
1279 2384 51
563 35 33
1776 1671 12
1286 1554 15
97 1766 11
1608 1810 98
1015 1510 65
2398 444 96
19 2535 91
496 454 28
499 2730 46
296 2748 34
1466 2674 90
23 781 36
1908 1111 65
1491 634 59
91 523 82
2000 2170 84
1577 1975 18
142 2664 11
1114 2810 13
170 246 77
1745 932 43
1531 590 14
1857 1005 54
2664 2029 44
1401 171 52
1674 2869 16
1183 2578 37
2801 1247 70
1556 826 32
2466 975 16
1020 1492 10
7 2318 43
2050 2493 67
2214 2822 53
2342 1764 99
2756 2634 33
1817 1927 84
239 1566 20
2093 612 22
1329 1931 29
854 502 82
221 319 55
2286 2030 50
1230 355 88
748 485 33
13 2101 56
2588 1200 24
2444 751 59
236 478 93
2796 869 39
841 2209 93
2151 601 13
2029 872 35
1169 192 26
650 1084 29
286 2555 69
2480 1106 57
607 1951 25
2610 626 82
489 2688 87
2605 615 57
1621 2567 66
1465 603 65
1359 1302 24
1531 197 99
1799 1567 14
2343 1681 100
1445 440 10
2666 378 78
1328 2862 43
264 2436 35
1272 374 97
2545 721 74
176 1052 46
715 1705 20
914 1027 87
2786 2860 91
2037 922 37
