4860 8424
1620 641 59
1786 1484 92
2496 1143 96
4360 3720 65
3320 2153 29
62 3619 55
3403 4296 26
4670 3426 16
3799 4686 62
713 2052 26
48 1702 84
1842 4232 91
1276 1817 89
2611 1791 37
4705 944 37
1717 2212 30
3680 1788 58
2359 51 91
4639 120 13
4544 1374 61
1372 2362 30
4375 3617 88
377 456 78
885 4224 47
1933 2512 48
708 1492 80
3007 2056 18
4854 1895 48
1658 1623 84
2303 3948 83
3797 2208 60
937 3176 77
2145 4591 63
3593 3687 57
2547 3950 87
438 557 15
3 2520 89
3086 3625 40
1730 109 68
3384 2059 79
1603 2748 83
2493 2257 65
1102 1343 20
2539 1805 28
2085 192 17
3744 4516 54
2290 4152 35
3850 4052 79
3351 3788 39
4600 703 81
1338 4716 65
754 390 25
835 3619 92
935 1782 78
2723 4792 32
1475 3161 74
2969 4668 87
1890 1867 21
2889 2106 76
3708 2452 58
4229 4676 82
998 3322 34
3187 951 10
4790 3377 21
378 2808 44
335 4053 70
3231 1985 85
3716 3522 24
1961 2222 21
4457 2068 31
1259 3131 37
1362 3403 86
2889 2700 65
4423 2452 55
151 2913 67
32 4778 86
4632 1853 89
4285 1229 18
1317 2756 64
3634 3801 20
704 1725 77
3566 1960 59
1958 4287 47
791 3929 73
976 1110 18
3186 632 12
1911 1478 44
4479 970 35
2271 2602 63
982 3602 16
1767 1035 56
1447 1634 57
1944 2954 60
205 709 18
1872 618 100
4090 4358 37
2348 3739 35
2511 4528 13
4759 3451 63
4705 679 86
3674 3359 38
4092 2162 80
4430 2134 46
1358 1595 47
1630 4517 82
2374 4344 40
256 859 27
303 2404 15
1863 432 69
626 514 70
3506 1327 61
3084 3824 24
683 3403 94
917 3163 47
4798 3783 73
1002 526 96
770 3782 38
2780 2711 29
1090 1766 87
1545 552 97
3787 4533 100
2949 4655 56
123 622 15
1985 2166 54
2671 4710 19
114 948 59
4056 3743 75
1766 4259 52
1967 3847 51
4640 2205 78
795 233 70
1669 1211 43
1305 138 39
4716 4431 99
519 1659 32
411 2182 83
3250 3748 92
2933 699 53
