274 8726
90 13 58
130 167 16
82 75 64
236 15 82
104 148 87
189 38 46
192 187 49
200 184 72
96 126 87
0 103 89
150 245 19
237 30 10
264 0 91
83 249 30
195 188 74
258 118 77
110 208 73
235 183 17
195 26 64
35 173 32
107 123 41
189 93 62
158 215 81
88 271 87
210 242 40
86 208 87
63 40 71
165 7 33
250 136 42
199 13 16
269 271 68
188 244 58
9 131 18
131 17 88
165 243 49
56 227 70
216 208 65
218 42 14
214 175 59
245 52 48
31 80 73
146 187 92
114 54 19
42 98 54
106 212 41
127 147 24
108 104 13
142 111 55
163 113 80
38 204 64
243 163 81
78 110 73
207 4 14
138 134 40
8 246 39
234 264 95
66 212 81
153 198 52
145 15 49
194 184 83
177 92 94
30 175 55
44 262 71
219 5 44
211 114 58
137 154 82
262 147 90
63 273 58
72 188 67
151 84 16
244 90 77
122 184 98
183 31 88
216 253 43
237 166 20
149 157 10
53 102 42
186 37 73
255 176 21
67 249 23
170 218 73
195 217 98
73 39 22
73 131 67
89 118 40
260 203 45
191 262 30
247 92 22
179 121 60
9 0 77
224 253 60
86 214 40
228 114 28
89 105 76
70 165 57
261 141 38
259 194 18
98 131 58
170 240 53
114 254 46
151 226 62
134 208 24
152 127 89
199 220 22
237 271 29
160 188 49
208 179 17
182 249 11
222 33 45
108 180 58
0 201 34
10 29 43
186 59 76
159 177 85
8 2 13
51 58 17
173 236 50
9 2 21
142 90 76
248 80 77
256 21 58
191 179 29
133 18 27
42 193 73
131 104 23
265 109 31
233 270 67
70 207 75
43 109 52
268 62 11
114 98 66
148 172 100
271 91 24
230 71 20
234 223 79
53 67 32
217 20 37
171 30 34
269 186 62
136 96 82
249 77 44
255 228 24
239 164 70
236 262 54
238 124 83
123 143 22
77 24 70
156 171 47
246 133 12
134 85 97
209 100 68
221 245 42
171 150 48
100 23 92
115 201 21
246 65 29
107 94 83
132 185 12
59 19 64
105 85 57
214 106 89
167 45 64
171 99 97
123 0 45
144 42 66
113 48 84
18 204 28
49 19 38
161 48 44
253 61 14
108 3 23
82 244 39
218 49 81
243 96 14
20 252 50
271 79 82
156 180 13
266 39 40
89 189 72
92 177 55
179 133 63
263 68 59
68 55 73
192 42 26
268 236 47
100 209 71
171 53 22
186 226 24
167 6 97
134 191 13
162 43 100
195 218 91
161 215 77
162 57 12
32 255 93
257 258 15
10 205 41
77 132 80
65 202 63
29 11 70
182 62 70
155 24 56
190 126 58
199 231 17
256 206 28
86 222 28
259 31 26
128 91 96
148 268 16
47 117 26
145 129 24
71 0 29
108 158 25
94 268 72
271 42 85
111 165 44
147 84 84
6 131 94
263 160 42
145 90 18
10 135 70
100 155 51
15 163 59
133 56 50
22 251 38
70 117 83
228 148 56
232 157 66
6 111 22
230 120 42
104 24 51
190 157 57
26 227 51
174 123 12
246 107 93
145 127 50
234 109 37
208 164 82
90 244 51
262 19 26
115 189 93
210 166 79
91 108 20
241 207 72
179 94 60
15 109 13
252 246 86
153 14 49
188 235 60
115 259 88
223 100 28
221 22 63
29 24 19
52 22 14
93 67 25
203 190 60
137 160 34
223 105 16
234 79 98
43 149 68
123 99 35
158 199 51
132 26 81
246 34 37
87 178 38
72 147 50
146 196 39
26 211 79
158 106 100
74 121 20
211 28 43
1 150 73
172 19 80
270 244 84
158 145 21
211 245 29
182 2 89
221 257 72
167 212 46
117 194 22
11 95 71
38 41 34
210 96 11
36 98 31
8 180 80
13 86 15
250 251 40
255 203 18
120 115 43
155 242 21
229 70 34
248 125 12
68 164 98
114 59 58
156 38 42
28 127 93
214 151 94
26 259 12
249 144 92
210 93 53
85 202 93
214 209 13
165 136 10
84 2 61
197 180 62
240 252 25
38 36 65
99 156 72
11 38 71
72 90 21
220 188 44
78 79 11
254 178 58
260 163 88
209 140 100
127 255 13
197 133 10
22 148 28
171 89 62
156 234 12
130 265 41
164 104 15
94 53 72
123 189 62
190 112 100
96 40 14
246 137 85
95 93 96
60 121 70
179 177 62
225 183 76
116 76 30
70 72 70
100 67 12
94 237 66
86 58 50
72 250 27
264 23 52
153 27 23
147 173 95
254 24 70
30 170 93
261 249 75
144 195 19
90 118 98
80 251 53
166 160 23
172 157 54
124 204 94
118 110 70
93 114 81
263 130 53
156 105 36
213 263 90
268 132 92
5 185 58
51 116 85
148 20 70
56 87 41
40 237 25
251 25 77
112 174 29
90 97 24
31 142 58
125 200 88
42 186 42
1 115 33
148 256 29
121 236 12
55 27 24
32 82 98
102 137 68
182 165 20
165 185 79
38 86 53
54 53 89
179 251 53
264 56 11
193 116 48
209 1 66
184 104 80
90 102 22
98 15 58
235 102 79
40 83 100
105 55 89
30 107 14
32 79 10
255 89 17
0 247 54
192 217 74
99 44 34
147 183 35
182 254 84
97 52 51
150 164 69
227 155 39
164 116 52
190 37 30
150 17 33
9 25 97
186 143 92
115 209 92
212 74 27
70 82 49
209 97 46
218 97 66
221 115 51
155 28 69
269 163 22
35 38 81
50 187 100
