2643 5060
1096 375 92
170 1083 79
2033 2187 10
969 746 79
631 75 39
1059 252 92
2325 1780 74
2520 734 88
941 1435 50
971 2340 14
299 2429 65
1240 1246 81
129 1625 26
2451 1421 10
1473 2155 98
1080 2351 80
1495 718 54
680 2638 57
1950 962 69
1479 1030 76
1835 2330 48
570 134 27
1200 324 47
2145 2468 39
505 2133 24
1979 1548 34
1746 1413 46
1895 1851 89
551 874 30
1709 713 12
1564 886 65
1505 607 92
860 2448 10
2226 2410 61
1442 1506 79
1590 1557 16
866 2446 57
602 206 35
767 353 44
469 2218 19
1571 1698 89
784 2530 50
1676 825 20
1256 31 54
2589 1749 36
2031 2083 55
360 443 24
1172 382 25
1893 448 15
1539 269 74
1993 2075 34
1287 1688 37
533 926 21
752 1007 24
709 1944 69
1789 2377 94
1358 2033 56
1064 216 45
327 987 51
1731 795 23
2092 2211 54
2111 761 89
86 634 19
2118 1550 14
1163 670 25
964 1750 40
1049 35 91
298 400 53
2539 258 22
1182 2001 66
1446 2314 13
1716 931 29
1443 1903 41
2325 2196 17
838 1469 34
1919 1328 11
415 1529 67
1474 10 16
795 444 99
255 396 93
2200 1008 69
651 1178 30
1416 1442 54
956 824 50
960 1412 84
311 1078 33
1551 775 32
2581 2269 30
225 2607 76
943 2354 43
2223 563 77
564 1612 79
1288 2075 10
1661 1414 30
327 1929 72
760 38 66
1891 2312 69
500 284 64
157 1879 85
922 1094 94
2247 284 41
1904 1879 78
2443 2488 75
848 924 51
699 65 88
2592 1083 87
861 795 36
2623 1063 13
1647 2587 62
1063 1525 87
1039 800 66
372 2056 15
2421 1883 72
2420 61 45
295 2273 35
1815 1318 49
1740 2315 25
1780 778 14
1605 2269 45
2339 497 63
1900 374 62
842 2243 33
2119 1505 67
304 161 23
2200 1150 87
1371 314 99
1858 2602 10
1057 1333 90
1154 2415 17
606 1031 37
2006 1833 39
367 519 62
2550 1783 94
596 1470 75
171 1715 50
1505 1282 95
695 1495 63
267 299 65
74 1423 99
2303 383 71
361 2319 20
148 1357 12
709 869 89
1459 1702 33
2426 1192 66
2568 2287 21
1979 2204 16
1447 171 95
292 2412 97
818 187 96
2226 290 58
533 630 96
421 815 24
1945 1568 30
538 969 17
2077 660 28
714 962 41
2194 321 51
2277 1374 64
221 1161 29
1143 1759 32
592 747 39
1687 1547 55
1973 941 40
2025 2370 83
1111 2273 25
2263 2186 62
1984 1489 20
1072 2275 93
316 1229 79
1279 1015 12
901 955 17
1161 1179 10
279 787 84
328 1757 52
2573 1968 67
561 194 44
1548 2293 22
1123 274 75
1482 615 73
1841 2085 31
2090 2607 55
2062 452 57
1718 2561 44
640 112 77
2081 1350 55
1714 1974 68
2327 1979 50
1948 324 28
180 2613 78
2618 1143 15
1600 127 52
1181 875 11
1242 1601 44
1154 740 27
593 208 80
2506 1106 56
1342 691 21
926 173 68
1810 80 87
1895 1307 51
1747 887 69
788 89 32
1583 2601 12
1518 2635 97
1808 757 98
441 2040 81
1080 2185 83
2328 359 17
2640 1941 41
1762 1996 91
1009 1579 48
1965 541 51
515 80 29
997 1286 24
2240 233 86
1226 199 54
2273 1730 65
303 1951 65
865 315 59
1927 1786 60
926 1677 67
2388 1733 70
2441 1407 90
1257 2110 85
2039 1053 43
1712 3 50
99 593 26
334 931 41
2136 2056 17
393 1061 96
2189 1391 51
1121 2453 76
501 2471 26
1043 1556 71
169 278 54
2447 1030 27
372 1802 100
2546 662 84
1264 326 93
1320 2206 75
1138 1197 49
454 887 18
82 114 26
753 1402 77
483 1705 86
98 2402 86
2097 898 78
859 765 95
2069 561 17
239 1606 19
2078 1424 97
2256 360 36
1661 1979 51
1585 1890 73
521 2141 38
1525 2547 49
941 1499 60
202 589 56
1813 804 89
1269 462 82
405 2474 95
1566 263 16
408 3 12
381 1790 76
1941 1603 22
5 1145 30
1108 2029 53
400 579 83
1217 1296 78
42 603 90
1183 1926 70
2568 1992 57
2552 2373 65
1089 962 56
431 1051 77
444 1747 17
2280 976 47
1502 357 78
1921 959 95
230 1381 73
408 1900 100
2088 794 26
1084 648 30
2267 2389 64
2183 1947 38
1704 272 88
780 2244 50
74 474 38
1862 1565 99
1929 769 39
951 1522 87
2537 1164 98
1287 2082 94
321 1877 91
2076 883 62
1599 2125 67
1317 1232 56
1265 1886 12
2156 1390 16
2415 1299 51
1520 796 14
2118 5 87
1144 336 11
69 1584 23
1202 2141 59
1475 847 36
2044 1598 28
142 719 20
2523 1396 43
646 2590 65
2378 2296 23
588 306 33
955 1332 73
1431 2072 84
