933 7781
35 496 30
639 866 60
681 170 24
732 603 65
327 468 95
304 440 88
670 596 84
638 572 72
547 865 86
585 744 36
473 390 11
37 453 26
683 231 48
210 253 53
422 487 14
45 90 44
203 329 22
106 849 10
389 566 97
659 580 29
1 681 70
90 68 27
653 51 49
129 912 77
464 354 46
633 63 92
857 328 64
78 247 92
230 74 74
384 444 73
404 408 37
860 581 64
435 776 83
301 451 99
192 437 31
39 384 36
79 557 93
125 734 56
116 563 48
371 889 33
601 684 32
296 240 76
734 779 66
748 770 27
391 637 78
222 834 23
678 469 84
142 19 66
583 770 70
81 628 80
783 752 59
225 583 93
261 867 32
333 281 48
331 106 99
303 147 28
917 467 15
48 517 63
873 907 48
191 522 30
527 820 43
63 554 43
426 671 43
73 422 42
133 763 59
769 667 10
929 847 22
320 653 83
256 34 13
289 874 63
873 931 52
205 771 21
292 617 46
648 285 68
664 630 21
309 50 41
423 902 41
273 658 62
352 134 97
345 581 27
326 3 43
54 122 82
679 837 89
296 425 76
646 533 79
785 270 83
691 215 24
718 38 60
854 710 84
524 4 35
907 760 66
889 361 16
265 92 40
514 825 77
659 351 89
102 770 62
549 808 84
137 660 98
240 814 57
190 597 59
18 82 25
53 245 16
364 299 45
837 802 83
371 901 64
610 458 77
207 218 99
24 270 90
811 64 95
300 543 81
8 533 48
21 407 33
197 259 48
429 132 44
743 65 67
0 765 52
118 326 48
76 208 61
649 620 30
155 866 84
913 640 51
618 624 79
505 880 80
832 566 29
704 754 81
535 284 26
710 513 96
280 337 48
836 578 67
277 335 60
165 87 98
754 283 41
587 819 71
157 216 46
540 820 32
724 278 60
219 881 40
782 162 20
214 169 35
822 727 52
379 761 65
28 70 82
104 692 22
299 495 14
709 322 70
748 341 75
42 281 33
432 737 77
76 250 11
695 128 36
22 585 70
694 213 64
926 834 64
348 308 22
892 389 16
37 399 19
819 443 70
863 74 94
465 53 65
928 72 66
206 318 29
373 70 44
286 296 45
830 852 74
36 498 42
917 112 98
231 221 72
102 384 56
272 333 10
40 194 59
68 335 93
353 35 86
218 725 77
221 860 53
176 285 92
567 362 33
317 241 46
58 243 91
31 385 87
46 733 91
35 203 72
612 55 62
427 510 82
355 378 53
56 171 36
409 476 90
324 187 50
605 483 18
309 380 90
749 679 74
539 532 47
358 129 30
327 579 44
147 559 13
594 721 78
339 837 92
643 263 37
59 766 16
591 119 53
808 416 67
658 711 92
856 567 15
548 689 92
826 669 98
572 38 17
79 634 13
787 777 18
351 29 79
447 676 57
699 33 62
89 182 28
729 208 99
713 126 85
137 815 12
488 317 97
367 455 62
359 342 36
530 166 83
773 543 15
799 477 24
858 141 35
767 503 90
113 804 58
376 433 12
845 367 18
553 11 17
812 91 45
877 875 33
887 376 49
257 572 81
149 770 82
37 613 89
656 621 81
493 229 48
36 399 75
545 879 43
214 153 85
449 536 59
73 355 46
162 261 100
922 635 65
918 576 38
420 182 96
792 602 86
16 703 66
829 663 50
409 390 45
432 258 36
203 388 78
564 789 62
290 538 42
103 518 45
796 690 56
143 343 20
325 901 41
363 3 38
833 904 54
297 821 45
872 110 81
280 27 13
866 826 99
412 394 25
199 297 81
268 430 66
495 371 96
681 9 46
817 138 53
918 169 32
696 439 83
335 154 96
538 905 91
156 745 58
289 393 50
34 278 25
718 914 64
88 32 36
88 302 96
484 479 71
194 396 28
361 495 37
866 90 49
871 612 28
909 606 81
765 451 32
