4570 5618
2220 3260 72
1459 4435 30
4458 1492 91
1284 3736 27
620 4180 83
2863 1472 48
4101 1682 11
1902 3684 86
1715 1146 26
497 4402 39
4123 108 61
1513 4103 28
4027 1549 44
2406 3324 11
1476 1239 90
861 1886 97
3566 3426 68
1738 2546 52
1980 74 82
974 2842 30
664 2700 84
4288 454 72
3898 1830 90
4562 1848 33
2277 2171 69
2093 2697 53
1174 3590 100
1416 3873 93
2244 4555 83
1284 1761 93
4463 3720 82
114 1666 60
992 2272 76
4312 3618 66
305 122 37
844 4231 24
1345 3349 42
3810 343 44
2974 618 89
342 172 49
497 1075 33
2062 2299 57
2208 4006 50
914 3663 89
1620 656 90
2630 2044 44
2605 3222 94
1828 121 73
1323 2748 85
3813 451 96
1420 4534 57
1717 1891 10
1870 4350 89
4324 3620 69
3470 1640 84
4038 906 92
1339 508 39
2577 1854 16
1300 2051 66
4395 16 47
933 1014 88
1178 3065 87
90 354 67
3449 3277 61
2807 782 64
2965 4555 87
4197 2335 60
2569 347 93
415 2695 22
1474 3129 84
987 1404 51
3545 3414 52
3129 3418 34
4355 3383 58
3528 4022 53
1066 1000 43
2640 2448 70
252 3688 35
4336 3962 69
2989 1934 97
1075 999 14
3557 406 22
4534 652 56
4023 3326 78
993 2772 76
283 1606 74
4551 4056 58
2765 4508 83
4256 2384 99
3315 3973 68
3488 2172 64
1810 3766 60
1854 3755 47
1074 1409 91
4388 1788 56
324 3504 13
119 312 22
3612 637 43
2273 1752 46
2673 853 24
3483 3168 12
147 428 32
31 213 59
2823 3230 12
4385 3571 30
1844 4485 72
1782 1921 92
1385 3656 21
2262 680 33
3194 4295 94
1515 4300 60
3507 2304 46
2190 4489 63
3643 1802 29
1363 764 83
4158 3735 40
836 1985 16
41 236 80
1190 566 52
3896 3454 44
3093 3246 72
83 1961 60
4239 271 46
1915 3641 88
1112 2845 43
370 1605 10
2547 548 28
3343 1358 18
3218 4312 32
1170 1147 43
1568 3234 25
3326 1606 47
3186 2160 46
4258 532 76
1464 4500 15
3921 1525 94
1531 3222 79
810 1526 24
2111 537 88
3950 191 67
3090 3109 56
3904 352 57
2064 2407 57
1009 2355 38
1477 2294 77
3962 1889 86
810 2620 17
3796 1084 12
888 1184 98
1252 1082 37
4453 3639 53
2015 2685 20
773 1790 52
3315 4476 31
1745 1528 19
1111 1089 96
3633 2180 23
2355 3079 60
725 3677 52
3749 4069 42
2684 2498 34
3522 3745 55
2696 188 76
4220 3024 35
3484 4091 86
1849 2216 11
677 1719 44
4184 4543 88
2335 1165 30
4554 1746 40
1554 4076 86
2105 387 69
2834 1293 74
4490 2508 12
1272 941 89
1154 1514 70
3614 2107 56
3868 2313 72
2512 2989 37
2962 2454 29
2285 3339 35
1532 3377 52
3049 3600 94
1027 1340 54
1264 2772 57
910 4382 90
65 2275 80
2946 1032 36
3594 1177 92
1862 2643 60
2471 2348 30
4083 2948 41
108 345 91
4427 1854 85
3118 2894 91
2036 1563 43
3292 411 21
4417 3374 84
2736 2573 52
748 1021 67
41 3852 97
4150 1281 34
2964 37 10
1830 140 61
675 1793 98
1857 1416 37
2145 3681 98
4209 3224 96
1414 3176 33
4058 1211 43
4544 4253 20
1044 2855 12
158 3979 14
933 4209 71
1007 3809 86
4329 1458 55
2270 35 25
3464 1276 16
3389 496 38
2488 2302 91
809 287 83
4525 2999 38
2982 3059 14
2768 733 35
170 3873 26
1436 2785 51
2990 3265 69
3921 3699 65
2786 930 67
3478 184 63
1250 2319 68
1978 2389 23
837 1928 78
2972 3526 92
896 3675 42
3097 1758 30
3416 2948 26
773 3445 94
157 1986 100
3134 2078 69
128 25 63
923 58 71
4479 662 57
3846 3548 33
258 2621 35
4566 4308 52
1677 1757 54
2392 3148 56
195 35 56
4413 3381 22
4126 3145 65
3016 867 94
473 3730 66
2003 2978 65
1107 2165 34
4351 3469 20
2676 1488 89
1927 690 28
2622 1687 98
2938 4055 85
756 181 15
3923 958 71
3572 3138 20
2835 2734 55
1945 417 15
3213 936 24
4329 362 20
1487 791 94
519 1786 76
2566 4559 43
3224 3885 81
2925 2061 74
1241 3584 19
501 1610 73
4290 4252 29
3587 225 50
127 4247 60
3809 591 51
3142 2044 53
1894 37 58
2658 2743 40
4091 3897 25
2688 585 53
3118 4499 32
3628 1798 96
3344 3139 69
1065 2507 89
2342 370 38
2125 4307 69
1495 3293 86
3471 1796 79
4091 2381 35
682 1114 92
4413 685 52
2614 2665 35
1487 2724 54
4387 1906 64
223 10 67
2977 297 51
1753 1097 96
4373 1830 85
3962 3991 46
1669 2485 66
4093 3949 91
3594 1226 78
856 946 42
432 149 13
55 4212 27
1293 3010 47
3354 3775 56
1033 1002 68
1043 2780 51
125 3305 73
2801 4322 55
1608 3026 26
