4429 5332
2526 2747 68
3535 1838 93
2703 662 10
2801 1819 39
414 586 51
2481 1261 75
1028 3831 63
3016 157 74
1469 1958 81
128 2482 100
2957 1280 41
3368 4407 84
2949 3031 57
4314 1301 67
3949 1989 40
4407 1904 82
707 1494 27
918 645 15
4410 2675 94
1083 1706 63
2949 1575 94
1888 311 39
2569 1370 88
2626 4100 93
4022 3325 21
4328 3588 47
3075 3265 56
4320 936 99
254 1333 68
2473 825 79
1459 2272 42
3837 1756 100
228 1954 29
318 3139 96
109 2667 37
1430 4378 60
3321 4259 69
4183 2561 88
1765 2604 60
845 2731 97
1060 2013 58
39 3728 36
813 3423 86
3870 762 74
753 4428 23
3473 812 53
4321 3688 68
3644 3880 28
2139 174 79
239 1189 75
179 1269 88
2840 296 84
3672 4015 62
3024 2791 74
3317 1768 85
2064 292 95
1227 538 27
2274 1540 70
3596 2682 10
1083 2125 54
3047 1961 24
3790 4134 49
842 3898 80
3244 1723 33
730 4095 52
3019 2785 81
1099 4253 12
2603 3269 49
3609 4375 23
2217 3425 96
3957 1126 23
3514 1708 53
290 3630 46
1347 890 65
3961 3620 64
1134 4055 95
3359 3636 71
3210 2896 32
934 1681 65
2354 75 86
2927 400 76
3408 2722 13
4354 3967 27
3072 587 82
752 472 85
2987 3213 55
3523 2258 20
830 3718 56
199 3462 39
1203 3727 58
2422 3772 95
805 1062 15
2700 3452 43
2027 564 75
3712 4333 14
3584 311 32
289 3166 89
3870 2598 11
241 4078 17
63 908 13
3592 2470 80
1014 2796 12
2176 1352 33
2157 3870 92
3646 410 82
3034 1200 83
2359 3165 50
1285 1626 97
3335 2868 64
2366 3742 65
3039 2520 18
4040 1852 20
1815 2782 59
556 2168 95
2700 2739 91
1596 1032 24
148 1190 48
619 848 26
964 10 75
2201 2012 61
3476 3247 79
2070 3160 35
1291 1858 51
1798 2004 16
362 4384 35
2346 3991 44
96 3064 44
4194 1974 36
1138 3386 76
3265 1773 92
2448 995 47
3703 2644 10
1907 650 79
3096 1085 33
5 428 76
939 1454 29
3193 1171 43
701 3802 36
987 616 62
2212 415 49
11 2066 61
3063 1773 88
1462 777 82
3824 466 28
1243 2403 77
4387 2070 59
4139 151 25
1794 2297 34
2863 2747 97
4362 3774 46
2768 1996 46
251 4372 30
3277 3739 68
627 368 90
3730 3705 43
2162 1687 95
1661 1180 60
3518 2253 14
3329 2060 89
3389 3266 66
1601 43 95
2184 2000 99
3432 917 62
1772 2292 63
4017 4126 76
1787 1191 43
148 2567 74
2777 2156 51
3699 468 46
2474 3162 18
3182 4292 91
3909 3201 34
3519 3433 87
1100 2224 31
1625 4224 21
3985 3497 61
2710 1235 16
3917 4424 80
1725 3000 74
1237 1205 84
4310 4213 57
1371 761 79
2268 3963 22
674 43 53
4050 1576 93
890 1378 66
265 2183 18
4061 1281 43
1055 2169 18
3816 666 20
82 3469 46
2062 97 100
3800 2602 97
3377 969 54
2237 1514 96
608 1049 93
2907 19 71
3445 2089 69
2830 836 83
831 1558 76
4244 4350 81
2154 2198 89
4257 2505 37
1924 3713 12
2646 1390 12
2835 991 47
3003 86 57
249 4183 17
1926 1399 19
477 4388 36
2616 2423 79
121 1474 46
1161 3743 60
3262 21 17
2376 311 97
3802 4134 14
1462 131 57
1163 115 52
2402 484 43
2162 1809 26
4217 1553 11
4300 301 66
3709 164 64
3959 234 87
1447 2762 13
1964 1073 82
3183 2482 95
3571 569 15
3024 729 98
3774 688 85
813 3835 13
103 1611 52
3644 2865 56
2486 732 77
4366 1944 20
1118 4064 39
4428 4004 75
2786 26 95
3116 2875 74
783 2242 53
2551 849 61
1667 3775 90
1013 1635 71
434 287 26
1180 1936 44
3914 3020 48
1293 132 62
2466 3312 26
1690 1303 19
2062 809 22
2758 3498 88
3340 1957 92
1404 1989 78
2218 986 22
3646 4101 73
289 2693 82
1195 2130 87
4208 312 37
17 1898 80
1257 734 83
3438 4051 24
3846 1300 46
3700 4185 83
105 2127 59
4343 722 99
3926 955 96
2768 1223 72
1125 1784 46
3832 1315 74
1194 3343 18
130 760 83
3635 909 95
1996 3026 17
2867 1855 57
1406 480 58
2913 3977 90
3354 3344 39
3903 2388 83
287 3473 91
3083 2118 73
2192 578 89
2876 544 61
3442 393 50
508 1081 26
470 3639 14
3345 3390 81
28 121 81
2281 1839 68
1568 1956 15
2999 3612 30
500 430 21
1254 4348 26
4407 2089 45
646 4088 91
490 4046 11
533 1381 62
4088 2763 89
3122 952 72
2488 1029 79
1386 3193 76
4182 2332 58
2921 1067 14
3059 3915 27
1281 2689 21
231 248 44
244 1937 59
1176 1027 43
3585 2429 87
4307 3939 66
4201 379 85
1900 132 78
1530 4404 63
3129 4228 24
98 3337 94
2741 3537 69
1985 2898 14
2910 1178 80
3071 1186 65
985 1876 62
855 1112 32
1185 2609 46
3844 4384 41
2015 2436 54
4273 3769 100
703 2223 15
1318 4021 97
2263 2658 47
1503 1686 14
2452 985 78
2510 1954 59
2138 2770 41
2523 1390 18
255 1385 91
1049 525 78
907 1226 35
3333 2129 87
685 1093 75
4407 4301 61
4026 2932 49
1206 497 55
845 2933 50
612 1181 44
795 3188 90
2257 3728 85
3570 452 85
2794 3806 28
916 412 79
3221 3561 15
4354 235 60
3964 3478 42
1175 4141 35
33 842 100
1955 3094 61
1189 586 33
2395 4282 99
1913 4319 87
2588 1925 76
2700 1761 52
1759 1825 97
3308 2304 87
2658 533 53
931 2694 78
2371 4135 33
1860 783 96
2654 47 73
3211 3945 48
3902 2231 70
2559 2723 69
3155 1125 56
254 2772 10
3562 1337 33
2344 818 23
839 3050 49
1601 3952 16
4283 3994 78
1045 538 37
1403 1982 11
1606 1408 82
3249 1741 34
402 1780 98
2774 604 32
334 3987 78
1730 2180 71
208 2797 91
2061 1402 41
2585 2374 70
114 3277 95
2646 1537 48
1937 2816 91
1488 2674 23
1313 179 21
736 1575 93
1860 815 80
1741 4205 52
1636 2820 22
704 3933 79
2706 3489 40
4336 1466 31
4226 1858 51
2988 4083 52
4015 462 45
3948 3076 78
1953 3232 72
1923 2246 18
992 2990 40
4322 3000 23
2368 776 74
3490 4225 18
4182 1983 87
49 3317 61
1735 1083 24
724 1457 27
3592 398 62
