89 1161
31 82 53
6 47 63
27 13 26
56 74 58
19 33 32
56 28 99
57 37 91
74 51 38
40 87 40
8 41 73
21 46 51
38 34 11
5 82 96
9 72 68
33 9 49
88 23 87
39 76 69
7 82 14
25 7 31
72 79 18
48 16 16
40 57 43
71 3 34
39 51 82
28 11 68
24 20 86
23 75 31
12 60 37
26 13 89
45 24 33
55 38 11
79 71 78
10 47 49
3 52 48
53 20 98
44 29 81
69 65 60
76 41 46
41 26 81
62 88 55
46 7 73
66 15 59
71 34 99
88 56 52
37 65 28
42 14 25
28 65 54
25 29 79
14 1 92
23 21 80
21 39 67
56 31 12
3 82 10
76 11 47
64 39 44
30 49 45
34 2 28
85 59 75
63 29 60
29 58 26
50 43 65
66 46 48
52 21 11
54 44 93
41 48 27
53 33 12
73 30 78
81 24 48
53 56 22
23 48 37
64 1 66
80 43 22
54 62 95
84 87 17
79 69 92
85 51 86
49 24 69
48 84 96
12 1 66
38 61 42
22 60 27
4 12 71
49 11 70
33 49 20
19 74 50
12 74 89
36 0 99
4 56 81
25 64 53
67 30 29
28 9 46
62 29 65
9 2 78
66 37 56
70 47 55
6 71 34
66 2 45
7 69 91
35 24 50
1 67 93
31 2 27
21 88 20
53 66 39
25 37 32
0 88 60
2 34 56
42 76 80
13 33 29
43 87 78
36 54 25
22 84 26
9 42 66
56 66 31
88 18 94
33 77 26
24 8 78
70 87 58
46 64 46
7 61 40
71 54 63
40 51 34
44 84 88
47 80 79
14 25 35
30 67 17
71 75 60
27 70 41
88 59 61
40 77 39
75 34 15
52 67 29
11 85 19
4 0 91
63 21 13
70 15 83
8 44 65
57 3 59
84 16 11
48 61 85
75 86 30
3 63 51
71 80 24
79 4 80
28 26 12
76 70 88
37 9 100
14 18 46
33 85 28
10 60 43
65 8 51
14 1 75
37 63 18
43 42 27
17 53 65
43 26 83
3 0 24
38 31 55
38 31 50
25 56 57
27 57 65
77 53 57
63 26 35
41 45 28
69 61 85
58 72 98
41 86 64
56 27 99
85 30 74
75 14 62
19 36 71
88 57 21
14 45 88
47 55 24
78 29 88
23 48 26
51 7 42
18 15 26
3 16 40
16 19 97
20 81 36
2 88 89
65 72 41
75 21 41
77 41 87
2 58 50
54 38 60
46 78 26
15 84 80
53 69 29
31 24 79
65 54 43
16 30 14
16 43 52
9 69 44
46 55 93
55 78 79
18 23 46
61 83 66
28 20 72
46 83 83
31 74 59
70 47 54
72 34 40
83 23 61
49 73 45
13 88 98
5 81 10
66 27 46
85 65 25
66 34 49
41 84 11
43 85 55
1 12 83
83 69 33
43 87 78
43 37 75
28 78 18
43 11 89
41 8 71
68 64 79
25 52 25
80 48 71
76 52 46
6 11 12
41 75 65
82 36 95
88 57 71
14 30 29
65 37 82
62 51 71
72 85 29
76 32 88
3 53 26
43 17 73
33 63 10
58 27 19
53 23 74
62 79 60
1 85 61
69 35 99
23 88 89
24 84 83
49 86 21
52 49 94
9 13 86
77 53 32
58 4 35
24 74 76
21 63 62
22 81 95
57 29 31
39 62 82
79 12 65
50 40 75
82 23 22
67 43 85
57 42 44
33 88 81
50 16 40
54 10 54
32 37 98
54 69 79
42 44 58
78 88 76
34 25 97
12 41 48
8 41 65
2 66 16
76 72 24
72 48 41
40 20 62
27 81 20
15 0 93
73 36 10
81 0 59
25 70 33
21 62 53
9 13 73
66 24 60
75 20 82
57 11 35
28 73 41
37 51 38
62 53 36
29 58 86
22 0 56
74 49 68
36 41 22
16 54 92
4 47 55
46 82 88
32 40 66
85 10 96
4 65 11
8 0 52
77 58 40
9 45 17
3 7 10
67 34 82
81 48 87
6 61 34
6 31 15
81 65 52
9 8 21
63 37 54
88 81 11
33 71 63
75 45 96
22 2 84
15 75 72
30 24 44
19 81 23
16 2 48
87 22 95
86 74 57
29 64 45
67 58 62
63 1 31
71 31 68
83 76 48
12 42 65
34 2 30
46 50 100
0 11 90
67 22 54
86 68 16
30 78 45
48 9 23
32 85 82
72 67 82
79 23 93
68 2 81
44 69 55
53 51 47
15 44 31
23 42 82
1 67 87
17 70 44
26 10 24
37 45 82
31 24 13
86 81 82
19 44 77
65 53 75
1 64 51
27 86 74
57 78 37
2 11 39
69 50 93
82 88 79
49 15 78
77 22 94
42 87 13
67 29 42
52 69 57
87 42 14
43 52 29
22 58 36
65 51 49
35 72 97
5 65 79
49 86 64
1 18 60
66 86 62
28 44 80
31 65 67
28 48 97
26 15 40
30 7 14
0 57 81
19 73 59
37 85 92
43 44 70
88 0 75
14 11 86
73 54 45
24 7 25
27 65 80
45 75 16
1 66 81
68 75 50
78 84 78
13 50 83
83 80 25
86 18 94
36 9 76
28 65 27
0 28 89
64 55 37
42 4 41
36 51 76
80 59 23
42 47 78
0 46 32
46 41 66
28 75 70
7 63 40
11 22 90
86 84 47
76 54 32
38 39 64
28 73 45
21 45 24
87 54 16
22 72 46
67 19 19
56 6 27
6 62 15
6 86 86
26 44 19
16 33 86
42 50 81
74 32 30
80 7 56
59 87 12
76 7 20
71 32 11
23 64 37
54 14 85
30 82 10
55 52 89
16 18 67
17 73 96
21 29 77
44 12 88
76 57 77
41 76 16
24 16 49
44 78 35
36 71 97
20 7 65
25 57 77
12 86 82
4 64 76
66 62 83
2 27 29
41 22 62
20 64 26
19 1 69
27 6 69
11 2 38
73 16 93
73 30 98
46 6 100
56 32 93
45 35 33
39 56 43
30 43 44
67 25 71
27 15 23
67 24 81
18 54 20
36 78 95
17 46 51
61 25 28
45 58 31
86 35 20
46 37 92
28 67 18
43 41 12
38 45 27
4 13 93
50 75 20
0 60 73
7 70 13
13 52 20
24 36 22
65 50 91
2 16 10
86 42 53
79 54 32
88 24 36
82 66 41
58 46 20
48 29 61
60 57 79
67 81 77
33 40 30
68 59 32
22 82 62
34 79 26
8 14 46
70 20 21
7 19 95
23 9 16
20 47 38
39 74 21
41 17 99
61 86 27
14 27 80
57 48 57
16 53 54
14 39 23
2 48 34
38 0 80
16 28 17
2 35 41
70 75 79
86 56 14
84 40 11
60 45 57
5 40 45
21 83 47
29 71 61
79 12 92
68 70 20
4 26 60
79 48 15
14 21 77
27 43 68
14 15 51
74 58 17
48 55 99
78 19 92
74 15 70
57 88 64
32 72 61
60 19 79
32 1 27
27 53 92
52 58 74
85 71 99
27 48 16
70 4 96
75 44 34
37 27 79
73 23 49
78 60 53
79 61 66
65 79 38
17 28 53
66 9 20
83 13 58
78 28 99
82 26 80
41 33 84
36 21 63
87 31 23
88 13 25
23 59 54
17 65 61
64 67 71
12 58 12
51 3 11
77 83 67
7 37 76
25 11 90
71 13 39
25 39 21
60 55 85
33 61 33
11 85 85
43 63 18
7 86 89
81 68 56
51 3 47
68 83 92
51 23 71
73 16 23
72 76 43
1 63 40
32 2 28
36 75 41
3 38 29
46 70 78
64 25 65
73 67 73
49 25 94
21 58 51
47 43 47
14 13 39
67 15 60
83 16 10
63 6 24
27 28 48
33 45 11
33 38 73
51 18 76
52 4 87
26 46 30
5 24 44
42 20 88
19 29 53
83 44 19
25 64 26
53 58 27
