3419 4145
1278 2648 57
1989 2526 87
366 2716 71
1303 1613 88
1703 701 10
44 2717 60
450 1992 69
3371 3130 27
715 1250 40
1747 3366 11
1409 363 55
1926 826 64
1095 1620 66
1055 3049 83
486 1538 32
3414 1746 22
2102 2103 100
417 1668 61
1641 3409 70
3175 2593 50
243 2104 99
1700 3103 11
1131 628 35
3044 2801 11
1311 111 18
3151 2760 45
922 1852 52
1947 1351 14
3274 660 17
2720 1176 89
426 1817 85
1359 1587 58
2763 321 68
3044 2780 78
300 1089 82
2495 634 77
3251 1843 83
1996 1561 77
3149 3250 20
1920 3389 33
306 1109 26
1857 1020 69
2359 1042 11
2175 853 92
2818 482 34
415 709 45
3062 695 95
651 1836 54
690 791 84
489 2619 80
2145 1212 79
587 498 98
892 3417 55
2321 2168 27
3044 2915 81
616 2548 40
2173 3189 94
1541 1778 78
3386 2517 68
1684 1592 97
3226 1965 16
2671 2338 93
1073 2985 81
2898 1118 85
3130 2428 76
2765 3127 30
397 572 51
2123 846 95
848 127 63
2710 2164 29
2581 1843 84
2423 35 62
3083 895 41
1518 849 38
1015 1347 87
1352 3055 48
719 3015 37
740 1739 46
53 2874 60
3355 1656 86
724 861 55
1055 1185 80
1329 2792 65
1833 243 18
378 2735 15
3391 1870 34
1020 36 96
307 3198 39
135 1141 34
723 1388 60
2616 1291 91
2815 1188 89
1986 2829 60
3305 3086 41
1883 1582 74
894 1870 43
478 1677 29
2490 2850 81
333 1439 18
1461 1306 81
848 1251 92
1212 2616 31
1352 2959 73
292 2864 87
1117 2656 50
2007 1348 18
746 1319 73
3230 2818 25
569 1238 77
3168 2210 58
2563 1141 69
220 1822 54
77 2121 69
1600 1764 11
1715 2316 42
3399 2029 88
2868 101 11
2957 1289 86
1282 2922 94
1029 2958 92
44 726 59
1952 385 64
2253 734 47
683 1304 25
1135 2619 77
487 1934 25
77 3381 47
2174 2438 59
2145 1054 19
2855 124 15
2880 2008 25
3389 433 15
765 2133 16
605 1889 54
571 1632 79
3044 3046 59
1176 1632 14
2862 463 55
692 1583 32
866 2607 32
961 3304 93
956 254 97
3084 716 90
1291 1014 54
823 1002 92
2502 1277 76
2958 3321 30
1485 1566 71
2480 2882 46
2329 2018 51
1299 2522 87
203 195 82
404 1483 20
3375 217 25
135 787 61
2176 2333 63
942 494 29
892 2578 93
2980 1047 27
2017 2416 88
493 646 86
1842 242 57
3089 3101 30
775 2370 69
707 2219 52
2545 1590 22
1280 3280 60
1712 57 80
3203 1104 32
2057 618 23
1606 1053 81
210 1711 17
2003 2625 81
1734 568 97
745 2005 67
1324 2663 86
1263 2106 79
532 963 29
1965 485 66
2650 2152 80
3355 3076 96
2326 2895 87
2081 1723 28
449 479 90
901 1879 32
89 3019 53
113 151 26
641 2267 18
1531 39 27
2619 2849 87
2433 364 48
335 3220 95
1019 440 38
1178 539 42
2596 2389 79
2968 1083 15
3038 3361 10
1172 1007 29
459 1438 57
1070 1996 13
2603 1751 96
2043 1261 95
1372 3069 63
3124 1469 39
848 3149 78
1613 3020 30
1839 155 76
1351 3212 83
951 3004 72
3024 435 74
1370 290 47
882 31 44
2308 1507 70
3013 1962 32
2413 2527 35
320 1916 72
1954 2402 21
8 2307 72
854 541 77
1883 251 47
1980 15 11
3001 1799 72
1552 2791 80
306 2530 31
1153 1864 74
3008 50 33
2655 3305 83
964 2667 24
1351 1716 32
3104 2682 88
2760 412 29
550 3112 93
2330 1581 73
2822 3400 44
