3497 6223
2362 337 84
1392 598 21
2885 2324 97
3074 3461 58
480 2524 63
1968 2438 40
3043 3112 29
762 315 36
1527 51 66
2280 522 86
819 2308 67
2130 2868 49
1560 3333 48
3269 2589 77
2265 3437 54
3234 427 84
2109 2 35
2758 30 41
609 2271 71
69 1542 100
678 3148 17
3442 1236 90
2310 3206 65
2952 2368 74
1386 3153 39
1222 1410 81
1682 3455 77
1313 400 57
1292 2160 100
738 1280 38
2282 157 75
3485 874 18
1491 3434 31
1022 676 91
1157 3392 15
825 3111 80
620 532 76
388 1107 72
3322 1335 86
276 502 58
1246 1600 92
1722 3068 31
265 897 45
2785 2894 98
2798 2286 45
3171 877 76
1747 895 98
270 1076 88
2808 335 40
2583 3450 98
1933 1402 58
259 2870 61
1208 1206 44
3437 1063 80
1189 1588 48
2335 3034 78
1784 1301 96
425 828 84
833 3023 33
510 2409 58
2617 2402 42
3399 537 39
3173 2020 58
1545 1480 45
2928 148 74
3185 942 62
687 3273 93
2726 374 60
2477 1858 87
622 2381 22
396 1289 23
1507 1273 35
1599 772 20
2418 1698 87
3054 3131 56
2777 1539 64
2680 1314 53
746 2696 95
19 1678 33
137 819 80
732 2550 70
2498 2539 95
1578 1935 10
1872 1075 43
2972 2914 86
1383 1056 13
1398 1888 82
2504 2399 55
774 2571 74
1040 1118 28
1969 1459 73
2701 1013 61
1172 2166 42
2282 725 50
2599 3223 43
981 2369 71
493 400 76
3337 2730 58
3482 3102 51
2574 1207 95
2740 1270 94
2302 279 96
1016 1820 78
2512 2167 11
1783 1116 66
532 3177 15
1148 3371 66
2335 2831 96
2353 652 17
195 2663 52
2410 1979 34
1732 1186 43
1594 2813 86
2043 157 44
3144 2080 89
223 1681 34
1511 114 18
1864 1745 78
1293 1775 27
3283 172 79
31 3156 96
2061 2899 66
3326 585 19
1565 1815 84
2108 3112 35
2010 2685 51
1141 1988 40
8 2621 23
3263 2523 14
39 136 15
2812 2544 45
894 237 51
2101 681 48
1968 129 74
334 2621 16
2228 268 68
2294 916 91
2711 722 77
347 2541 62
2284 2498 47
2717 3041 80
351 676 85
71 203 50
826 2374 52
1495 1446 41
432 1263 16
2828 2797 71
2266 2076 95
3100 3484 90
1464 809 99
2870 661 36
1066 3226 71
3158 229 50
1757 449 39
902 2762 22
1503 472 37
417 546 67
3057 163 33
3001 50 15
987 1606 71
2917 453 40
1670 1417 98
1845 3184 61
1445 3236 10
1890 238 84
970 128 96
3161 1335 24
2177 1832 36
621 3465 71
780 3209 57
3081 3157 95
721 3399 99
488 1301 61
2241 1575 97
2484 2749 10
2201 1776 54
19 2172 25
410 2899 59
2618 780 92
1206 2477 30
249 2684 94
1027 1136 79
1100 3161 74
105 1538 69
2288 3356 60
2275 653 23
3146 2280 70
1636 2909 46
2869 293 98
2355 142 40
19 2643 37
194 94 50
1594 1563 90
856 2968 66
1505 2768 22
1950 2670 62
1414 426 51
3401 3280 70
289 2266 68
2482 2177 58
369 2817 45
1813 1346 10
2686 379 73
55 69 58
2962 3338 23
2376 2493 17
2832 1551 10
2023 44 58
623 2537 51
1432 2987 42
3414 904 27
2572 3110 40
1960 158 13
2099 3316 68
2904 2498 22
404 2139 90
743 2504 22
3330 1708 22
2105 2659 23
556 2722 53
2653 1494 91
1089 2359 41
2045 2561 47
488 3417 70
2963 1568 43
1925 2992 11
800 3489 63
2461 238 42
968 1459 43
2916 155 52
1874 1639 91
139 1107 89
2575 546 78
2969 1303 81
2092 2013 52
2951 1590 82
3296 3403 57
2224 3221 87
3223 1233 93
1709 2006 86
1733 880 81
3188 2458 12
3252 2928 39
888 2436 65
508 310 81
840 1516 10
2945 2147 37
1395 327 20
1135 1884 15
2852 545 32
2341 2576 29
1174 810 13
3471 1771 83
2601 3483 96
2508 1695 72
3055 738 33
2986 2827 14
122 2718 11
72 1141 54
1115 1413 79
1637 2759 30
3173 3094 90
3031 3490 82
1814 232 10
3103 1480 99
2939 1876 36
516 2074 64
147 26 30
245 2221 56
2049 2147 54
1196 111 46
2094 635 11
2684 1037 17
1017 1795 53
2574 1185 94
28 2151 42
1344 2814 84
2886 2764 14
2626 438 28
1073 1881 26
1629 411 97
2924 3252 11
1457 2070 97
1270 32 14
606 1155 31
861 2437 28
1339 948 97
1003 1902 40
1284 643 87
2760 2776 58
1879 2738 71
3108 940 74
2489 2792 46
43 1256 87
1286 3232 97
2910 1549 36
2690 2398 30
2764 1486 26
881 1714 86
42 743 86
1111 1258 99
433 1121 40
2810 3337 79
685 42 76
1732 2472 77
13 460 91
95 2276 42
2080 22 11
2147 2980 37
2752 221 59
2521 3263 67
3141 1818 48
2178 305 22
2900 1772 15
2555 1762 97
780 628 75
183 757 13
2795 1983 18
3186 163 55
635 3054 78
275 2968 24
3422 695 31
294 3074 71
2113 2428 49
196 3271 86
3226 3443 58
3122 58 65
2298 2922 98
386 3460 97
1305 1257 42
3413 1116 61
3084 916 74
2354 905 75
945 332 92
1438 799 57
3336 1758 74
2771 1352 47
1329 1307 19
1447 3216 20
80 1849 92
959 2749 11
3194 2625 13
2208 2034 88
1890 1871 42
2290 345 78
528 1198 38
2432 181 46
1424 1289 87
1118 1551 17
416 446 48
49 2162 76
2528 288 77
2648 1821 96
391 1806 60
2892 2038 76
2566 2712 75
2245 2524 11
1572 1853 31
2733 308 13
645 2245 14
1510 2109 16
1910 1515 72
3418 1220 81
2995 1106 17
1011 277 92
863 2033 23
1075 2492 75
1743 3492 58
125 1025 98
601 2025 76
1353 717 49
1323 1994 87
2854 759 99
2887 2453 95
988 2355 49
2032 1135 27
2271 2935 70
3380 2002 65
2921 1504 76
1073 2617 91
3316 2682 78
2739 1196 98
946 1902 96
1251 802 99
1454 2253 97
32 1158 20
1324 1420 72
2110 165 28
1466 3130 86
3362 2970 76
1041 201 92
3014 2342 32
1849 1345 51
182 1864 18
1083 45 74
3087 2124 13
2974 1855 76
2313 435 34
478 2911 63
487 932 14
1738 1969 81
2323 1713 62
2194 2465 10
827 12 54
88 2677 45
3071 170 62
380 2330 83
2958 1824 53
2074 964 46
1540 1816 87
3179 2129 84
2383 1046 37
1851 3477 16
3420 2627 48
1728 3443 40
1096 1491 32
451 2589 74
13 2123 97
1701 936 77
1342 1972 34
492 1314 63
86 1223 97
3138 647 54
705 2804 26
11 475 49
1359 3039 63
2232 1822 51
1836 926 63
65 685 54
2472 2282 40
919 3174 53
1891 2794 57
3397 366 41
3021 615 83
2628 946 33
216 1280 37
2893 120 93
156 966 66
2724 521 32
1409 457 84
2328 2444 97
