150 444
60 39 47
37 68 40
65 73 56
115 68 62
51 102 41
58 110 79
70 104 78
84 91 58
126 0 42
118 117 23
12 112 59
6 15 93
125 88 57
81 133 66
46 60 72
4 102 76
97 115 77
144 36 65
99 14 60
6 119 58
23 13 16
134 32 99
4 98 84
65 116 46
15 5 86
56 20 59
147 113 42
110 72 40
6 95 26
26 13 74
8 17 76
101 30 79
11 98 25
112 129 73
102 128 93
133 15 93
92 49 87
72 124 93
112 18 14
72 148 20
16 42 20
92 94 97
138 132 11
19 83 59
92 139 36
149 40 86
85 149 57
54 79 23
142 38 39
2 125 75
79 127 40
111 133 26
136 127 81
76 113 96
134 117 41
100 78 37
63 90 84
50 21 39
115 65 34
13 81 96
108 17 48
68 14 87
26 125 68
35 45 33
96 60 12
4 67 96
147 48 13
136 44 68
44 80 44
128 62 72
96 124 17
76 110 83
23 93 90
70 7 95
139 50 32
134 13 46
91 95 62
126 110 78
55 117 64
135 8 86
59 49 67
139 97 32
25 47 31
38 110 40
11 90 37
31 13 59
2 28 45
15 30 91
102 113 88
72 88 96
148 142 71
132 125 95
56 112 27
115 45 22
100 83 17
55 129 58
76 124 41
66 22 45
101 37 99
78 148 50
111 78 22
106 77 64
59 106 96
29 45 33
147 127 20
57 100 92
139 0 38
21 136 17
78 116 61
110 146 53
124 110 67
88 49 72
30 123 35
70 86 20
101 143 93
39 118 43
12 139 98
144 111 20
91 126 15
59 120 63
101 5 84
1 86 74
8 25 62
101 8 46
57 137 61
9 52 91
144 102 90
12 26 23
136 35 50
63 54 93
124 56 86
41 6 65
36 40 99
57 91 43
76 33 81
106 109 85
69 52 60
3 8 91
44 26 18
53 66 91
15 96 98
39 28 29
31 53 71
23 68 97
24 124 89
98 48 44
63 107 67
109 5 64
141 72 85
130 31 34
141 43 48
17 8 95
102 3 69
82 128 96
147 27 70
65 84 85
140 39 20
30 93 20
70 144 55
50 140 10
34 140 42
92 129 92
93 20 80
94 105 53
40 107 34
2 54 98
132 144 71
3 97 41
59 15 29
60 101 21
83 136 45
14 58 63
33 93 12
102 120 95
31 56 72
121 44 59
110 59 73
143 10 10
13 102 25
120 35 95
102 5 26
47 116 61
75 15 97
12 124 74
23 134 98
125 25 17
66 89 33
21 130 64
18 122 93
51 128 11
36 7 69
42 99 65
131 129 70
45 64 90
70 137 57
39 20 88
110 29 78
81 87 48
32 5 29
20 42 69
133 148 27
144 59 34
28 17 20
123 8 83
12 81 58
4 41 39
137 35 66
76 95 41
80 141 58
65 42 11
138 14 44
77 55 95
114 96 83
124 48 46
36 49 73
73 90 98
83 73 82
96 141 32
29 30 25
53 54 93
147 58 10
137 71 64
43 67 81
146 127 72
39 61 40
47 8 97
62 96 93
107 22 34
132 78 37
25 101 16
126 47 25
100 125 14
135 130 19
146 145 44
84 136 30
30 91 94
100 40 68
71 10 36
18 64 97
140 135 84
138 84 19
3 140 79
48 17 91
77 136 47
95 137 25
34 140 47
123 113 72
134 114 26
111 76 32
123 42 98
105 128 80
126 63 67
35 93 85
71 74 36
134 83 33
18 95 42
59 81 75
143 72 22
105 109 86
123 130 65
118 101 69
146 52 14
57 79 11
113 87 25
31 20 20
145 40 23
133 120 82
50 59 14
1 125 47
62 41 32
117 124 16
125 144 17
95 19 91
115 51 46
126 33 96
74 17 89
45 71 61
17 79 37
67 35 69
141 72 27
1 110 89
29 37 75
74 22 89
30 78 38
120 44 47
24 25 38
24 101 34
50 73 60
148 80 41
71 41 65
51 120 40
144 41 83
0 104 82
5 83 87
149 6 96
137 98 38
37 8 94
5 11 96
44 42 32
56 9 67
34 128 73
113 92 13
143 89 89
19 8 40
16 143 49
83 20 37
72 109 36
77 5 23
123 83 41
129 50 58
89 61 45
104 94 70
6 40 72
132 88 14
125 139 65
16 106 62
85 41 85
94 89 26
145 137 46
146 98 98
112 36 68
87 60 77
138 105 61
10 141 75
67 88 27
62 22 49
109 65 13
30 70 55
132 51 95
36 73 57
141 128 12
21 60 13
20 9 74
44 50 43
127 137 89
59 41 49
70 47 69
2 149 68
18 87 60
4 31 53
13 69 31
41 84 71
118 3 77
74 125 58
0 66 10
142 0 13
50 34 70
106 127 38
10 30 54
88 101 27
37 144 34
98 130 64
56 103 26
91 106 88
112 54 11
19 114 87
97 74 52
5 59 22
140 149 23
101 20 29
86 56 32
84 20 67
109 103 47
141 57 90
109 118 57
36 52 35
6 149 69
33 100 91
25 116 98
82 132 66
94 40 33
148 120 39
133 115 58
39 23 93
76 58 48
51 30 89
25 116 46
3 48 96
35 26 95
32 86 73
97 85 18
122 36 54
120 100 96
32 94 61
54 31 33
9 140 34
123 21 15
119 139 50
123 29 41
110 72 57
143 78 81
121 103 37
148 138 12
87 72 22
83 110 38
115 148 82
126 42 72
11 32 41
106 104 75
5 89 81
136 28 15
144 66 56
60 45 60
138 63 58
84 91 41
51 66 36
143 117 69
17 6 68
9 59 100
10 95 14
80 12 29
31 47 47
16 113 30
44 11 15
41 92 50
83 77 81
33 128 13
99 141 47
101 54 60
8 3 21
124 135 81
117 107 59
131 44 39
110 61 79
82 53 32
57 122 24
139 14 40
4 100 84
86 143 82
11 22 79
134 4 95
20 41 61
6 7 12
54 81 40
7 87 23
9 51 96
55 66 80
145 133 29
87 103 31
111 43 63
67 26 86
12 14 11
39 118 33
148 66 10
