2174 2313
422 279 95
1448 1989 92
1115 678 69
1466 2111 87
1612 1915 18
857 1596 21
1052 1806 37
2149 1575 59
663 1499 61
396 2151 23
1785 1016 90
2149 1973 32
733 1763 84
204 1647 31
2013 1998 24
1662 783 87
1519 1333 36
984 2001 19
1959 61 25
2146 934 59
696 827 22
243 1907 35
840 1570 39
200 1262 10
1271 539 27
2042 1149 92
605 1738 70
613 728 66
168 1763 72
1623 518 40
958 592 29
1638 361 56
1783 1514 75
311 1751 30
51 419 51
1859 525 61
36 1076 40
1401 920 66
98 1122 20
333 1093 56
944 205 51
1721 634 12
1676 2167 35
84 912 82
1701 388 96
1842 1029 54
1884 1677 82
1727 2136 80
1883 541 49
230 1918 50
908 1051 97
330 162 12
1608 1753 60
680 1267 85
1773 722 69
972 77 45
2141 47 80
964 1664 81
1558 670 96
1449 2108 18
1736 1264 31
532 315 87
309 1373 100
1825 808 22
554 519 59
1066 1840 54
232 1721 33
831 1559 50
711 2161 63
589 260 99
132 81 39
390 1174 22
1384 2060 23
213 1562 85
980 359 45
1282 788 21
1217 1712 36
925 1971 11
541 894 98
656 1981 70
733 291 41
1997 1438 25
1251 1920 90
1445 1017 40
968 436 68
1376 921 40
227 1564 95
701 304 75
297 1233 100
1641 1464 58
1642 320 92
1412 1276 81
1886 461 91
946 1347 72
1895 1986 58
1810 364 29
1095 888 87
1206 1081 45
1872 532 63
420 214 36
1386 1613 41
625 274 24
1277 815 62
744 1460 36
1591 1724 47
1167 354 98
1394 857 82
1369 509 43
856 177 53
168 1999 80
814 1925 57
1604 1305 66
646 935 49
638 1344 12
1918 1749 26
485 1847 37
695 1632 88
62 2076 47
1076 2109 88
1621 1985 94
1253 1085 99
2154 184 46
1588 147 13
294 606 56
222 1204 53
1571 1080 63
476 2021 48
2130 1027 66
1977 760 60
799 664 52
1144 611 33
208 2122 49
649 427 55
158 593 94
2063 1886 85
1983 105 66
1767 325 24
2153 363 12
2101 541 83
1299 1402 45
1392 723 71
2036 1055 73
1826 513 84
706 1218 72
1186 2168 20
845 1959 83
1666 448 17
866 12 94
1236 629 19
1845 1767 84
680 907 11
735 1545 60
1703 940 89
427 530 63
1217 1782 31
628 1800 76
268 247 29
609 1168 37
1561 1813 69
2033 1840 35
141 1405 64
952 284 50
91 1352 39
258 1933 36
809 1125 57
755 871 99
1587 668 27
1136 411 64
896 698 41
898 925 17
1481 1100 29
1315 321 21
298 781 89
2129 1697 14
1245 357 37
1115 1777 79
2094 583 85
472 1359 84
1587 1119 24
998 2066 84
1305 675 65
784 1312 63
1854 1904 15
838 1789 60
2111 1163 55
99 882 99
2144 670 87
1228 1278 94
1963 1402 53
205 1640 92
1918 879 49
1537 273 97
481 1955 65
1456 82 44
698 293 28
52 350 10
2169 1624 65
1291 1217 39
2093 1011 64
2076 1195 49
1338 236 51
363 755 99
229 1191 64
1568 1972 69
831 1420 39
1396 1716 17
847 311 27
1137 915 42
1810 1904 71
1150 409 80
1247 979 82
2153 21 49
223 330 36
613 1818 91
1010 1326 10
1900 2066 97
1750 1194 77
1923 1108 86
1586 1094 61
1690 1522 31
303 284 99
958 1498 25
695 1941 95
1910 1593 41
336 2147 64
1215 1152 89
43 733 23
1684 561 46
1166 1451 93
1849 724 85
2093 1255 17
1535 1093 67
1390 261 44
1260 2082 88
1990 1435 82
1544 1848 89
1373 1768 31
2157 1300 40
429 859 71
1014 2073 63
2050 699 80
809 158 44
592 1595 61
630 619 48
404 184 24
2051 739 67
1806 970 54
529 2127 25
2150 1379 68
115 1063 73
