6098 9940
1246 4520 62
3356 3704 45
6033 2950 31
460 1511 23
5478 5483 42
1452 2420 10
5481 1652 91
763 4622 67
5519 4919 20
3839 785 31
1885 4167 96
2326 4360 76
2880 3263 13
3632 3704 79
3557 4160 53
526 5198 30
1975 331 60
593 1938 73
709 5469 18
2517 671 62
4472 4823 34
2746 1877 68
3859 3638 35
3990 3378 14
1977 1376 70
1708 603 26
2675 1799 51
4815 3637 39
275 388 99
1504 3958 31
244 5094 97
3682 1963 30
4284 3672 50
3849 2797 33
367 3387 55
1681 4113 35
4091 5678 55
4956 2430 37
5597 4585 65
4508 5838 23
972 1930 46
1008 529 76
2992 724 94
1685 1951 46
5670 5586 16
3145 5707 100
4944 3020 44
3400 2684 54
2642 13 22
3713 5055 92
4550 543 58
1433 3980 29
3217 4419 19
3296 5942 14
5995 1945 53
3144 756 79
3116 3574 33
4971 3506 11
5761 596 52
2782 5579 83
2856 5764 92
2952 2273 57
59 4623 16
1669 279 87
581 5123 62
2829 342 17
5432 4072 26
4403 4714 67
4265 4505 33
4639 725 14
4659 5651 62
5618 904 97
122 1000 64
4439 4604 41
15 2385 57
5341 1722 98
5011 730 99
782 1669 99
244 1923 10
2825 4545 68
581 2865 47
1262 1555 49
2818 5447 27
4071 4512 67
775 3169 84
402 3608 98
3246 5284 85
2824 470 48
375 2491 97
1576 5584 30
5096 717 18
304 3112 55
1436 2844 78
4127 2947 11
5931 3414 50
1255 2608 43
3418 3135 87
2303 5551 15
3886 6087 51
1090 5345 100
5310 2749 16
4529 1322 24
1904 3255 83
5503 1670 48
116 4764 45
5343 5792 68
2895 5235 39
5288 2134 74
1792 1639 51
2559 3685 48
1917 5756 20
4365 1015 30
3292 5819 49
4731 92 28
5099 2009 97
2505 2906 39
466 346 80
4994 3702 71
5901 314 43
4552 4493 33
4279 2811 31
5331 5512 50
362 4704 20
786 585 36
4933 3087 95
683 1124 47
3555 5848 78
1042 3661 77
3898 2077 95
3026 4246 68
2504 5744 78
4542 1364 25
833 2146 52
5779 5525 21
715 4458 34
2647 5895 38
4910 1305 45
2019 4269 95
4274 3240 66
2673 2832 13
5182 4770 24
1563 3354 76
3784 2772 99
4898 4208 39
5440 4765 51
3458 710 94
3031 3117 66
907 3497 53
4940 3784 55
5822 227 63
2733 883 28
4775 2783 42
967 3933 10
3747 4772 24
209 1583 67
237 3789 54
4199 2317 47
1690 3419 97
1618 1287 37
2283 4511 48
5548 3584 87
5785 2123 86
2301 5691 96
2962 4054 96
3232 2178 19
966 5079 77
2312 505 42
3485 2557 62
2129 5591 53
2400 1260 52
3066 4634 24
4413 5474 18
2035 1161 93
12 2165 13
1140 3230 46
641 2337 61
4150 2654 10
2247 4918 86
3778 4215 82
1550 2729 40
3288 5400 18
1438 416 35
4092 2002 71
831 5137 100
5427 4769 66
3324 5087 96
373 2545 29
2647 4492 67
4289 800 64
4075 4419 89
6078 2488 21
2508 4459 66
5921 1466 11
1503 2408 46
1930 688 51
2637 374 98
2358 5145 100
5552 3895 71
4616 1073 35
2865 788 84
5800 5216 51
2753 2589 51
1107 1051 50
5565 2380 44
360 2321 86
2690 1222 88
2169 5931 48
5623 3124 73
767 2019 22
3253 69 21
3233 1309 15
247 1221 77
2756 3838 65
5368 2750 67
4786 4643 84
5510 5400 54
2594 2846 59
2169 5296 88
1636 2880 61
3411 1337 93
2651 2163 51
5726 3291 100
3963 4367 85
5823 3479 34
4373 4134 80
5202 4928 96
4895 2997 26
1829 2735 76
3690 3698 45
4215 3704 11
4862 1045 36
6032 5301 84
3855 3617 93
4523 3784 98
751 5576 45
2683 5371 54
5597 1098 63
4959 1932 62
3200 5906 16
752 3253 30
1636 4632 17
1174 5077 14
893 4961 76
3945 276 63
1436 2924 20
4926 11 43
5953 2847 99
2359 2760 48
2051 765 19
2502 1651 93
2945 5817 33
982 765 60
4439 2130 61
2476 3980 60
852 2403 39
6025 4707 40
671 1507 33
647 559 69
4924 5855 94
4180 4305 31
2968 1730 48
950 4941 62
5838 1672 13
3058 2562 79
2225 1903 81
5793 1785 54
3299 5639 24
3761 5095 47
2061 2920 81
2303 4890 76
410 1352 68
2638 5003 73
5804 3045 75
4254 4857 57
2787 1342 81
1728 3283 31
3062 4593 17
2526 2972 10
2119 3240 31
3104 1447 78
3855 6062 75
650 644 60
972 3102 78
3708 1233 45
1139 5786 35
2953 2913 79
1709 298 71
1321 594 72
104 3499 74
3800 2467 98
229 1943 27
5782 169 38
3276 2335 31
1194 2960 84
4615 4725 33
1477 3683 42
3502 487 99
4445 1994 82
5464 1079 87
4132 3028 21
2027 5132 59
5276 3437 73
3771 858 36
3174 1154 19
2797 920 83
1278 2343 59
1974 5695 50
3402 3620 32
5548 4071 93
37 5564 93
2190 1221 66
2436 1804 90
511 1381 81
4738 2044 15
3197 5054 75
2093 5335 78
2327 3499 23
4975 3434 92
662 1134 52
2830 4070 56
4477 6060 98
4466 3150 29
3313 4067 18
3689 5726 97
2905 1826 48
1535 624 25
2978 5241 92
1232 1622 35
4519 761 50
5282 2232 90
1632 4462 82
4773 396 27
3784 2424 98
3718 3222 51
2984 4120 50
4709 1668 50
3202 2669 75
1357 2366 42
380 1664 50
2988 5198 98
5415 3683 23
3283 495 43
3433 2899 36
3071 1846 78
4566 883 89
3415 3982 99
235 2059 19
4228 2788 64
1847 5845 81
1314 4186 50
5823 1112 27
2659 1262 95
3961 2577 81
757 4628 21
841 4726 77
1137 1134 92
4237 4801 10
2212 828 50
1707 4904 67
1610 1352 72
5952 591 50
4552 1165 10
1085 1927 66
4721 174 16
2620 2009 25
2541 4807 84
1148 1007 35
4109 3330 94
3630 1868 44
2308 1536 50
271 5556 89
1249 5808 55
2181 3855 66
5043 3880 66
4792 2781 67
1875 1034 25
3271 1967 26
2062 116 74
2294 1762 78
5700 5495 30
3903 5343 96
1893 2930 83
1715 5446 73
4198 5002 47
2698 2103 38
3222 194 69
532 1845 38
4609 5780 42
4228 744 56
3500 5263 86
4591 5949 69
5367 1831 44
4931 3642 13
1224 4885 27
2915 928 82
5856 81 85
3172 4610 46
2509 5955 89
863 831 91
6016 1392 47
1648 5128 39
2936 1668 63
2761 1090 31
546 2728 96
5750 1671 67
4263 1800 29
4149 432 55
1307 493 19
5484 1347 90
1884 5417 20
1204 2880 54
4153 5136 14
1408 156 61
202 4126 53
477 952 62
3853 4828 12
1441 1480 50
3969 4242 47
3728 2442 71
1144 217 89
5922 1236 63
5917 1030 86
4933 2686 50
1783 3079 61
813 3545 34
3956 1492 12
5794 3745 16
2628 4746 98
694 6016 29
1752 4223 86
3186 4279 69
3978 892 29
3389 5733 95
2838 1007 31
1046 912 72
2701 855 98
5818 1854 73
5757 3222 64
5569 4971 16
676 3014 100
3222 818 92
2658 2900 98
5402 649 61
4805 1814 31
1372 3526 27
4484 4907 70
5596 1163 94
5644 4657 84
4251 2703 17
137 3384 77
4902 3480 74
4032 3877 63
5689 5931 15
6038 4274 80
73 1186 21
5611 267 25
6076 5834 20
5891 5406 52
5013 1488 71
2668 893 34
4776 2854 89
3254 5684 89
2172 1727 16
916 5567 25
33 5168 27
3651 173 94
2766 3655 54
680 3612 15
1663 5951 60
2844 3787 34
1885 4679 36
1656 438 54
2648 1059 14
1026 245 95
4990 5735 32
799 3110 24
2537 5411 82
1623 6065 94
4354 5700 91
5977 2829 17
5947 1551 88
1790 4210 38
5815 5317 98
5349 3841 92
1039 5652 87
3835 2249 11
2194 5865 96
4061 3597 84
4893 1018 85
1198 5795 23
3798 675 79
2309 4293 52
2640 4701 93
3353 4827 50
4682 4778 75
4933 2851 95
3365 3606 47
5061 5320 65
4645 3003 84
5533 4319 44
3641 1286 70
3040 6036 33
33 3261 36
4215 5315 53
4708 1376 58
2921 5141 80
4344 5060 56
1672 1802 51
2450 5688 67
2267 3884 22
1310 1209 98
3149 1302 98
1556 438 55
2239 1876 38
3553 749 62
5936 4858 83
5789 323 63
4031 3700 10
3067 4884 44
531 2289 74
2888 5219 49
1062 1203 32
3129 5960 11
5191 3807 32
5744 2293 58
634 1076 53
1271 5478 74
4843 108 15
1638 5981 22
1111 3799 80
4636 3208 90
3729 2341 28
5191 1065 65
3470 5386 45
2292 2698 18
5750 2435 69
5963 589 55
1285 5942 24
2853 5228 83
302 5547 87
5568 15 26
3788 1581 90
5735 3928 17
3922 578 98
3188 2732 87
5511 3562 96
680 4108 100
5732 1764 82
4485 3170 65
5952 716 67
1235 129 12
2970 3134 27
3766 4543 56
638 5143 36
5143 5401 76
1646 1123 89
1199 5340 79
5947 3874 24
755 1523 45
3450 5193 14
967 5170 75
2225 3200 57
1103 90 95
2574 3923 60
5825 5207 89
4601 3649 45
21 5337 41
2149 3319 18
5997 4995 30
1141 3155 37
67 1851 70
3076 726 50
5905 5847 81
1247 4311 42
233 5632 50
5125 2813 61
5284 5074 91
4041 3703 23
4140 1532 24
1970 2482 17
2276 840 83
4087 5969 87
2804 1924 45
819 2098 11
126 2000 72
5749 4423 99
4272 384 29
3131 1554 44
5249 2076 60
1019 1429 66
3430 2420 27
2342 460 44
3493 4004 27
3328 431 39
4442 809 73
1294 3511 67
3477 588 60
3719 4320 32
3477 5029 34
5157 979 35
3394 3337 13
435 5829 58
5918 2295 41
1947 5971 59
308 4538 31
652 340 24
3341 2051 96
1234 2424 79
5379 515 66
2916 75 63
5873 673 26
6024 1413 61
5897 2771 28
2910 1424 53
5621 3686 71
1530 3145 18
8 5196 97
3994 3833 89
1493 3095 75
853 5479 66
524 2201 53
4303 4313 64
703 3861 15
604 5635 27
2176 1745 72
474 3358 58
966 1197 85
515 4186 22
2398 3277 58
3950 5364 24
3038 1324 23
5434 5250 74
2802 1741 54
1538 4917 20
4615 1454 47
3851 4745 60
1113 4908 95
5288 5740 17
4472 2809 83
191 4766 83
4194 1143 20
