287 7897
95 235 92
53 47 32
225 27 78
29 276 84
280 136 86
145 222 84
147 71 99
63 194 89
207 189 51
66 165 41
232 45 40
272 266 20
31 61 74
92 105 18
285 69 16
161 202 72
180 68 11
246 217 28
80 258 34
206 216 45
85 15 54
275 195 20
45 23 78
97 5 11
229 281 97
266 100 62
205 272 48
91 148 89
200 148 43
213 24 64
169 255 17
92 239 78
193 96 26
20 250 82
101 274 93
68 35 59
241 54 49
106 215 61
206 12 11
184 197 94
80 6 57
11 30 73
72 106 98
246 282 92
40 10 95
71 263 88
117 4 89
180 232 100
190 109 30
16 48 72
176 171 83
107 141 45
200 40 18
126 184 84
243 113 38
258 277 72
57 285 97
14 6 75
133 21 50
212 203 22
97 228 70
269 263 24
246 166 16
34 149 24
7 87 19
133 122 64
203 25 34
19 8 14
220 261 42
246 195 80
246 167 75
273 85 64
234 175 58
6 8 15
188 44 37
159 282 73
130 196 16
110 64 82
249 34 56
5 152 40
33 133 38
269 101 45
116 286 14
189 264 56
248 261 98
84 224 96
132 249 42
260 192 29
36 213 79
38 115 82
15 259 34
58 0 66
105 182 34
46 133 89
130 245 23
121 93 92
149 88 69
235 95 86
266 200 12
137 15 62
140 236 61
186 236 52
118 250 22
103 118 65
187 144 50
180 14 45
278 38 19
110 256 30
224 203 74
137 79 51
280 246 50
129 120 49
170 85 94
157 254 53
173 209 16
231 181 85
214 226 23
118 13 43
105 69 12
151 138 73
188 253 74
263 11 35
232 129 44
280 155 10
122 216 37
55 209 97
175 282 85
159 267 41
113 142 19
129 110 49
29 170 48
253 135 42
226 18 97
93 205 32
222 70 66
218 98 29
182 76 22
38 83 92
103 235 89
273 162 26
272 49 59
132 118 88
11 247 85
239 157 21
149 156 49
77 157 63
164 180 36
11 106 35
86 166 38
276 262 72
120 70 73
192 91 46
263 4 95
19 61 83
121 122 20
11 182 46
174 53 94
183 17 80
14 190 11
221 256 76
229 5 76
199 30 17
64 274 47
89 262 14
19 168 43
150 215 29
148 239 36
59 17 70
284 1 96
28 86 36
103 271 59
136 113 92
183 167 83
31 129 96
106 253 84
235 180 49
138 225 53
172 284 31
34 93 73
69 46 15
116 145 100
118 90 91
132 166 73
183 221 52
197 34 48
157 198 21
60 107 99
223 40 95
167 35 16
40 138 26
275 270 64
152 272 47
5 51 16
231 54 53
38 154 47
132 141 80
56 13 68
44 75 37
118 12 24
145 15 95
77 236 21
140 232 11
127 192 69
269 36 25
52 54 93
251 84 74
1 31 86
231 42 63
15 253 17
154 242 20
216 245 22
11 79 86
253 112 77
240 94 45
122 286 96
100 258 93
111 200 54
243 32 60
126 4 40
123 225 44
95 178 47
178 8 72
94 33 27
168 274 40
243 41 33
241 220 70
244 6 63
186 43 77
72 131 79
191 263 74
