4135 5128
3258 2123 67
1024 1273 10
2906 3929 24
1741 2952 28
1256 716 92
1316 1429 94
2915 2264 27
170 2072 54
81 2349 10
2465 3777 88
3847 2754 32
1374 3735 49
3310 2547 72
1034 1599 82
1541 2362 25
757 3427 78
3184 1107 97
3352 1271 12
1225 1292 51
2877 2702 53
2560 2347 53
4077 1391 63
2814 1045 36
1986 2317 100
3826 2682 31
2531 3993 14
3565 3850 64
2186 4120 65
3947 1832 26
1673 1500 77
1474 1345 42
4086 801 77
399 149 16
4065 1092 58
1607 255 18
752 3065 97
2494 2207 76
2900 1681 13
2561 804 93
218 2591 59
1054 2610 24
747 941 96
8 917 22
341 1878 70
855 2357 19
2037 2407 10
418 427 63
1420 2379 29
1425 3135 61
3339 2987 73
3785 1051 77
903 2326 89
586 3470 25
3927 1727 29
991 1816 36
1156 406 73
2055 2130 20
3081 991 64
1226 2320 11
743 88 62
3434 1552 77
1264 2092 37
2550 844 29
799 2454 87
1205 1837 21
3838 3213 84
1481 249 85
1439 2028 43
4133 843 47
180 4103 30
3565 2968 56
3844 2594 60
2110 4068 16
3177 3961 49
1133 3195 34
1426 1138 100
3621 314 13
986 3606 66
2111 203 32
21 3036 80
2911 2694 75
315 807 40
730 2629 40
2235 1642 71
727 2677 46
812 3455 70
3900 1436 32
1137 979 46
857 4081 88
3958 3005 35
1252 3822 12
341 1338 70
1894 3235 89
3338 2734 81
998 1847 77
3427 489 56
1693 1499 76
2678 654 10
3500 2574 90
2542 3145 77
3713 4087 44
3782 596 99
1529 2057 17
3028 1943 71
2618 3515 31
3069 892 68
3012 1755 17
2082 659 18
4072 1591 12
3344 3627 90
2064 3591 16
2395 1534 38
866 1382 12
251 1958 79
789 3556 68
3073 1740 55
821 1083 62
2565 3368 30
2555 1303 26
3658 3783 96
3483 819 57
4113 3060 45
2464 718 14
194 2159 81
492 2096 27
2392 485 55
1702 439 73
1090 3477 47
622 3827 29
3458 417 90
3634 408 86
2596 292 92
1595 2067 18
802 2152 51
3788 3752 72
2052 1839 65
3887 359 32
2361 15 91
3103 403 20
2102 2892 88
2581 1489 12
3170 1774 65
3983 4008 72
611 3618 64
1048 2120 81
3985 2928 31
622 714 90
2178 3207 47
1943 3525 64
255 4125 87
544 3696 10
3358 576 86
3005 1419 29
1207 1656 67
2318 3457 78
3576 2347 72
1402 83 23
3628 2625 61
2936 2838 12
2565 3550 36
1750 3979 70
1919 1658 16
1090 890 25
3119 3066 70
3735 486 75
2289 3717 64
1279 700 70
845 454 67
46 2929 72
1669 3563 57
2828 197 31
1336 3879 78
2668 2792 63
1851 1710 29
1911 2246 57
3276 1095 100
2845 1986 74
4117 3278 23
1831 1044 49
4009 2352 36
2711 1163 98
161 1083 65
4015 1161 40
2778 948 84
717 1707 83
3462 1759 56
2376 1598 39
1496 1888 32
1209 2709 87
2382 475 84
2654 3644 30
3639 885 64
1473 1411 70
171 797 29
1127 2942 39
1676 414 24
2837 73 45
2823 2074 96
2953 784 91
3995 3243 43
2012 985 61
1480 295 76
2899 2703 46
2721 2791 10
992 2044 34
547 898 44
3272 2192 24
3268 3444 40
505 3920 26
955 3571 22
1816 582 73
4075 2985 25
184 1854 73
2584 3463 36
1437 1550 69
2614 3136 37
3422 1294 82
1212 3885 84
1196 279 31
1578 3067 19
699 4022 84
948 1488 23
190 3477 66
314 3264 19
3081 77 86
3306 2069 67
3039 1587 13
462 2795 34
2908 3067 19
2629 3555 69
286 652 58
2216 1254 68
4106 3790 28
1939 2872 18
2865 2448 48
2883 3633 87
3941 3817 56
4 322 13
3511 3159 98
3318 3074 93
3289 2976 100
1121 1430 29
1740 1242 47
49 2263 23
614 3368 43
2078 110 57
3251 2420 10
2588 980 67
849 1321 52
34 1140 70
318 1012 76
9 2948 44
2540 853 65
1296 2577 48
92 1794 53
1220 3000 21
551 2774 22
2054 902 55
4118 3027 25
2698 3520 69
2556 2405 90
2420 2406 54
2269 3993 74
843 319 74
645 3360 75
3771 3789 54
230 2174 64
1872 12 43
713 789 39
1657 157 76
1341 684 69
2097 555 25
280 410 85
1437 2021 64
2124 2460 52
1979 1408 24
3348 261 73
4104 589 38
3060 1419 90
2752 323 35
1902 696 34
1846 2298 22
1461 1402 64
3146 2250 51
2271 1052 82
3858 1033 71
3115 2533 83
3200 3741 22
2039 3211 66
3338 652 62
456 43 92
774 3138 17
2711 1396 51
132 1351 24
465 3675 99
1822 998 71
3401 1233 49
560 2657 98
1366 3531 88
1478 3421 31
1254 3894 99
228 2276 66
1763 2193 76
1300 2103 51
634 1619 70
1666 1512 63
1431 2669 99
1091 3555 17
3549 783 76
2812 3626 43
2520 121 74
3329 3305 69
1071 290 80
33 3123 55
632 2246 48
114 2879 93
3720 2092 16
1473 112 60
2078 1148 33
3293 2551 100
176 478 19
3441 445 18
1336 548 57
2849 1229 97
2405 4061 60
3124 1107 60
772 1384 44
1382 807 83
2565 713 16
1814 2690 81
1004 2297 14
3396 1522 15
13 2077 65
3144 1460 63
784 1866 82
98 3299 75
3318 1257 48
2852 1506 60
2604 1154 90
1067 3421 39
2871 2667 51
60 931 93
3235 2536 37
1214 3482 78
4032 1805 66
3543 2970 76
2725 2900 32
2318 3911 71
3587 866 63
1814 1526 58
2104 686 18
1134 2593 90
2385 2983 93
1145 170 28
155 4062 77
1917 3690 57
2082 774 55
3655 2096 11
3178 105 70
2884 3717 25
1635 3024 91
3950 3765 69
1412 1746 42
2870 3015 41
1466 1057 25
2482 2405 99
4074 3782 54
4041 2238 97
1644 1813 100
3169 918 47
531 78 56
2065 3372 54
2429 3410 73
2101 2093 63
2753 3945 39
3953 2956 74
2003 3921 97
3645 299 90
634 2293 40
3943 1761 19
1170 2798 57
2947 891 65
4041 1290 30
3624 1764 91
3190 668 48
362 370 15
610 3763 43
1608 2950 18
823 1786 92
3968 4063 80
2728 2715 29
2268 592 90
288 656 21
1379 1221 67
3257 934 42
765 2855 97
41 1722 49
968 1317 77
2512 1862 70
668 2041 80
3426 1459 48
1077 1606 50
225 2401 97
1729 3743 24
274 3563 53
985 2849 33
640 2650 62
2824 344 68
2188 2090 77
1041 2789 99
1066 2681 19
759 1903 24
665 475 23
2160 758 85
2600 3619 61
1067 3997 30
336 2180 18
2756 667 39
2527 1585 26
314 3298 82
1438 2289 72
3260 3771 23
504 1710 68
396 3065 20
1895 1827 56
642 1220 32
4127 1819 55
3916 3052 52
2518 2719 74
3614 517 49
2689 2924 30
2271 1094 94
118 3297 47
465 740 34
3170 3786 53
981 3359 11
3553 1090 34
2895 2332 41
2090 714 44
3032 3507 50
3198 420 59
92 2940 91
1067 1836 17
4005 3044 70
3819 1198 19
3095 725 78
3163 3595 35
2785 2041 15
3907 682 48
2615 3079 90
2298 3769 43
657 199 70
184 1562 18
3924 3683 29
2059 2608 77
2133 456 15
2442 1827 65
2627 1159 22
2817 1966 16
1845 4120 17
1395 2634 54
2728 401 41
522 1010 33
2301 895 79
2604 412 27
2784 3141 97
3707 3816 72
4052 1176 29
37 3533 48
3988 222 71
2002 2768 88
234 736 24
1398 3769 62
3794 1345 57
2978 9 99
3001 3210 34
2741 2017 20
1023 2749 40
587 30 42
3870 487 41
2424 1846 15
3412 3534 51
1886 1526 100
1087 2656 52
3301 2939 14
371 2877 63
2083 552 43
4056 3227 60
2731 1679 44
4034 1835 34
957 2313 84
3088 1459 44
709 880 100
3363 981 58
3618 1041 32
2743 2682 78
1827 3019 56
3206 2089 72
2514 2581 100
2272 3326 29
2910 1633 95
417 1192 77
688 3127 21
772 444 23
112 2634 29
4118 619 56
2175 2583 79
1047 681 87
1992 237 60
1532 1809 28
792 2207 41
747 3717 53
2569 1541 66
2506 1024 39
382 52 51
3865 4044 42
2316 4114 25
557 2740 29
2000 622 18
618 152 62
3006 2289 74
1725 2573 33
3177 1194 44
3448 2683 15
1108 3325 91
788 1104 53
188 3387 71
1282 1659 40
3307 3834 87
2399 77 95
848 1427 97
1385 2994 11
3586 3479 49
304 1306 86
753 2004 38
274 1056 23
3259 1661 49
1692 2904 19
2883 971 87
2132 3390 70
3280 1713 26
846 2078 63
1592 2093 75
1275 2744 33
2456 2256 71
1320 2549 46
3105 613 37
679 463 23
985 2034 72
2860 2812 10
24 284 37
4088 2720 62
189 419 34
3569 872 58
2876 3780 83
744 1662 19
1178 2871 97
1824 354 66
3608 2961 75
3257 692 68
636 716 67
1991 1487 46
3264 93 14
224 866 88
3641 3913 30
3729 1015 75
2173 3807 40
1481 1165 24
2519 967 33
1238 1789 26
4015 197 63
626 2521 10
3580 3639 72
604 1244 94
2185 948 86
1293 1081 94
618 3314 44
1228 2608 52
1540 975 32
1532 1677 87
1693 863 55
1532 3492 21
2779 2447 27
3691 161 65
278 3219 13
2889 1911 37
1004 899 57
428 3479 98
3862 950 66
2013 1061 10
98 229 78
1714 4021 10
3206 1641 43
2545 83 23
3144 1117 24
3265 1167 39
2335 3786 10
867 3220 55
3694 2851 96
793 1548 16
3381 1103 12
3915 906 90
2423 4047 73
3115 1066 86
1701 3366 43
